section,female,male,period,order_period
0-9,"{'amount': 3, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
0-9,"{'amount': 21, 'percentage': 0.1}","{'amount': 23, 'percentage': 0.1}",שנה,2
0-9,"{'amount': 13, 'percentage': 0.3}","{'amount': 7, 'percentage': 0.2}",6 חודשים,3
0-9,"{'amount': 4, 'percentage': 0.4}","{'amount': 2, 'percentage': 0.2}",3 חודשים,4
0-9,"{'amount': 24, 'percentage': 0.1}","{'amount': 25, 'percentage': 0.1}",מתחילת קורונה,1
10-19,"{'amount': 47, 'percentage': 0.3}","{'amount': 29, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 2, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
10-19,"{'amount': 3, 'percentage': 0.3}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
10-19,"{'amount': 16, 'percentage': 0.4}","{'amount': 10, 'percentage': 0.2}",6 חודשים,3
10-19,"{'amount': 43, 'percentage': 0.3}","{'amount': 27, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 65, 'percentage': 1.4}","{'amount': 67, 'percentage': 1.5}",6 חודשים,3
20-29,"{'amount': 2, 'percentage': 0.2}","{'amount': 6, 'percentage': 0.6}",3 חודשים,4
20-29,"{'amount': 1, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.5}",חודש אחרון,5
20-29,"{'amount': 160, 'percentage': 0.9}","{'amount': 142, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 150, 'percentage': 0.9}","{'amount': 133, 'percentage': 0.8}",שנה,2
30-39,"{'amount': 337, 'percentage': 2.1}","{'amount': 365, 'percentage': 2.3}",שנה,2
30-39,"{'amount': 154, 'percentage': 3.4}","{'amount': 151, 'percentage': 3.4}",6 חודשים,3
30-39,"{'amount': 18, 'percentage': 1.9}","{'amount': 15, 'percentage': 1.5}",3 חודשים,4
30-39,"{'amount': 14, 'percentage': 1.6}","{'amount': 12, 'percentage': 1.4}",חודש אחרון,5
30-39,"{'amount': 365, 'percentage': 2.1}","{'amount': 413, 'percentage': 2.3}",מתחילת קורונה,1
40-49,"{'amount': 550, 'percentage': 3.4}","{'amount': 888, 'percentage': 5.5}",שנה,2
40-49,"{'amount': 212, 'percentage': 4.7}","{'amount': 313, 'percentage': 7}",6 חודשים,3
40-49,"{'amount': 21, 'percentage': 2.2}","{'amount': 38, 'percentage': 3.9}",3 חודשים,4
40-49,"{'amount': 19, 'percentage': 2.1}","{'amount': 36, 'percentage': 4.1}",חודש אחרון,5
40-49,"{'amount': 597, 'percentage': 3.4}","{'amount': 966, 'percentage': 5.4}",מתחילת קורונה,1
50-59,"{'amount': 323, 'percentage': 7.2}","{'amount': 389, 'percentage': 8.7}",6 חודשים,3
50-59,"{'amount': 47, 'percentage': 4.8}","{'amount': 51, 'percentage': 5.3}",3 חודשים,4
50-59,"{'amount': 944, 'percentage': 5.9}","{'amount': 1423, 'percentage': 8.8}",שנה,2
50-59,"{'amount': 1024, 'percentage': 5.8}","{'amount': 1570, 'percentage': 8.8}",מתחילת קורונה,1
50-59,"{'amount': 39, 'percentage': 4.4}","{'amount': 47, 'percentage': 5.3}",חודש אחרון,5
60-69,"{'amount': 66, 'percentage': 6.8}","{'amount': 112, 'percentage': 11.5}",3 חודשים,4
60-69,"{'amount': 375, 'percentage': 8.4}","{'amount': 453, 'percentage': 10.1}",6 חודשים,3
60-69,"{'amount': 55, 'percentage': 6.2}","{'amount': 103, 'percentage': 11.6}",חודש אחרון,5
60-69,"{'amount': 1374, 'percentage': 7.7}","{'amount': 2218, 'percentage': 12.5}",מתחילת קורונה,1
60-69,"{'amount': 1280, 'percentage': 7.9}","{'amount': 2017, 'percentage': 12.5}",שנה,2
70-79,"{'amount': 96, 'percentage': 10.8}","{'amount': 140, 'percentage': 15.8}",חודש אחרון,5
70-79,"{'amount': 103, 'percentage': 10.6}","{'amount': 145, 'percentage': 14.9}",3 חודשים,4
70-79,"{'amount': 420, 'percentage': 9.4}","{'amount': 492, 'percentage': 11}",6 חודשים,3
70-79,"{'amount': 1526, 'percentage': 9.5}","{'amount': 2116, 'percentage': 13.1}",שנה,2
70-79,"{'amount': 1660, 'percentage': 9.3}","{'amount': 2361, 'percentage': 13.3}",מתחילת קורונה,1
80-89,"{'amount': 117, 'percentage': 12.1}","{'amount': 127, 'percentage': 13.1}",3 חודשים,4
80-89,"{'amount': 1551, 'percentage': 9.6}","{'amount': 1540, 'percentage': 9.5}",שנה,2
80-89,"{'amount': 421, 'percentage': 9.4}","{'amount': 358, 'percentage': 8}",6 חודשים,3
80-89,"{'amount': 108, 'percentage': 12.2}","{'amount': 117, 'percentage': 13.2}",חודש אחרון,5
80-89,"{'amount': 1730, 'percentage': 9.7}","{'amount': 1698, 'percentage': 9.6}",מתחילת קורונה,1
90+,"{'amount': 826, 'percentage': 4.6}","{'amount': 542, 'percentage': 3}",מתחילת קורונה,1
90+,"{'amount': 61, 'percentage': 6.9}","{'amount': 26, 'percentage': 2.9}",חודש אחרון,5
90+,"{'amount': 65, 'percentage': 6.7}","{'amount': 27, 'percentage': 2.8}",3 חודשים,4
90+,"{'amount': 159, 'percentage': 3.5}","{'amount': 86, 'percentage': 1.9}",6 חודשים,3
90+,"{'amount': 722, 'percentage': 4.5}","{'amount': 476, 'percentage': 3}",שנה,2
