name,value
פראמדיקים,0
חובשי רפואת חירום,0
ריפוי בעיסוק,5
פסיכולוגיה,7
קלינאות תקשורת,8
פיזיותרפיה,13
מעבדה,15
שירות סוציאלי,18
רוקחות,18
מערך לוגיסטי,18
כוח עזר,48
סקטורים אחרים,172
מינהל ומשק,297
