name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,94.24050903320312,124
יוספטל,,52.30769348144531,3
שמיר,,69.8092041015625,46
וולפסון,,76.28111267089844,22
זיו צפת,,80.69164276123047,36
הלל יפה,,84.8543701171875,34
נהריה,,84.64730072021484,35
ברזילי,,78.66666412353516,21
פוריה,,69.01408386230469,20
סוראסקי,,104.184455871582,56
בני ציון,,78.52194213867188,28
רבין ק. בילינסון,,80.71855926513672,185
סורוקה,,65.24761199951172,76
מאיר,,70.0514144897461,74
קפלן,,70.93862915039062,92
"רמב""ם",,86.1855697631836,45
הכרמל,,75.25562286376953,40
השרון ק. גולדה,,70.12448120117188,43
הדסה עין כרם,,,150
הסקוטי,,101.5037612915039,19
סנט וינסנט,,41.04477691650391,1
המשפחה הקדושה,,,0
סנט ג'וזף,,,2
שערי צדק,,98.77149963378906,110
אל מקאסד,,,0
לניאדו,,80.22283935546875,61
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,99.68354797363281,41
אסותא אשדוד,,,11
שניידר,,,0
המרכזי בעמק,,71.55172729492188,61
