coronaOccupancy,isolatedTeam,name,normalOccupancy
178,99,הדסה עין כרם,112.2807006835938
106,26,סוראסקי,104.8676376342773
104,31,שמיר (אסף הרופא),65.5443344116211
102,65,שיבא,97.2151870727539
92,55,שערי צדק,96.56019592285156
66,50,קפלן,93.32129669189453
62,55,מאיר,75.19280242919922
62,52,ברזילי,71.33333587646484
60,39,לניאדו,1.949860692024231
60,58,רבין ק. בילינסון,96.16766357421875
56.00000000000001,39,הלל יפה,76.31067657470703
52,24,וולפסון,68.52123260498047
52,22,השרון ק. גולדה,63.90041351318359
48,35,"רמב""ם",89.3814468383789
48,41,סורוקה,74.71763610839844
46,19,מעייני הישועה,83.06709289550781
44,21,פוריה,71.5492935180664
42,24,המרכזי בעמק,80.17241668701172
40,131,נהריה,76.0719223022461
38,21,אסותא אשדוד,
28.000000000000004,24,הכרמל,76.27812194824219
26,24,בני ציון,82.44803619384766
22,10,זיו צפת,80.11527252197266
20,44,הסקוטי,90.9774398803711
0,27,הר הצופים,87.84722137451172
0,0,מ.גריאטרי פרדס חנה,
0,4,יוספטל,50.76922988891602
0,0,עמל בשרון - רעננה,
0,0,"מר""ג דורות נתניה",
0,22,שניידר,85.65400695800781
0,0,סנט ג'וזף,
0,0,נאות התיכון,
0,0,הסהר האדום,
0,24,המשפחה הקדושה,150
0,0,אל מקאסד,
0,11,הצרפתי,67.16417694091797
0,15,אלישע,
0,2,אסותא באר שבע,
0,3,אסותא חיפה,
0,4,אסותא רמת החייל,
0,4,אסותא ראשון לציון,
