section,female,male,period,order_period
0-9,"{'amount': 2727, 'percentage': 18.1}","{'amount': 2700, 'percentage': 18}",חודש אחרון,5
0-9,"{'amount': 111856, 'percentage': 11.3}","{'amount': 113811, 'percentage': 11.5}",שנה,2
0-9,"{'amount': 68475, 'percentage': 13.7}","{'amount': 69233, 'percentage': 13.8}",6 חודשים,3
0-9,"{'amount': 33714, 'percentage': 16.4}","{'amount': 33780, 'percentage': 16.4}",3 חודשים,4
0-9,"{'amount': 130754, 'percentage': 9.8}","{'amount': 133062, 'percentage': 10}",מתחילת קורונה,1
10-19,"{'amount': 146323, 'percentage': 11}","{'amount': 141851, 'percentage': 10.6}",מתחילת קורונה,1
10-19,"{'amount': 2259, 'percentage': 15}","{'amount': 1872, 'percentage': 12.5}",חודש אחרון,5
10-19,"{'amount': 26311, 'percentage': 12.8}","{'amount': 22458, 'percentage': 10.9}",3 חודשים,4
10-19,"{'amount': 57156, 'percentage': 11.4}","{'amount': 49909, 'percentage': 10}",6 חודשים,3
10-19,"{'amount': 114158, 'percentage': 11.5}","{'amount': 101114, 'percentage': 10.2}",שנה,2
20-29,"{'amount': 38665, 'percentage': 7.7}","{'amount': 28884, 'percentage': 5.8}",6 חודשים,3
20-29,"{'amount': 14735, 'percentage': 7.2}","{'amount': 10093, 'percentage': 4.9}",3 חודשים,4
20-29,"{'amount': 764, 'percentage': 5.1}","{'amount': 420, 'percentage': 2.8}",חודש אחרון,5
20-29,"{'amount': 121570, 'percentage': 9.1}","{'amount': 100430, 'percentage': 7.5}",מתחילת קורונה,1
20-29,"{'amount': 87594, 'percentage': 8.8}","{'amount': 67374, 'percentage': 6.8}",שנה,2
30-39,"{'amount': 78130, 'percentage': 7.9}","{'amount': 59901, 'percentage': 6.1}",שנה,2
30-39,"{'amount': 41142, 'percentage': 8.2}","{'amount': 28901, 'percentage': 5.8}",6 חודשים,3
30-39,"{'amount': 17238, 'percentage': 8.4}","{'amount': 10801, 'percentage': 5.2}",3 חודשים,4
30-39,"{'amount': 1142, 'percentage': 7.6}","{'amount': 538, 'percentage': 3.6}",חודש אחרון,5
30-39,"{'amount': 102536, 'percentage': 7.7}","{'amount': 82622, 'percentage': 6.2}",מתחילת קורונה,1
40-49,"{'amount': 60427, 'percentage': 6.1}","{'amount': 48592, 'percentage': 4.9}",שנה,2
40-49,"{'amount': 30059, 'percentage': 6}","{'amount': 23557, 'percentage': 4.7}",6 חודשים,3
40-49,"{'amount': 10837, 'percentage': 5.3}","{'amount': 8229, 'percentage': 4}",3 חודשים,4
40-49,"{'amount': 832, 'percentage': 5.5}","{'amount': 518, 'percentage': 3.4}",חודש אחרון,5
40-49,"{'amount': 83250, 'percentage': 6.2}","{'amount': 68572, 'percentage': 5.1}",מתחילת קורונה,1
50-59,"{'amount': 16515, 'percentage': 3.3}","{'amount': 13059, 'percentage': 2.6}",6 חודשים,3
50-59,"{'amount': 5023, 'percentage': 2.4}","{'amount': 3777, 'percentage': 1.8}",3 חודשים,4
50-59,"{'amount': 37291, 'percentage': 3.8}","{'amount': 30808, 'percentage': 3.1}",שנה,2
50-59,"{'amount': 54661, 'percentage': 4.1}","{'amount': 46438, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 316, 'percentage': 2.1}","{'amount': 230, 'percentage': 1.5}",חודש אחרון,5
60-69,"{'amount': 2893, 'percentage': 1.4}","{'amount': 2114, 'percentage': 1}",3 חודשים,4
60-69,"{'amount': 10168, 'percentage': 2}","{'amount': 8352, 'percentage': 1.7}",6 חודשים,3
60-69,"{'amount': 239, 'percentage': 1.6}","{'amount': 156, 'percentage': 1}",חודש אחרון,5
60-69,"{'amount': 33584, 'percentage': 2.5}","{'amount': 31126, 'percentage': 2.3}",מתחילת קורונה,1
60-69,"{'amount': 22721, 'percentage': 2.3}","{'amount': 19664, 'percentage': 2}",שנה,2
70-79,"{'amount': 118, 'percentage': 0.8}","{'amount': 89, 'percentage': 0.6}",חודש אחרון,5
70-79,"{'amount': 1352, 'percentage': 0.7}","{'amount': 1057, 'percentage': 0.5}",3 חודשים,4
70-79,"{'amount': 5394, 'percentage': 1.1}","{'amount': 4562, 'percentage': 0.9}",6 חודשים,3
70-79,"{'amount': 11755, 'percentage': 1.2}","{'amount': 10122, 'percentage': 1}",שנה,2
70-79,"{'amount': 17237, 'percentage': 1.3}","{'amount': 15867, 'percentage': 1.2}",מתחילת קורונה,1
80-89,"{'amount': 713, 'percentage': 0.3}","{'amount': 506, 'percentage': 0.2}",3 חודשים,4
80-89,"{'amount': 6623, 'percentage': 0.7}","{'amount': 4734, 'percentage': 0.5}",שנה,2
80-89,"{'amount': 2678, 'percentage': 0.5}","{'amount': 2078, 'percentage': 0.4}",6 חודשים,3
80-89,"{'amount': 44, 'percentage': 0.3}","{'amount': 41, 'percentage': 0.3}",חודש אחרון,5
80-89,"{'amount': 9814, 'percentage': 0.7}","{'amount': 7180, 'percentage': 0.5}",מתחילת קורונה,1
90+,"{'amount': 3586, 'percentage': 0.3}","{'amount': 1750, 'percentage': 0.1}",מתחילת קורונה,1
90+,"{'amount': 18, 'percentage': 0.1}","{'amount': 5, 'percentage': 0}",חודש אחרון,5
90+,"{'amount': 217, 'percentage': 0.1}","{'amount': 123, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 822, 'percentage': 0.2}","{'amount': 448, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 2252, 'percentage': 0.2}","{'amount': 1164, 'percentage': 0.1}",שנה,2
