name,coronaOccupancy,normalOccupancy,isolatedTeam
אוגוסטה ויקטוריה,,,3
שערי צדק,,92.87469482421875,25
אסותא אשדוד,,,0
בני ציון,,82.67898559570312,6
ברזילי,,70,11
הדסה עין כרם,,110.5263137817383,27
הכרמל,,76.48262023925781,4
הלל יפה,,81.35922241210938,12
המרכזי בעמק,,75.68965148925781,47
המשפחה הקדושה,,,0
הסקוטי,,101.4184417724609,6
השרון ק. גולדה,,60.16597366333008,4
וולפסון,,62.37188720703125,8
זיו צפת,,74.9279556274414,3
יוספטל,,40,0
אל מקאסד,,,0
מאיר,,81.10540008544922,18
מעייני הישועה,,88.49840545654297,6
נהריה,,77.86998748779297,13
סוראסקי,,98.71903991699219,20
סורוקה,,68.37532806396484,4
סנט ג'וזף,,,8
סנט וינסנט,,60.44776153564453,11
פוריה,,61.40845108032227,12
קפלן,,85.01805114746094,3
רבין ק. בילינסון,,93.41316986083984,14
"רמב""ם",,88.6597900390625,13
שיבא,,92.84809875488281,23
שמיר (אסף הרופא),,59.48372650146484,12
שניידר,,,0
לניאדו,,83.28691101074219,13
