Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc
2020-12-19T00:00:00.000Z,43,61,0,0,0,0
2020-12-20T00:00:00.000Z,7374,7435,0.08,0,0,0
2020-12-21T00:00:00.000Z,24881,32316,0.35,0,0,0
2020-12-22T00:00:00.000Z,44618,76934,0.83,0,0,0
2020-12-23T00:00:00.000Z,62828,139762,1.5,0,0,0
2020-12-24T00:00:00.000Z,73307,213069,2.29,0,0,0
2020-12-25T00:00:00.000Z,38441,251510,2.7,0,0,0
2020-12-26T00:00:00.000Z,32555,284065,3.05,0,0,0
2020-12-27T00:00:00.000Z,104316,388381,4.18,0,0,0
2020-12-28T00:00:00.000Z,134740,523121,5.63,0,0,0
2020-12-29T00:00:00.000Z,155852,678973,7.3,0,0,0
2020-12-30T00:00:00.000Z,152616,831589,8.94,0,0,0
2020-12-31T00:00:00.000Z,158044,989633,10.64,0,0,0
2021-01-01T00:00:00.000Z,71178,1060811,11.41,0,0,0
2021-01-02T00:00:00.000Z,71562,1132373,12.18,0,0,0
2021-01-03T00:00:00.000Z,149286,1281659,13.78,0,0,0
2021-01-04T00:00:00.000Z,151729,1433388,15.41,2,2,0
2021-01-05T00:00:00.000Z,124722,1558110,16.76,0,2,0
2021-01-06T00:00:00.000Z,102928,1661038,17.86,0,2,0
2021-01-07T00:00:00.000Z,115660,1776698,19.11,3,5,0
2021-01-08T00:00:00.000Z,66216,1842914,19.82,3,8,0
2021-01-09T00:00:00.000Z,44417,1887331,20.3,22,30,0
2021-01-10T00:00:00.000Z,37488,1924819,20.7,5988,6018,0.06
2021-01-11T00:00:00.000Z,20984,1945803,20.92,19235,25253,0.27
2021-01-12T00:00:00.000Z,23838,1969641,21.18,35633,60886,0.65
2021-01-13T00:00:00.000Z,51842,2021483,21.74,56800,117686,1.27
2021-01-14T00:00:00.000Z,56230,2077713,22.34,68732,186418,2
2021-01-15T00:00:00.000Z,30563,2108276,22.67,35870,222288,2.39
2021-01-16T00:00:00.000Z,29327,2137603,22.99,25966,248254,2.67
2021-01-17T00:00:00.000Z,68224,2205827,23.72,84423,332677,3.58
2021-01-18T00:00:00.000Z,69498,2275325,24.47,120194,452871,4.87
2021-01-19T00:00:00.000Z,72575,2347900,25.25,137488,590359,6.35
2021-01-20T00:00:00.000Z,76523,2424423,26.07,143360,733719,7.89
2021-01-21T00:00:00.000Z,69579,2494002,26.82,163901,897620,9.65
2021-01-22T00:00:00.000Z,37702,2531704,27.22,70901,968521,10.42
2021-01-23T00:00:00.000Z,39841,2571545,27.65,53463,1021984,10.99
2021-01-24T00:00:00.000Z,68919,2640464,28.39,140304,1162288,12.5
2021-01-25T00:00:00.000Z,80725,2721189,29.26,139143,1301431,13.99
2021-01-26T00:00:00.000Z,78475,2799664,30.11,126014,1427445,15.35
2021-01-27T00:00:00.000Z,77682,2877346,30.94,124683,1552128,16.69
2021-01-28T00:00:00.000Z,79391,2956737,31.8,130259,1682387,18.09
2021-01-29T00:00:00.000Z,36519,2993256,32.19,64595,1746982,18.79
2021-01-30T00:00:00.000Z,34276,3027532,32.56,42657,1789639,19.24
2021-01-31T00:00:00.000Z,73158,3100690,33.34,59318,1848957,19.88
2021-02-01T00:00:00.000Z,82255,3182945,34.23,35199,1884156,20.26
2021-02-02T00:00:00.000Z,69846,3252791,34.98,30913,1915069,20.59
2021-02-03T00:00:00.000Z,60054,3312845,35.62,51249,1966318,21.14
2021-02-04T00:00:00.000Z,72372,3385217,36.4,57898,2024216,21.77
2021-02-05T00:00:00.000Z,33765,3418982,36.77,28646,2052862,22.08
2021-02-06T00:00:00.000Z,21528,3440510,37,22132,2074994,22.31
2021-02-07T00:00:00.000Z,53931,3494441,37.58,68524,2143518,23.05
2021-02-08T00:00:00.000Z,58469,3552910,38.21,65185,2208703,23.75
2021-02-09T00:00:00.000Z,66104,3619014,38.92,67258,2275961,24.47
2021-02-10T00:00:00.000Z,70308,3689322,39.67,71921,2347882,25.25
2021-02-11T00:00:00.000Z,80877,3770199,40.54,71512,2419394,26.02
2021-02-12T00:00:00.000Z,38926,3809125,40.96,37399,2456793,26.42
2021-02-13T00:00:00.000Z,27385,3836510,41.26,30338,2487131,26.75
2021-02-14T00:00:00.000Z,74708,3911218,42.06,68839,2555970,27.49
2021-02-15T00:00:00.000Z,81315,3992533,42.93,75474,2631444,28.3
2021-02-16T00:00:00.000Z,83310,4075843,43.83,78014,2709458,29.14
2021-02-17T00:00:00.000Z,61788,4137631,44.49,75315,2784773,29.95
2021-02-18T00:00:00.000Z,68964,4206595,45.24,79469,2864242,30.8
2021-02-19T00:00:00.000Z,39561,4246156,45.66,37980,2902222,31.21
2021-02-20T00:00:00.000Z,31585,4277741,46,28633,2930855,31.52
2021-02-21T00:00:00.000Z,79309,4357050,46.85,78313,3009168,32.36
2021-02-22T00:00:00.000Z,84867,4441917,47.77,80324,3089492,33.22
2021-02-23T00:00:00.000Z,77197,4519114,48.6,70193,3159685,33.98
2021-02-24T00:00:00.000Z,60867,4579981,49.25,62837,3222522,34.65
2021-02-25T00:00:00.000Z,51496,4631477,49.8,64527,3287049,35.35
2021-02-26T00:00:00.000Z,25796,4657273,50.08,31875,3318924,35.69
2021-02-27T00:00:00.000Z,18258,4675531,50.28,21119,3340043,35.92
2021-02-28T00:00:00.000Z,40329,4715860,50.71,55676,3395719,36.52
2021-03-01T00:00:00.000Z,45560,4761420,51.2,61251,3456970,37.17
2021-03-02T00:00:00.000Z,41025,4802445,51.64,64499,3521469,37.87
2021-03-03T00:00:00.000Z,42031,4844476,52.1,66516,3587985,38.58
2021-03-04T00:00:00.000Z,39528,4884004,52.52,78816,3666801,39.43
2021-03-05T00:00:00.000Z,17200,4901204,52.71,40303,3707104,39.86
2021-03-06T00:00:00.000Z,10698,4911902,52.82,25270,3732374,40.14
2021-03-07T00:00:00.000Z,31006,4942908,53.15,72640,3805014,40.92
2021-03-08T00:00:00.000Z,27375,4970283,53.45,72947,3877961,41.7
2021-03-09T00:00:00.000Z,26716,4996999,53.74,76448,3954409,42.52
2021-03-10T00:00:00.000Z,23145,5020144,53.98,58487,4012896,43.15
2021-03-11T00:00:00.000Z,23132,5043276,54.23,68845,4081741,43.89
2021-03-12T00:00:00.000Z,11115,5054391,54.35,41280,4123021,44.34
2021-03-13T00:00:00.000Z,7906,5062297,54.44,25175,4148196,44.61
2021-03-14T00:00:00.000Z,20935,5083232,54.66,73796,4221992,45.4
2021-03-15T00:00:00.000Z,20004,5103236,54.88,77985,4299977,46.24
2021-03-16T00:00:00.000Z,18607,5121843,55.08,71331,4371308,47.01
2021-03-17T00:00:00.000Z,17612,5139455,55.27,58805,4430113,47.64
2021-03-18T00:00:00.000Z,15951,5155406,55.44,57943,4488056,48.26
2021-03-19T00:00:00.000Z,6757,5162163,55.51,27851,4515907,48.56
2021-03-20T00:00:00.000Z,5120,5167283,55.57,15224,4531131,48.73
2021-03-21T00:00:00.000Z,13009,5180292,55.71,40342,4571473,49.16
2021-03-22T00:00:00.000Z,13288,5193580,55.85,40422,4611895,49.59
2021-03-23T00:00:00.000Z,2600,5196180,55.88,7143,4619038,49.67
2021-03-24T00:00:00.000Z,10722,5206902,55.99,46350,4665388,50.17
2021-03-25T00:00:00.000Z,9978,5216880,56.1,35203,4700591,50.55
2021-03-26T00:00:00.000Z,3995,5220875,56.14,13207,4713798,50.69
2021-03-27T00:00:00.000Z,1710,5222585,56.16,4190,4717988,50.73
2021-03-28T00:00:00.000Z,2031,5224616,56.18,4546,4722534,50.78
2021-03-29T00:00:00.000Z,6876,5231492,56.26,30245,4752779,51.11
2021-03-30T00:00:00.000Z,7841,5239333,56.34,22325,4775104,51.35
2021-03-31T00:00:00.000Z,8032,5247365,56.43,19319,4794423,51.56
2021-04-01T00:00:00.000Z,8056,5255421,56.51,18551,4812974,51.76
2021-04-02T00:00:00.000Z,2763,5258184,56.54,7958,4820932,51.84
2021-04-03T00:00:00.000Z,1335,5259519,56.56,2867,4823799,51.87
2021-04-04T00:00:00.000Z,11880,5271399,56.69,22765,4846564,52.12
2021-04-05T00:00:00.000Z,10267,5281666,56.8,22830,4869394,52.36
2021-04-06T00:00:00.000Z,8682,5290348,56.89,23139,4892533,52.61
2021-04-07T00:00:00.000Z,8724,5299072,56.98,21368,4913901,52.84
2021-04-08T00:00:00.000Z,9406,5308478,57.08,24824,4938725,53.11
2021-04-09T00:00:00.000Z,3552,5312030,57.12,6073,4944798,53.17
2021-04-10T00:00:00.000Z,1585,5313615,57.14,3530,4948328,53.21
2021-04-11T00:00:00.000Z,8988,5322603,57.24,17197,4965525,53.4
2021-04-12T00:00:00.000Z,8979,5331582,57.33,21732,4987257,53.63
2021-04-13T00:00:00.000Z,5504,5337086,57.39,4769,4992026,53.68
2021-04-14T00:00:00.000Z,3373,5340459,57.43,5095,4997121,53.74
2021-04-15T00:00:00.000Z,415,5340874,57.43,406,4997527,53.74
2021-04-16T00:00:00.000Z,3175,5344049,57.47,6444,5003971,53.81
2021-04-17T00:00:00.000Z,742,5344791,57.48,1885,5005856,53.83
2021-04-18T00:00:00.000Z,6993,5351784,57.55,13660,5019516,53.98
2021-04-19T00:00:00.000Z,6238,5358022,57.62,11758,5031274,54.1
2021-04-20T00:00:00.000Z,6051,5364073,57.68,10946,5042220,54.22
2021-04-21T00:00:00.000Z,6156,5370229,57.75,6921,5049141,54.3
2021-04-22T00:00:00.000Z,5698,5375927,57.81,7498,5056639,54.38
2021-04-23T00:00:00.000Z,2615,5378542,57.84,3249,5059888,54.41
2021-04-24T00:00:00.000Z,677,5379219,57.85,1211,5061099,54.42
2021-04-25T00:00:00.000Z,4720,5383939,57.9,6819,5067918,54.5
2021-04-26T00:00:00.000Z,5142,5389081,57.95,7648,5075566,54.58
2021-04-27T00:00:00.000Z,1693,5390774,57.97,2707,5078273,54.61
