name,value
פסיכולוגיה,16
שירות סוציאלי,20
פראמדיקים,21
קלינאות תקשורת,28
ריפוי בעיסוק,40
פיזיותרפיה,43
מעבדה,52
רוקחות,63
מערך לוגיסטי,102
כוח עזר,179
חובשי רפואת חירום,202
מינהל ומשק,647
סקטורים אחרים,1409
