name,value
פסיכולוגיה,9
שירות סוציאלי,12
פראמדיקים,15
קלינאות תקשורת,16
ריפוי בעיסוק,21
פיזיותרפיה,33
מעבדה,36
רוקחות,55
מערך לוגיסטי,87
חובשי רפואת חירום,143
כוח עזר,166
מינהל ומשק,560
סקטורים אחרים,1158
