priod_Desc,visited_country,colorName,color_number,sum_arrived,sum_positived,percent_positive,last_update_date,israeli_positive,foreigner_positive
LastMonth,Brazil,כתום,2,2731,0,0,2022-12-23T00:00:00.000Z,0,0
LastMonth,Ghana ,כתום,2,192,0,0,2022-12-23T00:00:00.000Z,0,0
LastMonth,Luxembourg  ,כתום,2,131,0,0,2022-12-23T00:00:00.000Z,0,0
LastMonth,Singapore ,כתום,2,1398,5,0.36,2022-12-23T00:00:00.000Z,5,0
LastMonth,South Africa,כתום,2,2463,3,0.12,2022-12-23T00:00:00.000Z,3,0
LastMonth,Republic Of The Congo,כתום,2,5,0,0,2022-12-23T00:00:00.000Z,0,0
LastMonth,Belize ,כתום,2,2,0,0,2022-12-23T00:00:00.000Z,0,0
LastMonth,Georgia ,כתום,2,3776,39,1.03,2022-12-23T00:00:00.000Z,38,1
LastMonth,North Korea,כתום,2,957,2,0.21,2022-12-23T00:00:00.000Z,2,0
LastMonth,Egypt ,כתום,2,14691,47,0.32,2022-12-23T00:00:00.000Z,45,2
LastMonth,Djibouti,כתום,2,3,0,0,2022-12-23T00:00:00.000Z,0,0
LastMonth,United Kingdom,כתום,2,42511,160,0.38,2022-12-23T00:00:00.000Z,160,0
LastMonth,Mozambique,כתום,2,14,0,0,2022-12-23T00:00:00.000Z,0,0
LastMonth,Chad  ,כתום,2,6,0,0,2022-12-23T00:00:00.000Z,0,0
LastMonth,Thailand ,כתום,2,11258,48,0.43,2022-12-23T00:00:00.000Z,48,0
year,Cook Islands,כתום,2,20,0,0,2022-12-23T00:00:00.000Z,0,0
year,Democratic Republic Of The Congo,כתום,2,408,3,0.74,2022-12-23T00:00:00.000Z,2,1
year,Liechtenstein ,כתום,2,8,0,0,2022-12-23T00:00:00.000Z,0,0
year,Belgium,כתום,2,73009,1200,1.64,2022-12-23T00:00:00.000Z,1091,109
year,Tanzania,כתום,2,9333,195,2.09,2022-12-23T00:00:00.000Z,191,4
year,Cuba ,כתום,2,504,12,2.38,2022-12-23T00:00:00.000Z,12,0
year,Turkey,כתום,2,670533,12066,1.8,2022-12-23T00:00:00.000Z,11685,380
year,Malawi  ,כתום,2,424,4,0.94,2022-12-23T00:00:00.000Z,4,0
year,Maldives,כתום,2,7570,183,2.42,2022-12-23T00:00:00.000Z,181,2
year,Botswana  ,כתום,2,383,21,5.48,2022-12-23T00:00:00.000Z,20,1
year,Puerto Rico ,כתום,2,671,3,0.45,2022-12-23T00:00:00.000Z,3,0
year,Gibraltar ,כתום,2,77,1,1.3,2022-12-23T00:00:00.000Z,1,0
year,Taiwan,כתום,2,1668,9,0.54,2022-12-23T00:00:00.000Z,4,5
year,Papua,כתום,2,31,1,3.23,2022-12-23T00:00:00.000Z,1,0
year,Benin ,כתום,2,83,1,1.2,2022-12-23T00:00:00.000Z,1,0
year,Dominican Republic  ,כתום,2,25,1,4,2022-12-23T00:00:00.000Z,1,0
year,Sao Tome And Principe  ,כתום,2,4,0,0,2022-12-23T00:00:00.000Z,0,0
year,Cayman Islands,כתום,2,15,0,0,2022-12-23T00:00:00.000Z,0,0
year,Armenia ,כתום,2,1912,36,1.88,2022-12-23T00:00:00.000Z,35,1
year,Iraq,כתום,2,196,7,3.57,2022-12-23T00:00:00.000Z,1,6
year,Ireland,כתום,2,9497,325,3.42,2022-12-23T00:00:00.000Z,306,19
year,Micronesia,כתום,2,2,0,0,2022-12-23T00:00:00.000Z,0,0
year,Jamaica ,כתום,2,226,15,6.64,2022-12-23T00:00:00.000Z,15,0
year,Tonga ,כתום,2,26,1,3.85,2022-12-23T00:00:00.000Z,1,0
year,Austria ,כתום,2,175177,4774,2.73,2022-12-23T00:00:00.000Z,4648,126
year,Jordan ,כתום,2,176034,2438,1.38,2022-12-23T00:00:00.000Z,1933,505
year,Mauritius  ,כתום,2,2661,31,1.16,2022-12-23T00:00:00.000Z,30,1
year,China,כתום,2,5383,15,0.28,2022-12-23T00:00:00.000Z,10,5
year,Latvia ,כתום,2,10477,202,1.93,2022-12-23T00:00:00.000Z,197,5
year,Andorra,כתום,2,163,12,7.36,2022-12-23T00:00:00.000Z,12,0
year,Philippines,כתום,2,17545,121,0.69,2022-12-23T00:00:00.000Z,70,51
year,Myanmar  ,כתום,2,47,0,0,2022-12-23T00:00:00.000Z,0,0
year,France,כתום,2,447292,9660,2.16,2022-12-23T00:00:00.000Z,8981,679
year,Norfolk Island,כתום,2,12,3,25,2022-12-23T00:00:00.000Z,3,0
year,Bahamas,כתום,2,321,7,2.18,2022-12-23T00:00:00.000Z,7,0
year,Mongolia ,כתום,2,254,2,0.79,2022-12-23T00:00:00.000Z,2,0
year,Solomon Islands,כתום,2,7,0,0,2022-12-23T00:00:00.000Z,0,0
year,Serbia,כתום,2,10808,171,1.58,2022-12-23T00:00:00.000Z,166,5
year,Ghana ,כתום,2,2358,21,0.89,2022-12-23T00:00:00.000Z,20,1
year,Brazil,כתום,2,31944,240,0.75,2022-12-23T00:00:00.000Z,129,111
year,Martinique ,כתום,2,59,2,3.39,2022-12-23T00:00:00.000Z,2,0
year,French Guiana ,כתום,2,185,5,2.7,2022-12-23T00:00:00.000Z,5,0
year,Singapore ,כתום,2,8192,104,1.27,2022-12-23T00:00:00.000Z,83,21
year,Comoros Islands,כתום,2,5,0,0,2022-12-23T00:00:00.000Z,0,0
year,Nepal ,כתום,2,2332,158,6.78,2022-12-23T00:00:00.000Z,26,132
year,Vatican,כתום,2,28,0,0,2022-12-23T00:00:00.000Z,0,0
year,Macao,כתום,2,22,4,18.18,2022-12-23T00:00:00.000Z,4,0
year,Guam ,כתום,2,28,0,0,2022-12-23T00:00:00.000Z,0,0
year,Somalia,כתום,2,9,0,0,2022-12-23T00:00:00.000Z,0,0
year,Democratic Republic Of The Congo,כתום,2,125,1,0.8,2022-12-23T00:00:00.000Z,1,0
year,Cyprus ,כתום,2,216418,3378,1.56,2022-12-23T00:00:00.000Z,3344,34
year,Swaziland  ,כתום,2,25,0,0,2022-12-23T00:00:00.000Z,0,0
year,Kenya ,כתום,2,3596,39,1.08,2022-12-23T00:00:00.000Z,37,2
year,Gabon ,כתום,2,72,2,2.78,2022-12-23T00:00:00.000Z,2,0
year,Hong Kong,כתום,2,2959,21,0.71,2022-12-23T00:00:00.000Z,16,5
year,Seychelles,כתום,2,13374,198,1.48,2022-12-23T00:00:00.000Z,198,0
year,Mali  ,כתום,2,155,0,0,2022-12-23T00:00:00.000Z,0,0
year,Montenegro,כתום,2,23669,964,4.07,2022-12-23T00:00:00.000Z,964,0
year,Czech Republic,כתום,2,119425,2885,2.42,2022-12-23T00:00:00.000Z,2837,48
year,Bahrain,כתום,2,3626,83,2.29,2022-12-23T00:00:00.000Z,72,11
year,Guadeloupe ,כתום,2,44,0,0,2022-12-23T00:00:00.000Z,0,0
year,East Timor,כתום,2,12,0,0,2022-12-23T00:00:00.000Z,0,0
year,Azerbaijan,כתום,2,22337,573,2.57,2022-12-23T00:00:00.000Z,569,4
year,Argentina,כתום,2,18660,219,1.17,2022-12-23T00:00:00.000Z,163,56
year,Malaysia ,כתום,2,482,0,0,2022-12-23T00:00:00.000Z,0,0
year,Malta ,כתום,2,9971,170,1.7,2022-12-23T00:00:00.000Z,162,8
year,Equatorial Guinea,כתום,2,117,2,1.71,2022-12-23T00:00:00.000Z,2,0
year,Saudi Arabia ,כתום,2,2325,217,9.33,2022-12-23T00:00:00.000Z,208,9
