section,female,male,period
0-9,"{'amount': 362849, 'percentage': 7.9}","{'amount': 441542, 'percentage': 9.6}",מתחילת קורונה
0-9,"{'amount': 266725, 'percentage': 7.8}","{'amount': 330451, 'percentage': 9.6}",שנה
0-9,"{'amount': 40891, 'percentage': 4.6}","{'amount': 48663, 'percentage': 5.4}",6 חודשים
0-9,"{'amount': 18220, 'percentage': 4.1}","{'amount': 20818, 'percentage': 4.7}",3 חודשים
0-9,"{'amount': 1107, 'percentage': 3.6}","{'amount': 937, 'percentage': 3}",חודש אחרון
10-19,"{'amount': 310861, 'percentage': 9.1}","{'amount': 309807, 'percentage': 9}",שנה
10-19,"{'amount': 44168, 'percentage': 4.9}","{'amount': 42136, 'percentage': 4.7}",6 חודשים
10-19,"{'amount': 18488, 'percentage': 4.2}","{'amount': 17437, 'percentage': 3.9}",3 חודשים
10-19,"{'amount': 429264, 'percentage': 9.3}","{'amount': 439217, 'percentage': 9.6}",מתחילת קורונה
10-19,"{'amount': 1301, 'percentage': 4.2}","{'amount': 949, 'percentage': 3.1}",חודש אחרון
20-29,"{'amount': 380847, 'percentage': 8.3}","{'amount': 268599, 'percentage': 5.8}",מתחילת קורונה
20-29,"{'amount': 270965, 'percentage': 7.9}","{'amount': 176481, 'percentage': 5.1}",שנה
20-29,"{'amount': 61662, 'percentage': 6.9}","{'amount': 43033, 'percentage': 4.8}",6 חודשים
20-29,"{'amount': 27458, 'percentage': 6.2}","{'amount': 19947, 'percentage': 4.5}",3 חודשים
20-29,"{'amount': 1861, 'percentage': 6}","{'amount': 1210, 'percentage': 3.9}",חודש אחרון
30-39,"{'amount': 387968, 'percentage': 8.4}","{'amount': 268697, 'percentage': 5.8}",מתחילת קורונה
30-39,"{'amount': 299034, 'percentage': 8.7}","{'amount': 195852, 'percentage': 5.7}",שנה
30-39,"{'amount': 73582, 'percentage': 8.2}","{'amount': 53540, 'percentage': 6}",6 חודשים
30-39,"{'amount': 34234, 'percentage': 7.7}","{'amount': 24863, 'percentage': 5.6}",3 חודשים
30-39,"{'amount': 2196, 'percentage': 7.1}","{'amount': 1408, 'percentage': 4.5}",חודש אחרון
40-49,"{'amount': 348935, 'percentage': 7.6}","{'amount': 243253, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 273809, 'percentage': 8}","{'amount': 182462, 'percentage': 5.3}",שנה
40-49,"{'amount': 74279, 'percentage': 8.3}","{'amount': 50948, 'percentage': 5.7}",6 חודשים
40-49,"{'amount': 35257, 'percentage': 7.9}","{'amount': 23952, 'percentage': 5.4}",3 חודשים
40-49,"{'amount': 2434, 'percentage': 7.8}","{'amount': 1470, 'percentage': 4.7}",חודש אחרון
50-59,"{'amount': 34311, 'percentage': 7.7}","{'amount': 21717, 'percentage': 4.9}",3 חודשים
50-59,"{'amount': 194047, 'percentage': 5.6}","{'amount': 128066, 'percentage': 3.7}",שנה
50-59,"{'amount': 67998, 'percentage': 7.6}","{'amount': 43129, 'percentage': 4.8}",6 חודשים
50-59,"{'amount': 245144, 'percentage': 5.3}","{'amount': 170731, 'percentage': 3.7}",מתחילת קורונה
50-59,"{'amount': 2479, 'percentage': 8}","{'amount': 1444, 'percentage': 4.6}",חודש אחרון
60-69,"{'amount': 178278, 'percentage': 3.9}","{'amount': 132133, 'percentage': 2.9}",מתחילת קורונה
60-69,"{'amount': 146837, 'percentage': 4.3}","{'amount': 103118, 'percentage': 3}",שנה
60-69,"{'amount': 66574, 'percentage': 7.4}","{'amount': 45203, 'percentage': 5}",6 חודשים
60-69,"{'amount': 36140, 'percentage': 8.1}","{'amount': 25065, 'percentage': 5.7}",3 חודשים
60-69,"{'amount': 2892, 'percentage': 9.3}","{'amount': 1797, 'percentage': 5.8}",חודש אחרון
70-79,"{'amount': 30753, 'percentage': 6.9}","{'amount': 24115, 'percentage': 5.4}",3 חודשים
70-79,"{'amount': 51654, 'percentage': 5.8}","{'amount': 40829, 'percentage': 4.6}",6 חודשים
70-79,"{'amount': 106861, 'percentage': 2.3}","{'amount': 87656, 'percentage': 1.9}",מתחילת קורונה
70-79,"{'amount': 90630, 'percentage': 2.6}","{'amount': 72857, 'percentage': 2.1}",שנה
70-79,"{'amount': 2805, 'percentage': 9}","{'amount': 1965, 'percentage': 6.3}",חודש אחרון
80-89,"{'amount': 38249, 'percentage': 1.1}","{'amount': 27826, 'percentage': 0.8}",שנה
80-89,"{'amount': 47569, 'percentage': 1}","{'amount': 34513, 'percentage': 0.8}",מתחילת קורונה
80-89,"{'amount': 21977, 'percentage': 2.5}","{'amount': 16335, 'percentage': 1.8}",6 חודשים
80-89,"{'amount': 14288, 'percentage': 3.2}","{'amount': 10315, 'percentage': 2.3}",3 חודשים
80-89,"{'amount': 1311, 'percentage': 4.2}","{'amount': 863, 'percentage': 2.8}",חודש אחרון
90+,"{'amount': 10879, 'percentage': 0.3}","{'amount': 5746, 'percentage': 0.2}",שנה
90+,"{'amount': 422, 'percentage': 1.4}","{'amount': 205, 'percentage': 0.7}",חודש אחרון
90+,"{'amount': 14307, 'percentage': 0.3}","{'amount': 7378, 'percentage': 0.2}",מתחילת קורונה
90+,"{'amount': 6083, 'percentage': 0.7}","{'amount': 3195, 'percentage': 0.4}",6 חודשים
90+,"{'amount': 4130, 'percentage': 0.9}","{'amount': 2088, 'percentage': 0.5}",3 חודשים
