period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,26732,9739,36.43
3_Month,0-9,116351,44018,37.83
6_Month,0-9,391579,133602,34.12
1_Year,0-9,1454917,639792,43.97
All,0-9,1709831,764241,44.7
1_Month,10-19,26412,7256,27.47
3_Month,10-19,117889,42629,36.16
6_Month,10-19,406987,128401,31.55
1_Year,10-19,1341110,646568,48.21
All,10-19,1627289,805117,49.48
1_Month,20-29,38747,12822,33.09
3_Month,20-29,155503,53760,34.57
6_Month,20-29,523707,133487,25.49
1_Year,20-29,1186831,469515,39.56
All,20-29,1468040,599575,40.84
1_Month,30-39,44161,15289,34.62
3_Month,30-39,170268,66839,39.26
6_Month,30-39,517490,161528,31.21
1_Year,30-39,1135959,512212,45.09
All,30-39,1367838,607072,44.38
1_Month,40-49,42330,14767,34.89
3_Month,40-49,167048,67476,40.39
6_Month,40-49,490345,157403,32.1
1_Year,40-49,1018736,467840,45.92
All,40-49,1215116,550340,45.29
1_Month,50-59,39897,14352,35.97
3_Month,50-59,153619,63958,41.63
6_Month,50-59,427815,132694,31.02
1_Year,50-59,794252,327585,41.24
All,50-59,950153,389885,41.03
1_Month,60-69,44211,16355,36.99
3_Month,60-69,159220,69223,43.48
6_Month,60-69,386461,125055,32.36
1_Year,60-69,660660,250293,37.89
All,60-69,783217,293184,37.43
1_Month,70-79,43085,15011,34.84
3_Month,70-79,135845,61750,45.46
6_Month,70-79,274280,98335,35.85
1_Year,70-79,429424,161270,37.55
All,70-79,506863,184747,36.45
1_Month,80-89,29635,7653,25.82
3_Month,80-89,66872,26642,39.84
6_Month,80-89,108563,40106,36.94
1_Year,80-89,167677,65065,38.8
All,80-89,215208,77320,35.93
1_Month,90+,9719,2076,21.36
3_Month,90+,18633,6512,34.95
6_Month,90+,26391,9642,36.54
1_Year,90+,39911,16195,40.58
All,90+,55902,20145,36.04
