section,female,male,period
0-9,"{'amount': 9, 'percentage': 0.4}","{'amount': 8, 'percentage': 0.4}",3 חודשים
0-9,"{'amount': 60, 'percentage': 0.4}","{'amount': 84, 'percentage': 0.6}",שנה
0-9,"{'amount': 7, 'percentage': 0.5}","{'amount': 3, 'percentage': 0.2}",חודש אחרון
0-9,"{'amount': 39, 'percentage': 0.5}","{'amount': 55, 'percentage': 0.7}",6 חודשים
0-9,"{'amount': 79, 'percentage': 0.3}","{'amount': 116, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 36, 'percentage': 0.3}","{'amount': 44, 'percentage': 0.3}",שנה
10-19,"{'amount': 80, 'percentage': 0.3}","{'amount': 80, 'percentage': 0.3}",מתחילת קורונה
10-19,"{'amount': 3, 'percentage': 0.2}","{'amount': 2, 'percentage': 0.1}",חודש אחרון
10-19,"{'amount': 16, 'percentage': 0.2}","{'amount': 22, 'percentage': 0.3}",6 חודשים
10-19,"{'amount': 5, 'percentage': 0.2}","{'amount': 3, 'percentage': 0.1}",3 חודשים
20-29,"{'amount': 103, 'percentage': 0.8}","{'amount': 92, 'percentage': 0.7}",שנה
20-29,"{'amount': 278, 'percentage': 0.9}","{'amount': 244, 'percentage': 0.8}",מתחילת קורונה
20-29,"{'amount': 8, 'percentage': 0.5}","{'amount': 1, 'percentage': 0.1}",חודש אחרון
20-29,"{'amount': 26, 'percentage': 0.3}","{'amount': 35, 'percentage': 0.4}",6 חודשים
20-29,"{'amount': 8, 'percentage': 0.4}","{'amount': 6, 'percentage': 0.3}",3 חודשים
30-39,"{'amount': 12, 'percentage': 0.6}","{'amount': 14, 'percentage': 0.6}",3 חודשים
30-39,"{'amount': 220, 'percentage': 1.6}","{'amount': 228, 'percentage': 1.7}",שנה
30-39,"{'amount': 5, 'percentage': 0.3}","{'amount': 11, 'percentage': 0.7}",חודש אחרון
30-39,"{'amount': 64, 'percentage': 0.8}","{'amount': 68, 'percentage': 0.9}",6 חודשים
30-39,"{'amount': 598, 'percentage': 2}","{'amount': 637, 'percentage': 2.1}",מתחילת קורונה
40-49,"{'amount': 18, 'percentage': 0.8}","{'amount': 27, 'percentage': 1.2}",3 חודשים
40-49,"{'amount': 342, 'percentage': 2.5}","{'amount': 480, 'percentage': 3.5}",שנה
40-49,"{'amount': 12, 'percentage': 0.8}","{'amount': 18, 'percentage': 1.2}",חודש אחרון
40-49,"{'amount': 88, 'percentage': 1.1}","{'amount': 140, 'percentage': 1.8}",6 חודשים
40-49,"{'amount': 976, 'percentage': 3.2}","{'amount': 1418, 'percentage': 4.6}",מתחילת קורונה
50-59,"{'amount': 49, 'percentage': 2.3}","{'amount': 56, 'percentage': 2.6}",3 חודשים
50-59,"{'amount': 32, 'percentage': 2.1}","{'amount': 36, 'percentage': 2.4}",חודש אחרון
50-59,"{'amount': 557, 'percentage': 4.1}","{'amount': 743, 'percentage': 5.4}",שנה
50-59,"{'amount': 219, 'percentage': 2.8}","{'amount': 315, 'percentage': 4}",6 חודשים
50-59,"{'amount': 1601, 'percentage': 5.2}","{'amount': 2264, 'percentage': 7.4}",מתחילת קורונה
60-69,"{'amount': 106, 'percentage': 4.9}","{'amount': 175, 'percentage': 8.1}",3 חודשים
60-69,"{'amount': 941, 'percentage': 6.9}","{'amount': 1297, 'percentage': 9.5}",שנה
60-69,"{'amount': 67, 'percentage': 4.4}","{'amount': 125, 'percentage': 8.2}",חודש אחרון
60-69,"{'amount': 466, 'percentage': 5.9}","{'amount': 680, 'percentage': 8.6}",6 חודשים
60-69,"{'amount': 2287, 'percentage': 7.5}","{'amount': 3395, 'percentage': 11.1}",מתחילת קורונה
70-79,"{'amount': 244, 'percentage': 11.2}","{'amount': 314, 'percentage': 14.5}",3 חודשים
70-79,"{'amount': 1394, 'percentage': 10.2}","{'amount': 1774, 'percentage': 13}",שנה
70-79,"{'amount': 853, 'percentage': 10.7}","{'amount': 1125, 'percentage': 14.2}",6 חודשים
70-79,"{'amount': 2966, 'percentage': 9.7}","{'amount': 3896, 'percentage': 12.8}",מתחילת קורונה
70-79,"{'amount': 179, 'percentage': 11.7}","{'amount': 220, 'percentage': 14.4}",חודש אחרון
80-89,"{'amount': 352, 'percentage': 16.2}","{'amount': 333, 'percentage': 15.3}",3 חודשים
80-89,"{'amount': 1834, 'percentage': 13.4}","{'amount': 1779, 'percentage': 13}",שנה
80-89,"{'amount': 1259, 'percentage': 15.9}","{'amount': 1217, 'percentage': 15.3}",6 חודשים
80-89,"{'amount': 3417, 'percentage': 11.2}","{'amount': 3301, 'percentage': 10.8}",מתחילת קורונה
80-89,"{'amount': 252, 'percentage': 16.5}","{'amount': 248, 'percentage': 16.2}",חודש אחרון
90+,"{'amount': 999, 'percentage': 7.3}","{'amount': 665, 'percentage': 4.9}",שנה
90+,"{'amount': 189, 'percentage': 12.4}","{'amount': 110, 'percentage': 7.2}",חודש אחרון
90+,"{'amount': 1720, 'percentage': 5.6}","{'amount': 1144, 'percentage': 3.8}",מתחילת קורונה
90+,"{'amount': 727, 'percentage': 9.2}","{'amount': 529, 'percentage': 6.7}",6 חודשים
90+,"{'amount': 264, 'percentage': 12.1}","{'amount': 170, 'percentage': 7.8}",3 חודשים
