period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,128716,37054,28.79
3_Month,0-9,995696,437799,43.97
6_Month,0-9,1237016,501519,40.54
1_Year,0-9,1485352,615651,41.45
All,0-9,1684125,723545,42.96
1_Month,10-19,134999,35620,26.39
3_Month,10-19,849760,441037,51.9
6_Month,10-19,1146175,537170,46.87
1_Year,10-19,1376997,621404,45.13
All,10-19,1598195,766660,47.97
1_Month,20-29,173403,42012,24.23
3_Month,20-29,714334,299674,41.95
6_Month,20-29,972286,366472,37.69
1_Year,20-29,1189047,426846,35.9
All,20-29,1411172,549041,38.91
1_Month,30-39,176445,47472,26.9
3_Month,30-39,731906,338719,46.28
6_Month,30-39,944717,394572,41.77
1_Year,30-39,1131026,455708,40.29
All,30-39,1310757,542494,41.39
1_Month,40-49,174271,44842,25.73
3_Month,40-49,676062,310694,45.96
6_Month,40-49,860583,361764,42.04
1_Year,40-49,1010970,408985,40.45
All,40-49,1162620,483640,41.6
1_Month,50-59,155731,35286,22.66
3_Month,50-59,509989,208049,40.79
6_Month,50-59,654331,239344,36.58
1_Year,50-59,769886,266407,34.6
All,50-59,893708,324004,36.25
1_Month,60-69,139645,29114,20.85
3_Month,60-69,415095,140480,33.84
6_Month,60-69,533121,163154,30.6
1_Year,60-69,626717,180302,28.77
All,60-69,724909,218935,30.2
1_Month,70-79,96384,19074,19.79
3_Month,70-79,257403,75808,29.45
6_Month,70-79,331293,87912,26.54
1_Year,70-79,392095,97306,24.82
All,70-79,456050,117804,25.83
1_Month,80-89,40849,6800,16.65
3_Month,80-89,99478,29644,29.8
6_Month,80-89,125458,33628,26.8
1_Year,80-89,153203,38133,24.89
All,80-89,194017,49141,25.33
1_Month,90+,10852,1458,13.44
3_Month,90+,24174,7580,31.36
6_Month,90+,29823,8550,28.67
1_Year,90+,36914,9742,26.39
All,90+,50550,13419,26.55
