name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,14
אוגוסטה ויקטוריה,,,0
נהריה,,79.45205688476562,17
סוראסקי,,,0
רבין ק. בילינסון,,91.61676788330078,7
מאיר,,92.67352294921875,7
אסותא אשדוד,,,0
בני ציון,,88.4526596069336,3
ברזילי,,,0
הדסה עין כרם,,107.539680480957,3
הכרמל,,,0
המרכזי בעמק,,84.82758331298828,3
המשפחה הקדושה,,,0
הסקוטי,,,0
השרון ק. גולדה,,,0
הלל יפה,,,0
יוספטל,,55.38461685180664,1
לניאדו,,,0
מעייני הישועה,,,0
סורוקה,,83.66637420654297,1
סנט וינסנט,,,0
פוריה,,,0
קפלן,,,0
זיו צפת,,80.97982788085938,3
"רמב""ם",,,0
שמיר,,,0
שערי צדק,,100.607536315918,1
סנט ג'וזף,,,0
אל מקאסד,,,0
וולפסון,,71.4494857788086,6
