name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,activeSickTo1000
תל אביב - יפו,3.4,ירוק,7.7,0.0098278820654,-0.264367816092,689,ירוק,2021-10-14T00:00:00.000Z,69.33,66.25,13.8
בית שמש,4.4,צהוב,12.5,0.0281617138908,-0.4907407407408,285,ירוק,2021-10-14T00:00:00.000Z,38.24,31.22,21.6
סייד (שבט),5.8,אפור,18.5,0.0869565217391,0, קטן מ-15 ,צהוב,2021-10-14T00:00:00.000Z,15.40,11.56,
ביר אל-מכסור,4.6,צהוב,16.4,0.0319361277445,-0.609756097561,37,צהוב,2021-10-14T00:00:00.000Z,66.78,60.40,38.0
נוף הגליל,4.4,ירוק,12.4,0.0178510127016,-0.3066666666667,94,ירוק,2021-10-14T00:00:00.000Z,72.15,67.63,22.4
כפר תבור,2.8,ירוק,2.3,0.0033222591362,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,78.87,75.32,
טירת כרמל,3.9,ירוק,11.9,0.0202429149797,-0.3829787234043,44,ירוק,2021-10-14T00:00:00.000Z,72.93,69.09,18.1
מבוא חורון,6.1,צהוב,44.2,0.0497925311203,0.2, קטן מ-15 ,כתום,2021-10-14T00:00:00.000Z,50.63,45.88,
נתיבות,3.3,צהוב,7.6,0.0145419292292,-0.6703296703296999,75,ירוק,2021-10-14T00:00:00.000Z,50.85,44.13,19.0
אבו תלול,6,כתום,46.9,0.3448275862068,0,16,צהוב,2021-10-14T00:00:00.000Z,13.41,11.63,75.0
מגדל העמק,3.4,צהוב,15.5,0.0238824249846,0.1428571428570999,48,ירוק,2021-10-14T00:00:00.000Z,69.70,65.22,18.6
עין נקובא,3,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,54.60,44.95,
בית יצחק-שער חפר,2,ירוק,0.0,0,0, 0 ,ירוק,2021-10-14T00:00:00.000Z,80.18,76.91,0.0
שמשית,3.6,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,88.01,85.50,
"כפר חב""ד",6.2,צהוב,29.7,0.0352112676056,-0.04761904761909996,31,כתום,2021-10-14T00:00:00.000Z,47.54,38.54,46.0
מודיעין-מכבים-רעות,4.4,ירוק,8.7,0.0117025831311,0.1714285714285,108,ירוק,2021-10-14T00:00:00.000Z,76.21,73.48,11.4
בוקעאתא,5.4,צהוב,13.5,0.0167286245353,-0.2307692307693,20,צהוב,2021-10-14T00:00:00.000Z,76.02,64.46,30.0
גני מודיעין,4.2,צהוב,14.8,0.0425531914893,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,33.68,29.65,
עראבה,3.6,צהוב,18.3,0.0256684491978,-0.4074074074075,81,ירוק,2021-10-14T00:00:00.000Z,63.67,55.74,30.8
ראש פינה,2.3,צהוב,3.1,0.0041152263374,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,67.96,65.11,
טובא-זנגריה,5.2,כתום,20.3,0.0416666666666,-0.6956521739131001,33,צהוב,2021-10-14T00:00:00.000Z,62.63,56.41,47.9
ג'דיידה-מכר,4.2,צהוב,16.4,0.0303819444444,-0.5454545454546,73,ירוק,2021-10-14T00:00:00.000Z,64.74,56.72,34.2
צופים,3.7,צהוב,4.1,0.0091743119266,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,62.36,59.37,
דייר אל-אסד,3.6,כתום,14.2,0.0305602716468,-0.6326530612245,43,ירוק,2021-10-14T00:00:00.000Z,66.43,56.48,33.8
יקנעם עילית,4,צהוב,15.0,0.0211225105612,0.5,47,ירוק,2021-10-14T00:00:00.000Z,74.17,71.21,19.5
נצרת,4,צהוב,15.4,0.0208550573514,-0.5986622073579,270,ירוק,2021-10-14T00:00:00.000Z,64.73,56.01,34.7
כפר קרע,5,צהוב,23.3,0.036976170912,-0.375,93,צהוב,2021-10-14T00:00:00.000Z,66.23,58.54,48.1
חריש,5,צהוב,27.0,0.0271540469973,0.08163265306119993,80,צהוב,2021-10-14T00:00:00.000Z,48.71,45.44,40.8
מעלה אדומים,4.5,צהוב,18.0,0.0263554216867,0.3333333333333,87,צהוב,2021-10-14T00:00:00.000Z,73.32,68.30,23.0
אשקלון,3.2,ירוק,7.6,0.0122287099261,-0.5131578947369,221,ירוק,2021-10-14T00:00:00.000Z,67.80,63.43,15.1
אבו גוש,5.8,צהוב,19.1,0.0116459627329,-0.6153846153847,34,צהוב,2021-10-14T00:00:00.000Z,מעל 90%,מעל 90%,43.2
עילוט,5.3,אדום,19.9,0.0323809523809,-0.7848101265823,44,צהוב,2021-10-14T00:00:00.000Z,56.74,48.47,51.6
חורה,6.1,אדום,35.6,0.0885529157667,-0.4777070063695,165,כתום,2021-10-14T00:00:00.000Z,23.16,18.97,71.5
מעגן מיכאל,2.5,ירוק,4.8,0.0095238095238,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,71.57,69.89,
כפר מצר,4.1,צהוב,3.6,0.0106382978723,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,64.76,55.51,
סביון,2.4,ירוק,0.0,0,0, 0 ,ירוק,2021-10-14T00:00:00.000Z,מעל 90%,מעל 90%,0.0
נחף,5.5,צהוב,25.5,0.0322580645161,-0.4925373134329,68,צהוב,2021-10-14T00:00:00.000Z,61.65,53.02,51.0
מעלות-תרשיחא,4.1,כתום,13.1,0.017715332926,-0.6419753086419999,64,ירוק,2021-10-14T00:00:00.000Z,70.62,66.35,28.9
עין קנייא,4,צהוב,4.7,0.0108695652173,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,76.95,68.46,
חצור הגלילית,7.3,ירוק,34.6,0.0280135823429,-0.1315789473685,54,כתום,2021-10-14T00:00:00.000Z,67.93,60.26,56.6
אור עקיבא,2.3,ירוק,4.1,0.0082815734989,-0.6153846153847,19,ירוק,2021-10-14T00:00:00.000Z,70.19,65.31,9.8
נאעורה,4,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,70.87,61.15,
קרית יערים,7.6,צהוב,40.0,0.0596658711217,-0.2424242424243001,38,אדום,2021-10-14T00:00:00.000Z,45.87,36.31,60.8
כסיפה,7.1,כתום,43.3,0.1024287222808,-0.1261261261262,188,כתום,2021-10-14T00:00:00.000Z,21.26,17.47,83.9
מצפה יריחו,3.6,צהוב,0.0,0,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,50.10,45.58,
עלי זהב,3.7,צהוב,2.6,0.002457002457,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,52.29,49.12,
יאנוח-ג'ת,4.7,ירוק,8.8,0.0205882352941,0, קטן מ-15 ,צהוב,2021-10-14T00:00:00.000Z,69.12,58.81,
אעצם (שבט),6,אפור,15.7,0.1531531531531,-0.3928571428572,35,כתום,2021-10-14T00:00:00.000Z,9.37,7.86,32.2
גבעת אבני,3.3,ירוק,14.4,0.0205479452054,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,84.38,81.59,
נופית,3.1,צהוב,0.0,0,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,85.72,83.38,
מגאר,6,כתום,37.4,0.0401306579561,-0.5347593582888,206,צהוב,2021-10-14T00:00:00.000Z,69.24,62.05,88.5
אלעד,4,צהוב,15.3,0.0437093916125,-0.02597402597410004,110,ירוק,2021-10-14T00:00:00.000Z,35.23,26.38,22.4
להבים,3.5,צהוב,1.5,0.002,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,83.50,81.21,
קדומים,4.3,כתום,13.1,0.0145985401459,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,65.21,61.45,
ערערה-בנגב,5.3,אדום,20.6,0.0742857142857,-0.6285714285715001,84,צהוב,2021-10-14T00:00:00.000Z,31.31,25.65,44.4
כפר כנא,3.9,כתום,15.1,0.0242510699001,-0.6666666666667,81,ירוק,2021-10-14T00:00:00.000Z,65.71,57.00,34.8
בועיינה-נוג'ידאת,5.8,צהוב,37.0,0.053748231966,-0.2745098039216,74,צהוב,2021-10-14T00:00:00.000Z,67.73,58.60,73.9
ירכא,4.5,כתום,21.9,0.0320945945945,-0.6859504132231999,85,ירוק,2021-10-14T00:00:00.000Z,61.85,51.59,49.0
אפרת,6.2,ירוק,24.5,0.0208655332302,0.5555555555555001,40,כתום,2021-10-14T00:00:00.000Z,70.17,65.42,35.0
קרית אונו,1.1,ירוק,2.2,0.0042233693101,-0.4736842105264, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,73.86,71.30,
בת חפר,4.8,ירוק,20.8,0.0244988864142,0.1000000000000001, קטן מ-15 ,צהוב,2021-10-14T00:00:00.000Z,84.54,82.04,
כרמיאל,4.7,ירוק,16.2,0.0221434898139,0.8292682926829,95,צהוב,2021-10-14T00:00:00.000Z,75.35,71.84,20.6
ג'ש (גוש חלב),2.7,צהוב,0.0,0,0, 0 ,ירוק,2021-10-14T00:00:00.000Z,70.74,65.03,0.0
הוואשלה (שבט),5.6,אפור,29.8,0.1891891891891,-0.09090909090910004,16,צהוב,2021-10-14T00:00:00.000Z,11.15,9.57,68.1
הרצליה,1.8,ירוק,3.0,0.0039509536784,-0.6385542168675,70,ירוק,2021-10-14T00:00:00.000Z,77.55,74.91,7.1
בית אל,4,ירוק,6.7,0.010752688172,-0.2307692307693, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,61.17,56.43,
פרדס חנה-כרכור,3.5,ירוק,9.2,0.0134918085448,-0.1304347826087,67,ירוק,2021-10-14T00:00:00.000Z,65.48,62.68,15.4
מייסר,5,ירוק,4.9,0.010989010989,0, קטן מ-15 ,צהוב,2021-10-14T00:00:00.000Z,66.60,61.16,
ירוחם,2.8,צהוב,4.7,0.0084745762711,-0.4736842105264, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,64.23,59.27,
מג'דל שמס,5.8,צהוב,24.0,0.0522243713733,-0.1818181818182,48,צהוב,2021-10-14T00:00:00.000Z,70.71,59.47,42.7
סלמה,6.1,ירוק,55.9,0.070110701107,0.7272727272727,26,כתום,2021-10-14T00:00:00.000Z,63.43,54.25,76.5
זכרון יעקב,3.8,ירוק,5.5,0.0081863979848,-0.3809523809524,29,ירוק,2021-10-14T00:00:00.000Z,73.85,70.90,12.3
ראש העין,3.5,צהוב,12.8,0.017052136417,-0.2950819672132,124,ירוק,2021-10-14T00:00:00.000Z,65.31,61.70,18.4
עץ אפרים,4.1,צהוב,8.1,0.0114285714285,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,59.55,56.07,
קרית מוצקין,4.1,ירוק,10.3,0.0174074074074,0.09302325581389992,67,ירוק,2021-10-14T00:00:00.000Z,78.00,74.85,14.7
רכסים,3.8,צהוב,11.4,0.0570342205323,-0.1176470588236001,20,ירוק,2021-10-14T00:00:00.000Z,42.26,32.88,15.2
מיתר,3.4,ירוק,3.0,0.0045248868778,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,81.20,78.76,
חספין,3.2,ירוק,9.8,0.0222222222222,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,44.47,40.81,
בית חשמונאי,2,ירוק,0.0,0,0, 0 ,ירוק,2021-10-14T00:00:00.000Z,78.76,76.38,0.0
נעלה,5.1,צהוב,42.3,0.0409836065573,0, קטן מ-15 ,צהוב,2021-10-14T00:00:00.000Z,60.68,57.89,
יד בנימין,3.6,ירוק,21.2,0.0225,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,52.65,47.49,
גני תקווה,3.3,ירוק,4.2,0.0030221625251,-0.6666666666667,29,ירוק,2021-10-14T00:00:00.000Z,73.83,71.04,13.5
ג'לג'וליה,4.1,כתום,21.4,0.041015625,-0.6271186440678,49,ירוק,2021-10-14T00:00:00.000Z,59.18,50.29,47.6
שבלי - אום אל-גנם,5.9,אדום,50.3,0.0521008403361,-0.5079365079366001,65,צהוב,2021-10-14T00:00:00.000Z,70.13,62.42,105.6
כסרא-סמיע,3.2,כתום,3.3,0.0095846645367,-0.5238095238096, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,67.26,58.30,
ג'ולס,4,ירוק,7.6,0.0114678899082,-0.2307692307693, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,73.49,65.96,
ברכה,4.6,צהוב,6.9,0.016806722689,0, קטן מ-15 ,צהוב,2021-10-14T00:00:00.000Z,49.41,42.90,
טמרה,5.2,צהוב,27.5,0.0338514680483,0.1294117647058,155,צהוב,2021-10-14T00:00:00.000Z,65.60,55.36,44.5
נוף איילון,3.1,ירוק,0.0,0,0, 0 ,ירוק,2021-10-14T00:00:00.000Z,מעל 90%,84.86,0.0
כפר האורנים,2,צהוב,0.0,0,0, קטן מ-15 ,ירוק,2021-10-14T00:00:00.000Z,77.59,75.62,
עין מאהל,8.4,צהוב,68.7,0.0843155031731,1.8181818181818,117,אדום,2021-10-14T00:00:00.000Z,68.26,54.99,86.4
רהט,5.9,כתום,33.9,0.0553942372124,-0.4075829383887,453,צהוב,2021-10-14T00:00:00.000Z,42.13,34.36,61.5
כפר כמא,2,ירוק,0.0,0,0, 0 ,ירוק,2021-10-14T00:00:00.000Z,70.67,67.34,0.0
