name,coronaOccupancy,normalOccupancy,isolatedTeam
הכרמל,46,,0
סורוקה,46,,0
המשפחה הקדושה,36,,0
זיו צפת,36,,0
סוראסקי,33,,0
שיבא,30,,0
הלל יפה,28.999999999999996,,0
הסקוטי,28.000000000000004,,0
וולפסון,27,,0
קפלן,23,,0
שערי צדק,23,,0
המרכזי בעמק,21,,0
בני ציון,19,,0
אסותא אשדוד,17,,0
נהריה,17,,0
"רמב""ם",17,,0
שמיר,16,,0
פוריה,15,,0
שניידר,14.000000000000002,,0
הדסה הר הצופים,11,,0
אוגוסטה ויקטוריה,11,,0
מאיר,10,,0
רבין ק. בילינסון,9,,0
הדסה עין כרם,9,,0
ברזילי,8,,0
רבין ק. השרון,8,,0
לניאדו,4,,0
מעייני הישועה,4,,0
אל מקאסד,2,,0
סנט ג'וזף,2,,0
סנט וינסנט,0,,0
יוספטל,0,,0
