date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,CountBreathCum,CountDeathCum,CountCriticalStatus,CountSeriousCriticalCum,serious_critical_new,count_ecmo,count_dead_avg_7days,medium_new,easy_new
2021-03-09T00:00:00.000Z,129,1286,1126,666,175,369,206,15,3083,0.4171261758027895,7359,42999,413,3458,5926,253,16650,63,35,18,1,1
2021-03-10T00:00:00.000Z,128,1272,1130,648,177,352,202,17,3083,0.4125851443399287,7177,41222,429,3464,5943,245,16715,78,37,17,1,1
2021-03-11T00:00:00.000Z,114,1219,1053,638,161,352,199,18,3083,0.3953940966590983,7362,38892,391,3476,5961,253,16765,65,39,17,1,1
2021-03-12T00:00:00.000Z,101,1167,1071,615,145,325,210,12,3083,0.3785274083684723,5834,37405,364,3491,5973,254,16824,67,41,17,1,1
2021-03-13T00:00:00.000Z,114,1153,1093,608,152,334,207,16,3083,0.3739863769056114,5399,36169,324,3500,5989,258,16862,52,41,17,1,1
2021-03-14T00:00:00.000Z,125,1205,1016,632,180,342,214,26,3083,0.3908530651962374,8099,31830,303,3517,6015,269,16923,82,39,16,1,1
2021-03-15T00:00:00.000Z,103,1165,1024,594,158,324,209,17,3083,0.3778786895880636,7608,31363,227,3523,6032,255,16971,61,41,18,1,2
2021-03-16T00:00:00.000Z,89,1094,955,586,158,286,203,17,3083,0.354849172883555,7171,30774,193,3530,6049,269,17025,62,41,17,1,1
2021-03-17T00:00:00.000Z,92,1052,937,556,138,297,202,13,3083,0.3412260784949724,7266,28691,196,3537,6062,254,17059,47,41,17,1,1
2021-03-18T00:00:00.000Z,95,1020,898,566,143,269,200,9,3083,0.3308465780084334,7348,26413,160,3541,6071,245,17113,64,39,17,1,1
2021-03-19T00:00:00.000Z,70,978,889,548,120,246,202,12,3083,0.3172234836198508,6124,24969,142,3551,6083,238,17155,47,39,15,1,3
2021-03-20T00:00:00.000Z,79,952,912,533,137,234,204,7,3083,0.3087901394745378,5795,23854,118,3559,6090,244,17188,39,37,15,1,1
2021-03-21T00:00:00.000Z,85,982,833,549,131,267,207,14,3083,0.3185209211806682,8339,21114,116,3569,6104,248,17228,51,35,14,1,2
2021-03-22T00:00:00.000Z,63,936,823,506,113,247,207,13,3083,0.3036003892312683,7592,20423,93,3573,6117,242,17252,33,36,12,1,1
2021-03-23T00:00:00.000Z,60,869,800,494,99,211,200,15,3083,0.281868310087577,6526,20395,80,3582,6132,245,17287,41,37,12,1,1
2021-03-24T00:00:00.000Z,71,855,755,475,114,230,209,10,3083,0.2773272786247162,7357,18654,82,3594,6142,233,17318,44,34,11,1,1
2021-03-25T00:00:00.000Z,71,831,720,479,99,211,207,10,3083,0.2695426532598119,7354,17440,71,3605,6152,243,17352,50,34,11,1,2
2021-03-26T00:00:00.000Z,33,761,681,453,75,178,202,11,3083,0.2468374959455076,5772,16503,63,3606,6163,232,17372,30,34,11,1,3
2021-03-27T00:00:00.000Z,31,700,673,437,64,160,201,6,3083,0.2270515731430425,4638,15884,58,3611,6169,227,17383,15,34,11,1,3
2021-03-28T00:00:00.000Z,41,694,663,444,68,152,204,12,3083,0.2251054168018164,5866,15146,44,3618,6181,231,17406,27,34,11,1,2
2021-03-29T00:00:00.000Z,62,729,637,437,86,179,198,10,3083,0.2364579954589685,8308,14065,34,3624,6191,227,17421,19,35,11,1,25
2021-03-30T00:00:00.000Z,41,705,628,395,81,169,193,12,3083,0.2286733700940642,7508,13684,32,3631,6203,215,17436,21,30,10,1,6
2021-03-31T00:00:00.000Z,34,638,571,384,64,153,198,16,3083,0.206941290950373,7337,13175,0,3639,6219,221,17452,24,31,10,1,101
2021-04-01T00:00:00.000Z,31,606,539,371,55,148,187,8,3083,0.1965617904638339,7532,12446,25,3641,6227,207,17464,19,32,11,1,2
2021-04-02T00:00:00.000Z,34,574,536,333,62,133,173,16,3083,0.1861822899772948,5756,12211,28,3641,6243,189,17472,13,31,10,1,2
2021-04-03T00:00:00.000Z,22,544,522,336,58,131,168,7,3083,0.1764515082711645,5144,11881,26,3644,6250,188,17484,17,30,11,1,1
2021-04-04T00:00:00.000Z,33,556,492,330,57,149,172,8,3083,0.1803438209536166,8281,11050,17,3647,6258,189,17496,17,27,11,1,2
2021-04-05T00:00:00.000Z,34,537,505,309,56,141,167,6,3083,0.174180992539734,7824,10905,17,3653,6264,189,17508,15,25,11,1,3
2021-04-06T00:00:00.000Z,31,525,475,302,54,150,155,6,3083,0.1702886798572819,7226,10739,22,3655,6270,181,17518,13,25,10,1,2
2021-04-07T00:00:00.000Z,30,511,449,290,55,141,149,9,3083,0.165747648394421,7613,10605,22,3657,6279,168,17530,17,25,9,1,1
2021-04-08T00:00:00.000Z,30,488,439,268,46,141,143,11,3083,0.158287382419721,7813,10179,21,3660,6290,160,17539,13,24,8,1,4
2021-04-09T00:00:00.000Z,25,457,426,257,53,117,138,10,3083,0.1482322413233863,6403,9831,21,3663,6300,160,17552,21,24,9,1,5
2021-04-10T00:00:00.000Z,25,442,414,248,56,116,136,9,3083,0.1433668504703211,5333,9535,19,3670,6309,151,17558,12,25,8,1,3
2021-04-11T00:00:00.000Z,22,435,386,245,50,126,130,6,3083,0.1410963347388907,8204,8918,21,3671,6315,151,17568,16,25,8,1,3
2021-04-12T00:00:00.000Z,34,425,384,240,45,115,123,6,3083,0.1378527408368472,7364,8783,17,3675,6321,140,17578,14,23,8,1,1
2021-04-13T00:00:00.000Z,17,403,355,222,45,101,115,13,3083,0.1307168342523516,7271,8616,19,3677,6334,128,17589,15,21,8,1,2
2021-04-14T00:00:00.000Z,13,371,332,202,44,100,116,3,3083,0.1203373337658125,6862,8346,20,3679,6337,125,17591,3,21,9,1,1
2021-04-15T00:00:00.000Z,18,346,328,186,45,92,114,3,3083,0.1122283490107039,6466,8182,19,3680,6340,120,17593,4,21,8,1,1
2021-04-16T00:00:00.000Z,18,337,318,181,44,97,114,5,3083,0.1093091144988647,7028,7936,15,3681,6345,120,17598,8,21,7,1,1
2021-04-17T00:00:00.000Z,17,334,317,178,44,97,111,7,3083,0.1083360363282517,6159,7803,14,3683,6352,116,17602,7,21,6,1,1
2021-04-18T00:00:00.000Z,25,343,309,182,44,104,105,4,3083,0.1112552708400908,9349,7405,13,3684,6356,110,17614,14,20,6,1,1
2021-04-19T00:00:00.000Z,12,328,284,173,47,88,103,3,3083,0.1063898799870256,8148,7359,10,3686,6359,104,17623,12,19,5,1,7
2021-04-20T00:00:00.000Z,23,308,282,160,40,84,98,3,3083,0.0999026921829387,8239,7296,7,3686,6362,100,17627,5,17,5,2,1
2021-04-21T00:00:00.000Z,10,285,257,155,36,77,92,2,3083,0.09244242620823873,7990,7197,8,3686,6364,97,17633,8,15,4,1,2
2021-04-22T00:00:00.000Z,11,269,242,147,36,75,90,2,3083,0.08725267596496919,7986,7002,12,3686,6366,95,17635,5,14,3,1,2
2021-04-23T00:00:00.000Z,6,247,235,145,22,70,87,5,3083,0.08011676938047356,6450,6852,10,3686,6371,90,17641,8,14,3,1,6
2021-04-24T00:00:00.000Z,8,239,231,138,26,67,85,4,3083,0.07752189425883879,5996,6774,12,3688,6375,89,17643,3,14,3,1,1
2021-04-25T00:00:00.000Z,16,247,224,138,29,75,79,1,3083,0.08011676938047356,9148,6666,11,3688,6376,87,17644,5,14,3,1,3
2021-04-26T00:00:00.000Z,11,238,220,137,23,63,75,3,3083,0.07719753486863444,7932,6604,23,3689,6379,79,17654,13,13,2,1,2
2021-04-27T00:00:00.000Z,9,224,195,130,20,60,66,6,3083,0.07265650340577359,7924,6561,21,3689,6385,74,17656,4,11,2,1,2
2021-04-28T00:00:00.000Z,8,214,190,122,23,55,67,0,3083,0.06941290950373014,7637,6480,27,3690,6385,74,17656,3,8,3,1,2
2021-04-29T00:00:00.000Z,9,205,186,107,26,57,61,2,3083,0.06649367499189102,7787,6405,27,3692,6387,64,17657,4,8,3,1,1
2021-04-30T00:00:00.000Z,6,186,176,104,31,44,64,2,3083,0.06033084657800843,6628,6388,0,3694,6389,65,17661,7,8,3,1,82
2021-05-01T00:00:00.000Z,10,185,182,104,30,44,61,2,3083,0.06000648718780409,5777,6324,0,3694,6391,65,17663,5,8,2,1,81
2021-05-02T00:00:00.000Z,9,188,174,99,39,46,59,1,3083,0.06097956535841713,9199,6164,0,3695,6392,60,17666,4,8,2,1,79
2021-05-03T00:00:00.000Z,10,185,165,94,34,49,61,2,3083,0.06000648718780409,8065,6085,0,3697,6394,63,17669,6,8,2,1,80
2021-05-04T00:00:00.000Z,12,180,168,89,32,51,53,2,3083,0.05838469023678235,8111,6035,0,3697,6396,55,17670,4,7,2,1,77
2021-05-05T00:00:00.000Z,8,175,156,88,32,49,53,2,3083,0.05676289328576063,8209,5974,0,3698,6398,55,17672,3,6,1,1,76
2021-05-06T00:00:00.000Z,3,159,150,81,28,42,52,2,3083,0.05157314304249108,8161,5883,0,3698,6400,53,17673,2,6,1,1,75
2021-05-07T00:00:00.000Z,13,162,151,79,22,53,49,2,3083,0.05254622121310412,6935,5826,0,3698,6402,50,17673,2,5,1,1,74
2021-05-08T00:00:00.000Z,4,152,151,79,26,46,48,1,3083,0.04930262731106066,6028,5777,0,3698,6403,49,17675,4,5,1,1,72
2021-05-09T00:00:00.000Z,7,159,142,75,29,50,48,1,3083,0.05157314304249108,9260,5673,0,3698,6404,49,17675,1,5,1,1,71
2021-05-10T00:00:00.000Z,4,151,134,70,27,46,45,2,3083,0.04897826792085631,8022,5674,0,3698,6406,46,17676,1,4,1,1,70
2021-05-11T00:00:00.000Z,8,139,129,70,25,42,42,1,3083,0.04508595523840416,7874,5627,0,3698,6407,44,17676,3,4,1,1,69
2021-05-12T00:00:00.000Z,5,135,126,64,29,39,40,0,3083,0.04378851767758676,6821,5564,0,3698,6407,42,17676,0,4,1,1,68
2021-05-13T00:00:00.000Z,7,133,118,57,26,43,38,2,3083,0.04313979889717808,6729,5526,0,3698,6409,40,17677,1,4,1,1,63
2021-05-14T00:00:00.000Z,5,122,118,59,24,38,38,0,3083,0.03957184560493026,5890,5488,0,3698,6409,40,17678,3,4,1,1,65
2021-05-15T00:00:00.000Z,5,121,119,58,25,35,39,1,3083,0.03924748621472592,5176,5461,0,3699,6410,40,17678,2,4,1,1,64
2021-05-16T00:00:00.000Z,3,121,115,61,23,34,38,1,3083,0.03924748621472592,7009,5392,0,3699,6411,41,17680,4,4,1,1,67
2021-05-17T00:00:00.000Z,4,120,114,57,22,35,38,3,3083,0.03892312682452157,5689,5387,0,3699,6414,40,17680,1,4,1,1,66
2021-05-18T00:00:00.000Z,6,121,109,53,25,41,37,0,3083,0.03924748621472592,7823,5323,0,3699,6414,38,17680,2,4,1,1,59
2021-05-19T00:00:00.000Z,10,119,113,52,21,44,37,0,3083,0.03859876743431722,7290,5283,0,3699,6414,38,17682,2,4,1,1,58
2021-05-20T00:00:00.000Z,8,125,111,56,19,44,39,0,3083,0.0405449237755433,7646,5244,0,3701,6414,40,17686,5,4,1,1,4
2021-05-21T00:00:00.000Z,7,115,109,51,21,39,38,2,3083,0.03730132987349984,6524,5232,0,3702,6416,38,17686,0,3,0,1,60
2021-05-22T00:00:00.000Z,1,107,104,51,21,33,38,0,3083,0.03470645475186507,5632,5224,0,3702,6416,39,17686,1,3,1,1,61
2021-05-23T00:00:00.000Z,6,109,99,52,20,32,38,1,3083,0.03535517353227376,8932,5168,0,3703,6417,39,17688,2,4,0,1,62
2021-05-24T00:00:00.000Z,4,105,100,51,21,30,36,1,3083,0.03405773597145637,8057,5166,0,3703,6418,38,17688,2,3,0,1,57
2021-05-25T00:00:00.000Z,10,109,102,47,23,33,35,1,3083,0.03535517353227376,8243,5144,0,3703,6419,37,17688,0,3,0,1,56
2021-05-26T00:00:00.000Z,5,108,96,44,26,29,32,0,3083,0.03503081414206941,8071,5129,0,3703,6419,35,17688,0,3,0,1,55
2021-05-27T00:00:00.000Z,4,98,89,42,24,27,31,2,3083,0.03178722024002595,8327,5110,0,3703,6421,33,17689,2,3,0,1,52
2021-05-28T00:00:00.000Z,3,92,86,40,20,30,31,1,3083,0.02984106389879987,6997,5090,0,3703,6422,33,17690,1,3,1,1,51
2021-05-29T00:00:00.000Z,1,87,85,40,21,23,32,0,3083,0.02821926694777814,6202,5087,0,3704,6422,32,17690,0,3,0,1,50
2021-05-30T00:00:00.000Z,5,89,81,40,20,27,30,0,3083,0.02886798572818683,9418,5024,0,3704,6422,31,17691,1,3,0,1,48
2021-05-31T00:00:00.000Z,4,89,82,40,19,24,32,0,3083,0.02886798572818683,7926,5009,0,3706,6422,32,17692,1,3,0,1,49
2021-06-01T00:00:00.000Z,7,90,77,40,18,30,26,1,3083,0.02919234511839118,8537,5012,0,3706,6423,30,17693,3,2,0,1,47
2021-06-02T00:00:00.000Z,5,84,82,35,17,26,26,0,3083,0.0272461887771651,8352,4972,0,3706,6423,27,17694,1,2,0,1,46
2021-06-03T00:00:00.000Z,1,77,71,35,18,22,26,1,3083,0.02497567304573467,7303,4854,0,3707,6424,27,17695,1,2,0,1,45
2021-06-04T00:00:00.000Z,3,78,74,34,16,24,24,0,3083,0.02530003243593902,7034,4870,0,3707,6424,26,17695,1,2,0,1,44
2021-06-05T00:00:00.000Z,4,75,71,33,16,25,24,1,3083,0.02432695426532598,6406,4872,0,3707,6425,25,17695,1,2,0,1,43
2021-06-06T00:00:00.000Z,4,79,72,35,14,29,24,0,3083,0.02562439182614337,9850,4812,9,3707,6425,25,17695,3,2,0,1,2
2021-06-07T00:00:00.000Z,2,75,68,31,12,28,19,1,3083,0.02432695426532598,8681,4770,9,3707,6426,22,17695,0,2,0,1,1
2021-06-08T00:00:00.000Z,3,74,65,30,12,27,18,1,3083,0.02400259487512163,8578,4786,10,3707,6427,21,17696,1,2,0,1,2
2021-06-09T00:00:00.000Z,6,71,68,30,11,29,18,0,3083,0.0230295167045086,8414,4769,10,3707,6427,21,17696,0,2,0,2,1
2021-06-10T00:00:00.000Z,5,74,69,30,11,30,19,0,3083,0.02400259487512163,8498,4754,10,3707,6427,22,17696,1,2,0,1,5
2021-06-11T00:00:00.000Z,1,69,65,30,11,25,19,0,3083,0.0223807979240999,7180,4757,10,3707,6427,22,17696,0,2,0,1,4
2021-06-12T00:00:00.000Z,2,68,67,28,10,28,21,0,3083,0.02205643853389556,6273,4746,10,3707,6427,21,17696,0,2,0,1,3
2021-06-13T00:00:00.000Z,6,75,68,27,11,34,20,1,3083,0.02432695426532598,10047,4718,11,3707,6428,20,17696,0,2,0,1,1
2021-06-14T00:00:00.000Z,0,71,62,27,13,27,19,0,3083,0.0230295167045086,8886,4729,11,3707,6428,20,17697,1,2,0,1,2
2021-06-15T00:00:00.000Z,1,67,63,24,12,26,17,0,3083,0.02173207914369121,8406,4749,1,3707,6428,18,17697,0,2,0,1,11
2021-06-16T00:00:00.000Z,5,65,59,21,12,29,15,1,3083,0.02108336036328252,8152,4756,1,3707,6429,16,17697,0,2,0,1,8
2021-06-17T00:00:00.000Z,2,66,57,21,12,28,16,0,3083,0.02140771975348686,8497,4742,1,3708,6429,17,17697,1,2,0,1,10
2021-06-18T00:00:00.000Z,2,60,58,19,13,27,16,0,3083,0.01946156341226079,7281,4765,0,3708,6429,17,17697,0,2,0,2,37
2021-06-19T00:00:00.000Z,4,59,59,19,11,29,16,0,3083,0.01913720402205644,6388,4802,0,3708,6429,17,17697,0,2,0,2,38
2021-06-20T00:00:00.000Z,5,65,62,21,12,30,16,0,3083,0.02108336036328252,9898,4761,1,3708,6429,17,17699,2,2,0,1,9
2021-06-21T00:00:00.000Z,2,71,64,21,14,29,19,0,3083,0.0230295167045086,8825,4846,1,3711,6429,18,17699,0,2,0,1,14
2021-06-22T00:00:00.000Z,6,68,62,24,12,30,17,0,3083,0.02205643853389556,8744,4948,1,3711,6429,18,17701,3,2,0,1,12
2021-06-23T00:00:00.000Z,8,69,64,23,12,31,16,0,3083,0.0223807979240999,8422,5061,1,3711,6429,18,17701,0,2,0,1,13
2021-06-24T00:00:00.000Z,3,65,58,22,14,29,14,0,3083,0.02108336036328252,8816,5259,0,3711,6429,15,17701,0,3,0,1,3
2021-06-25T00:00:00.000Z,3,61,58,22,11,27,14,1,3083,0.01978592280246513,7349,5473,0,3711,6430,16,17702,1,3,0,1,35
2021-06-26T00:00:00.000Z,6,64,64,23,11,30,15,0,3083,0.02075900097307817,6649,5569,0,3712,6430,17,17703,1,3,0,1,36
2021-06-27T00:00:00.000Z,9,74,64,22,15,35,15,0,3083,0.02400259487512163,9952,5641,1,3712,6430,16,17704,1,2,0,1,7
2021-06-28T00:00:00.000Z,11,76,68,20,10,39,15,0,3083,0.02465131365553033,8639,5869,1,3712,6430,16,17704,0,2,0,1,6
2021-06-29T00:00:00.000Z,11,81,69,20,12,43,15,0,3083,0.02627311060655206,8839,6088,1,3712,6430,16,17704,0,2,0,1,5
2021-06-30T00:00:00.000Z,8,78,71,22,11,38,12,0,3083,0.02530003243593902,8447,6303,1,3712,6430,13,17709,5,2,0,1,1
2021-07-01T00:00:00.000Z,5,77,71,23,14,38,13,0,3083,0.02497567304573467,8922,6438,1,3713,6430,15,17709,1,2,0,1,4
2021-07-02T00:00:00.000Z,8,81,74,25,13,40,13,0,3083,0.02627311060655206,7326,6632,0,3713,6430,14,17712,3,2,0,1,31
2021-07-03T00:00:00.000Z,10,86,83,27,14,43,13,0,3083,0.02789490755757379,6713,6715,0,3714,6430,14,17716,4,2,0,1,32
2021-07-04T00:00:00.000Z,14,98,88,28,17,48,13,0,3083,0.03178722024002595,10330,6773,0,3714,6430,14,17720,4,2,0,1,1
2021-07-05T00:00:00.000Z,16,103,96,32,16,54,13,0,3083,0.03340901719104768,8939,7074,0,3715,6430,15,17725,5,2,0,1,2
2021-07-06T00:00:00.000Z,18,117,110,35,14,64,14,0,3083,0.03795004865390853,8735,7410,1,3716,6430,15,17732,7,3,0,1,3
2021-07-07T00:00:00.000Z,13,119,111,41,13,61,14,1,3083,0.03859876743431722,8344,7687,2,3717,6431,16,17740,9,2,0,1,1
2021-07-08T00:00:00.000Z,12,123,105,41,17,61,12,2,3083,0.03989620499513461,8753,7830,5,3718,6433,15,17747,7,2,0,1,1
2021-07-09T00:00:00.000Z,11,118,114,39,16,60,12,0,3083,0.03827440804411288,7200,8111,0,3718,6433,16,17751,5,2,0,1,34
2021-07-10T00:00:00.000Z,9,121,111,39,19,59,12,2,3083,0.03924748621472592,6543,8240,0,3719,6435,15,17755,5,2,0,1,33
2021-07-11T00:00:00.000Z,20,132,121,48,16,65,13,2,3083,0.04281543950697372,9778,8239,4,3720,6437,17,17765,13,2,0,1,1
2021-07-12T00:00:00.000Z,26,150,132,49,11,84,11,2,3083,0.04865390853065196,8765,8705,6,3720,6439,15,17771,7,2,1,1,1
2021-07-13T00:00:00.000Z,22,156,145,45,16,86,12,1,3083,0.05060006487187804,8602,9113,1,3722,6440,14,17777,6,2,1,1,2
2021-07-14T00:00:00.000Z,25,164,151,51,22,86,15,3,3083,0.05319493999351281,8559,9425,2,3724,6443,16,17786,10,2,1,1,2
2021-07-15T00:00:00.000Z,30,181,159,55,27,95,15,1,3083,0.0587090496269867,8635,9710,8,3724,6444,16,17796,11,2,1,1,1
2021-07-16T00:00:00.000Z,24,187,174,49,32,95,15,1,3083,0.06065520596821278,7440,10364,0,3724,6445,18,17801,6,2,1,1,39
2021-07-17T00:00:00.000Z,16,183,174,58,28,94,16,2,3083,0.05935776840739539,6637,10595,0,3726,6447,18,17813,16,2,1,1,40
2021-07-18T00:00:00.000Z,35,207,177,66,34,103,13,4,3083,0.0671423937722997,8712,10760,21,3726,6451,18,17830,17,2,1,1,1
2021-07-19T00:00:00.000Z,34,220,189,61,39,108,11,2,3083,0.07135906584495622,8401,11682,23,3726,6453,16,17838,11,2,2,1,1
2021-07-20T00:00:00.000Z,52,239,214,62,36,133,10,2,3083,0.07752189425883879,8355,12676,32,3727,6455,17,17848,12,2,2,1,1
2021-07-21T00:00:00.000Z,35,246,211,67,26,144,13,3,3083,0.07979240999026922,8200,13379,35,3731,6458,18,17860,13,2,2,1,1
2021-07-22T00:00:00.000Z,51,260,230,76,29,151,16,0,3083,0.08433344145313007,8330,13860,39,3734,6458,22,17877,17,2,2,1,1
2021-07-23T00:00:00.000Z,41,273,246,87,24,151,17,1,3083,0.08855011352578657,7409,14627,0,3737,6459,22,17898,21,1,2,1,42
2021-07-24T00:00:00.000Z,26,274,263,89,32,143,16,3,3083,0.08887447291599092,6558,15171,0,3738,6462,21,17914,16,1,2,1,41
2021-07-25T00:00:00.000Z,59,316,268,97,45,168,17,3,3083,0.1024975673045735,9718,15249,25,3741,6465,22,17932,22,2,2,1,1
2021-07-26T00:00:00.000Z,76,351,330,122,41,177,24,2,3083,0.1138501459617256,8808,16482,28,3749,6467,32,17965,39,3,2,1,1
2021-07-27T00:00:00.000Z,62,387,346,154,39,186,24,1,3083,0.1255270840090821,8560,17853,31,3751,6468,32,18007,45,3,2,1,1
2021-07-28T00:00:00.000Z,64,417,369,150,47,202,27,6,3083,0.1352578657152125,8549,18866,32,3757,6474,32,18029,25,4,1,1,2
2021-07-29T00:00:00.000Z,78,443,376,155,44,219,24,5,3083,0.1436912098605255,8609,19670,34,3758,6479,29,18058,33,3,2,1,1
2021-07-30T00:00:00.000Z,64,441,414,178,45,193,25,2,3083,0.1430424910801168,7497,20876,0,3761,6481,33,18094,41,4,3,1,53
2021-07-31T00:00:00.000Z,72,480,459,197,55,210,28,4,3083,0.1556925072980863,6640,22347,0,3765,6485,35,18129,39,5,3,1,54
2021-08-01T00:00:00.000Z,98,554,469,196,73,263,31,10,3083,0.1796951021732079,9817,22506,35,3771,6495,36,18154,29,6,3,1,2
2021-08-02T00:00:00.000Z,98,577,507,213,81,256,40,10,3083,0.1871553681479079,8495,25203,36,3781,6505,44,18195,45,6,4,1,1
2021-08-03T00:00:00.000Z,112,623,536,229,94,263,47,11,3083,0.2020759000973078,8530,27220,37,3791,6516,54,18242,53,6,5,1,1
2021-08-04T00:00:00.000Z,92,626,552,237,87,273,46,5,3083,0.2030489782679208,8083,28856,41,3795,6521,58,18289,49,6,6,1,1
2021-08-05T00:00:00.000Z,128,680,574,259,92,296,47,16,3083,0.2205643853389556,8521,30443,38,3802,6537,62,18343,63,6,6,1,2
2021-08-06T00:00:00.000Z,148,722,650,276,80,313,50,14,3083,0.2341874797275381,7060,32373,0,3808,6551,65,18393,55,8,8,1,83
2021-08-07T00:00:00.000Z,118,764,721,330,85,296,47,12,3083,0.2478105741161207,6081,34215,0,3813,6563,66,18466,80,9,10,1,84
2021-08-08T00:00:00.000Z,151,858,729,375,109,314,49,18,3083,0.2783003567953292,9624,34323,43,3820,6581,73,18547,87,9,11,1,1
2021-08-09T00:00:00.000Z,145,894,781,391,102,326,56,11,3083,0.2899772948426857,8483,38627,54,3832,6592,89,18614,76,10,12,1,1
2021-08-10T00:00:00.000Z,157,933,830,403,120,343,58,17,3083,0.3026273110606552,8180,42052,65,3841,6609,85,18683,77,10,12,1,1
2021-08-11T00:00:00.000Z,166,986,857,415,138,371,60,14,3083,0.3198183587414856,7920,44755,84,3847,6623,87,18753,78,10,13,1,1
2021-08-12T00:00:00.000Z,179,1028,889,454,140,360,65,21,3083,0.3334414531300681,8021,47212,88,3861,6644,91,18825,89,10,14,1,1
2021-08-13T00:00:00.000Z,168,1060,923,484,127,351,73,23,3083,0.3438209536166072,6798,49965,0,3874,6667,98,18919,104,12,15,1,88
2021-08-14T00:00:00.000Z,176,1103,1031,506,137,370,78,18,3083,0.3577684073953941,5897,52494,0,3889,6685,110,18999,86,12,16,1,89
2021-08-15T00:00:00.000Z,197,1205,991,550,169,413,84,20,3083,0.3908530651962374,8881,52518,114,3906,6705,120,19099,109,13,17,1,1
2021-08-16T00:00:00.000Z,202,1233,1079,543,161,399,87,28,3083,0.3999351281219591,7985,57781,114,3917,6733,122,19178,86,14,17,1,2
2021-08-17T00:00:00.000Z,208,1258,1083,574,168,412,94,17,3083,0.4080441128770678,8137,62423,116,3929,6750,129,19274,100,16,20,1,1
2021-08-18T00:00:00.000Z,193,1273,1099,607,162,413,95,23,3083,0.412909503730133,7911,65098,149,3940,6773,144,19368,107,18,20,1,2
2021-08-19T00:00:00.000Z,188,1295,1080,606,159,414,92,27,3083,0.4200454103146286,8060,67067,143,3950,6800,140,19439,85,16,21,1,1
2021-08-20T00:00:00.000Z,226,1318,1169,617,159,409,89,21,3083,0.4275056762893286,6977,69531,0,3957,6821,144,19529,98,17,22,1,93
2021-08-21T00:00:00.000Z,179,1314,1234,663,153,403,98,24,3083,0.4262082387285112,6125,72134,0,3970,6845,152,19621,101,21,22,1,94
2021-08-22T00:00:00.000Z,230,1452,1198,699,193,446,103,29,3083,0.470969834576711,9130,70389,144,3985,6874,155,19714,110,21,22,1,1
2021-08-23T00:00:00.000Z,214,1463,1249,704,188,425,114,20,3083,0.4745377878689588,8172,75416,161,4003,6894,162,19821,115,22,24,1,1
2021-08-24T00:00:00.000Z,196,1427,1199,704,175,414,116,28,3083,0.4628608498216024,7894,80622,173,4018,6922,164,19913,101,19,23,1,1
2021-08-25T00:00:00.000Z,215,1408,1180,711,170,402,127,31,3083,0.4566980214077198,7734,82127,178,4032,6953,182,20014,108,18,24,1,1
2021-08-26T00:00:00.000Z,213,1410,1202,705,163,390,126,31,3083,0.4573467401881284,8296,82613,175,4044,6984,175,20105,97,17,25,1,1
2021-08-27T00:00:00.000Z,210,1393,1201,707,153,397,138,26,3083,0.4518326305546546,6920,83550,0,4063,7010,179,20198,100,18,26,1,96
2021-08-28T00:00:00.000Z,181,1382,1296,703,171,389,133,24,3083,0.4482646772624068,6080,86773,0,4073,7034,182,20271,85,17,27,1,97
2021-08-29T00:00:00.000Z,228,1483,1231,766,187,432,140,29,3083,0.4810249756730458,9013,82759,159,4088,7063,186,20366,118,18,27,1,2
2021-08-30T00:00:00.000Z,218,1503,1249,760,174,413,146,24,3083,0.4875121634771327,7994,86988,155,4110,7087,199,20458,107,17,27,1,1
2021-08-31T00:00:00.000Z,195,1460,1240,720,173,398,157,31,3083,0.4735647096983457,8022,91041,165,4140,7118,205,20545,95,19,27,1,1
2021-09-01T00:00:00.000Z,199,1418,1210,700,168,455,147,29,3083,0.4599416153097632,7780,93031,163,4148,7147,207,20633,95,21,28,1,3
2021-09-02T00:00:00.000Z,180,1374,1137,681,175,428,144,32,3083,0.445669802140772,8270,93858,183,4158,7179,199,20705,83,23,27,1,1
2021-09-03T00:00:00.000Z,215,1338,1187,669,168,418,139,30,3083,0.4339928640934155,6858,94564,0,4171,7209,189,20780,81,23,27,1,99
2021-09-04T00:00:00.000Z,166,1320,1206,673,185,416,149,28,3083,0.4281543950697373,6272,94411,0,4187,7237,202,20845,76,24,28,1,100
2021-09-05T00:00:00.000Z,201,1386,1154,692,187,431,153,27,3083,0.4495621148232241,9417,87738,173,4203,7264,206,20917,82,23,29,1,2
2021-09-06T00:00:00.000Z,155,1341,1107,658,166,420,151,24,3083,0.4349659422640286,6671,89473,167,4211,7288,211,20970,58,24,28,1,1
2021-09-07T00:00:00.000Z,140,1252,1165,650,147,386,159,37,3083,0.4060979565358417,6410,91494,0,4224,7325,222,21040,82,25,28,1,102
2021-09-08T00:00:00.000Z,156,1280,1162,667,151,423,167,28,3083,0.4151800194615634,6904,88771,165,4243,7353,228,21097,66,24,29,1,2
2021-09-09T00:00:00.000Z,212,1374,1106,677,177,485,168,21,3083,0.445669802140772,9640,83604,157,4256,7374,235,21161,72,28,29,1,1
