section,male,female,period
0-9,"{'amount': 4388, 'percentage': 3.4}","{'amount': 4085, 'percentage': 3.2}",3 חודשים
0-9,"{'amount': 441995, 'percentage': 9.6}","{'amount': 363729, 'percentage': 7.9}",מתחילת קורונה
0-9,"{'amount': 321, 'percentage': 1.4}","{'amount': 348, 'percentage': 1.5}",חודש אחרון
0-9,"{'amount': 305477, 'percentage': 9.2}","{'amount': 243938, 'percentage': 7.4}",שנה
0-9,"{'amount': 27969, 'percentage': 4.6}","{'amount': 24358, 'percentage': 4}",6 חודשים
10-19,"{'amount': 520, 'percentage': 2.3}","{'amount': 724, 'percentage': 3.2}",חודש אחרון
10-19,"{'amount': 3763, 'percentage': 2.9}","{'amount': 4637, 'percentage': 3.6}",3 חודשים
10-19,"{'amount': 439904, 'percentage': 9.5}","{'amount': 430761, 'percentage': 9.3}",מתחילת קורונה
10-19,"{'amount': 293497, 'percentage': 8.8}","{'amount': 294543, 'percentage': 8.9}",שנה
10-19,"{'amount': 25101, 'percentage': 4.1}","{'amount': 26808, 'percentage': 4.4}",6 חודשים
20-29,"{'amount': 5205, 'percentage': 4}","{'amount': 7563, 'percentage': 5.9}",3 חודשים
20-29,"{'amount': 269521, 'percentage': 5.8}","{'amount': 382469, 'percentage': 8.3}",מתחילת קורונה
20-29,"{'amount': 665, 'percentage': 2.9}","{'amount': 1147, 'percentage': 5}",חודש אחרון
20-29,"{'amount': 170016, 'percentage': 5.1}","{'amount': 261553, 'percentage': 7.9}",שנה
20-29,"{'amount': 26328, 'percentage': 4.3}","{'amount': 37420, 'percentage': 6.1}",6 חודשים
30-39,"{'amount': 6482, 'percentage': 5}","{'amount': 9148, 'percentage': 7.1}",3 חודשים
30-39,"{'amount': 270063, 'percentage': 5.8}","{'amount': 389952, 'percentage': 8.4}",מתחילת קורונה
30-39,"{'amount': 956, 'percentage': 4.2}","{'amount': 1350, 'percentage': 5.9}",חודש אחרון
30-39,"{'amount': 189438, 'percentage': 5.7}","{'amount': 288078, 'percentage': 8.7}",שנה
30-39,"{'amount': 33581, 'percentage': 5.5}","{'amount': 46578, 'percentage': 7.6}",6 חודשים
40-49,"{'amount': 244676, 'percentage': 5.3}","{'amount': 351290, 'percentage': 7.6}",מתחילת קורונה
40-49,"{'amount': 6459, 'percentage': 5}","{'amount': 9664, 'percentage': 7.5}",3 חודשים
40-49,"{'amount': 1006, 'percentage': 4.4}","{'amount': 1567, 'percentage': 6.8}",חודש אחרון
40-49,"{'amount': 177972, 'percentage': 5.4}","{'amount': 268202, 'percentage': 8.1}",שנה
40-49,"{'amount': 32877, 'percentage': 5.4}","{'amount': 48641, 'percentage': 8}",6 חודשים
50-59,"{'amount': 1115, 'percentage': 4.9}","{'amount': 1875, 'percentage': 8.2}",חודש אחרון
50-59,"{'amount': 172297, 'percentage': 3.7}","{'amount': 247743, 'percentage': 5.4}",מתחילת קורונה
50-59,"{'amount': 6187, 'percentage': 4.8}","{'amount': 10185, 'percentage': 7.9}",3 חודשים
50-59,"{'amount': 126827, 'percentage': 3.8}","{'amount': 192890, 'percentage': 5.8}",שנה
50-59,"{'amount': 29880, 'percentage': 4.9}","{'amount': 47598, 'percentage': 7.8}",6 חודשים
60-69,"{'amount': 134268, 'percentage': 2.9}","{'amount': 181484, 'percentage': 3.9}",מתחילת קורונה
60-69,"{'amount': 1595, 'percentage': 6.9}","{'amount': 2445, 'percentage': 10.7}",חודש אחרון
60-69,"{'amount': 7940, 'percentage': 6.2}","{'amount': 11644, 'percentage': 9}",3 חודשים
60-69,"{'amount': 103690, 'percentage': 3.1}","{'amount': 147875, 'percentage': 4.5}",שנה
60-69,"{'amount': 34467, 'percentage': 5.6}","{'amount': 50590, 'percentage': 8.3}",6 חודשים
70-79,"{'amount': 2072, 'percentage': 9}","{'amount': 2626, 'percentage': 11.4}",חודש אחרון
70-79,"{'amount': 8533, 'percentage': 6.6}","{'amount': 11210, 'percentage': 8.7}",3 חודשים
70-79,"{'amount': 90365, 'percentage': 2}","{'amount': 110292, 'percentage': 2.4}",מתחילת קורונה
70-79,"{'amount': 74770, 'percentage': 2.3}","{'amount': 93080, 'percentage': 2.8}",שנה
70-79,"{'amount': 33967, 'percentage': 5.6}","{'amount': 43279, 'percentage': 7.1}",6 חודשים
80-89,"{'amount': 3893, 'percentage': 3}","{'amount': 5538, 'percentage': 4.3}",3 חודשים
80-89,"{'amount': 35736, 'percentage': 0.8}","{'amount': 49046, 'percentage': 1.1}",מתחילת קורונה
80-89,"{'amount': 908, 'percentage': 4}","{'amount': 1210, 'percentage': 5.3}",חודש אחרון
80-89,"{'amount': 28683, 'percentage': 0.9}","{'amount': 39205, 'percentage': 1.2}",שנה
80-89,"{'amount': 14118, 'percentage': 2.3}","{'amount': 19046, 'percentage': 3.1}",6 חודשים
90+,"{'amount': 854, 'percentage': 0.7}","{'amount': 1657, 'percentage': 1.3}",3 חודשים
90+,"{'amount': 5904, 'percentage': 0.2}","{'amount': 11082, 'percentage': 0.3}",שנה
90+,"{'amount': 7633, 'percentage': 0.2}","{'amount': 14666, 'percentage': 0.3}",מתחילת קורונה
90+,"{'amount': 187, 'percentage': 0.8}","{'amount': 320, 'percentage': 1.4}",חודש אחרון
90+,"{'amount': 2777, 'percentage': 0.5}","{'amount': 5326, 'percentage': 0.9}",6 חודשים
