city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands
ירושלים,129911,1678,635,31564,18
תל אביב - יפו,26198,421,133,22191,9
נתניה,16824,350,139,10293,16
באר שבע,14910,342,157,9205,17
פתח תקווה,21494,242,110,11860,10
אשדוד,25451,232,98,8657,10
רהט,4791,231,113,1324,33
אשקלון,11775,226,84,5822,16
חיפה,16539,220,95,12885,8
חולון,14557,200,107,7554,11
ראשון לציון,14785,178,75,9509,7
אום אל-פחם,6053,175,106,1556,31
נצרת,8958,175,76,1874,22
חדרה,6788,151,53,3997,16
בת ים,9602,146,56,4950,11
לוד,8559,145,60,5022,18
רמלה,9486,135,47,3053,18
רחובות,11258,134,67,7239,9
טייבה,4462,108,46,1293,24
בני ברק,48176,100,31,2953,5
בית שמש,20170,98,42,2932,7
כפר קאסם,3321,86,48,658,35
קרית גת,7279,82,48,1823,14
ערד,2442,75,24,1750,27
טירה,2691,74,36,786,27
לקיה,721,70,25,241,44
דימונה,2481,68,17,1365,19
כפר כנא,2431,67,28,522,29
ערערה,1988,66,33,681,33
אופקים,4295,65,36,1239,19
שדרות,2858,64,29,1370,23
ירכא,2111,64,36,423,41
כסיפה,873,62,22,250,34
ראש העין,5429,61,28,3314,9
רמת גן,7857,60,26,7248,4
באקה אל-גרביה,2709,58,27,555,19
נתיבות,6977,57,31,1429,14
צפת,4791,57,19,970,16
אילת,2490,57,21,5240,10
עכו,4048,57,20,1768,11
אור יהודה,4326,54,22,1186,16
שפרעם,4094,54,32,928,13
טבריה,4497,53,26,1413,12
ערערה-בנגב,955,52,26,243,28
מודיעין עילית,25158,52,30,921,7
אבו סנאן,1311,50,17,1098,37
הרצליה,4218,49,21,4940,5
קרית מלאכי,4095,49,18,973,20
קרית אתא,4657,47,21,2488,8
מעלות-תרשיחא,1579,47, 11-14 ,1055,21
מגאר,2084,47,25,1266,20
בית ג'ן,1871,47,28,285,39
יפיע,2209,46, 11-14 ,275,24
חריש,1525,46,18,890,22
מעלה אדומים,3787,46,37,2067,12
חורה,838,45,16,264,24
נוף הגליל,2851,45,18,2725,10
כפר סבא,4047,44,19,4575,4
תל שבע,543,42,21,291,20
רעננה,3825,41,22,4480,5
ריינה,1682,40,16,267,24
נס ציונה,2447,39, 11-14 ,2393,8
עראבה,2286,39,17,587,15
מעלה עירון,1856,39,23,322,25
נהריה,3296,38, 11-14 ,2437,6
סח'נין,4348,38, 11-14 ,788,11
מודיעין-מכבים-רעות,4793,37,21,5331,4
כפר מנדא,1672,37,  6-10  ,266,18
משהד,785,36,16,137,40
ג'דיידה-מכר,2032,34,18,558,16
ג'סר א-זרקא,972,33,15,490,22
אבו גוש,1255,32, 11-14 ,623,39
שגב-שלום,315,31,15,130,28
פרדס חנה-כרכור,2320,31, 11-14 ,2304,7
זרזיר,500,31, 11-14 ,170,36
קרית מוצקין,2358,30,  6-10  ,2166,7
יבנה,4304,30, 11-14 ,1904,6
טמרה,3845,30, 11-14 ,767,9
"בסמ""ה",902,30,18,206,27
אעבלין,1206,29, 11-14 ,406,22
גבעת זאב,3788,29,17,723,15
הוד השרון,2776,29,19,3122,5
מסעודין אל-עזאזמה,91,28,21,95,16
אלעד,11561,28,  6-10  ,789,6
דאלית אל-כרמל,2294,27,17,258,15
עפולה,3764,27, 11-14 ,1850,5
כעביה-טבאש-חג'אג'רה,573,26, 11-14 ,125,44
כפר יאסיף,951,26, 11-14 ,444,24
קלנסווה,2471,26, 11-14 ,481,11
כפר קרע,1658,26,15,387,13
מג'ד אל-כרום,2194,25,  6-10  ,278,16
ביתר עילית,12864,25, 11-14 ,678,4
מגדל העמק,2089,25,  6-10  ,1181,10
עין מאהל,1623,25, 11-14 ,149,18
בענה,966,25,18,376,30
פוריידיס,1231,24,16,264,18
קרית ביאליק,2225,23, 11-14 ,1554,6
חורפיש,990,23,16,386,36
פקיעין (בוקייעה),991,23, 11-14 ,327,39
טורעאן,1292,22,  6-10  ,272,15
אבו ג'ווייעד (שבט),64,22,  1-5  ,227,47
כפר יונה,1417,21,  6-10  ,1149,9
קרית ים,2326,21,  6-10  ,1928,5
גדרה,1821,20,15,1389,8
קרית ארבע,845,20,  6-10  ,484,27
זמר,580,20, 11-14 ,163,28
קדימה-צורן,1143,19,  6-10  ,1278,9
בית שאן,1672,19,  6-10  ,650,10
גבעתיים,2020,19,  6-10  ,2362,3
כאוכב אבו אל-היג'א,441,19, 11-14 ,185,48
יקנעם עילית,1150,19,  6-10  ,864,8
באר יעקב,2261,18, 11-14 ,1087,7
אעצם (שבט),60,18,  6-10  ,58,17
בסמת טבעון,487,17,  1-5  ,222,21
רכסים,3120,17,  6-10  ,207,13
יהוד,1931,17,  1-5  ,1255,6
צור הדסה,705,17, 11-14 ,541,17
קרית יערים,1516,16,  6-10  ,261,25
כרמיאל,2461,16,  6-10  ,1847,3
טירת כרמל,1390,16,  6-10  ,690,7
מזרעה,298,16,  6-10  ,176,40
עספיא,1394,15,  1-5  ,277,12
טלמון,478,15, 11-14 ,491,30
אבו רובייעה (שבט),39,15,  6-10  ,44,17
ג'ת,1249,15,  6-10  ,312,12
קרית אונו,1766,15,  6-10  ,1784,4
אבני חפץ,319, קטן מ-15 ,  1-5  ,141,10
דייר חנא,1470, קטן מ-15 ,  1-5  ,254,10
שבלי - אום אל-גנם,567, קטן מ-15 ,  1-5  ,171,11
טובא-זנגריה,486, קטן מ-15 ,  1-5  ,79,10
מבשרת ציון,1897, קטן מ-15 ,  6-10  ,1603,5
כאבול,1296, קטן מ-15 ,  1-5  ,244,4
כפר כמא,162, קטן מ-15 ,  1-5  ,73,9
חצור הגלילית,1392, קטן מ-15 ,  1-5  ,408,11
כוכב השחר,288, קטן מ-15 ,  6-10  ,306,43
אלון שבות,375, קטן מ-15 ,  6-10  ,341,22
שערי תקווה,364, קטן מ-15 ,  1-5  ,305,7
גני תקווה,1321, קטן מ-15 ,  1-5  ,1201,5
מרכז שפירא,215, קטן מ-15 ,  0  ,88,4
כפר מצר,315, קטן מ-15 ,  1-5  ,60,29
ג'ולס,666, קטן מ-15 ,  1-5  ,114,6
מצפה רמון,281, קטן מ-15 ,  1-5  ,369,20
אבן יהודה,654, קטן מ-15 ,  1-5  ,812,8
מעיליא,267, קטן מ-15 ,  1-5  ,172,16
קרית עקרון,887, קטן מ-15 ,  1-5  ,427,12
בועיינה-נוג'ידאת,906, קטן מ-15 ,  1-5  ,523,13
קרית טבעון,557, קטן מ-15 ,  6-10  ,859,6
עין נקובא,573, קטן מ-15 ,  1-5  ,79,20
יד בנימין,665, קטן מ-15 ,  6-10  ,239,28
ג'לג'וליה,964, קטן מ-15 ,  1-5  ,286,7
עיילבון,603, קטן מ-15 ,  1-5  ,130,7
אבו רוקייק (שבט),76, קטן מ-15 ,  1-5  ,57,7
רמת השרון,1913, קטן מ-15 ,  1-5  ,2269,2
אבו קורינאת (שבט),32, קטן מ-15 ,  6-10  ,34,17
נחף,1223, קטן מ-15 ,  1-5  ,370,2
אזור,1131, קטן מ-15 ,  1-5  ,548,6
סביון,216, קטן מ-15 ,  1-5  ,249,2
כוכב יאיר,334, קטן מ-15 ,  1-5  ,547,5
עלי,383, קטן מ-15 ,  1-5  ,417,2
שילה,397, קטן מ-15 ,  1-5  ,503,19
כסרא-סמיע,961, קטן מ-15 ,  1-5  ,137,16
כפר ברא,391, קטן מ-15 ,  6-10  ,86,31
קודייראת א-צאנע(שבט),15, קטן מ-15 ,  1-5  ,18,11
כפר האורנים,117, קטן מ-15 ,  1-5  ,130,14
שלומי,419, קטן מ-15 ,  1-5  ,206,10
קרית שמונה,1352, קטן מ-15 ,  0  ,537,2
שעב,672, קטן מ-15 ,  1-5  ,138,7
ראמה,925, קטן מ-15 ,  1-5  ,183,8
דייר אל-אסד,1365, קטן מ-15 ,  6-10  ,150,7
ביר אל-מכסור,597, קטן מ-15 ,  0  ,139,5
אל סייד,16, קטן מ-15 ,  1-5  ,18,14
עוזייר,164, קטן מ-15 ,  1-5  ,75,21
קדומים,350, קטן מ-15 ,  0  ,363,9
פדואל,222, קטן מ-15 ,  1-5  ,176,19
נשר,982, קטן מ-15 ,  1-5  ,955,5
תפרח,710, קטן מ-15 ,  1-5  ,51,49
רבבה,321, קטן מ-15 ,  1-5  ,243,10
בוקעאתא,956, קטן מ-15 ,  6-10  ,60,13
בית יצחק-שער חפר,81, קטן מ-15 ,  0  ,148,5
בית אריה,244, קטן מ-15 ,  0  ,225,4
עמנואל,676, קטן מ-15 ,  1-5  ,59,7
עילוט,663, קטן מ-15 ,  1-5  ,144,8
נאעורה,173, קטן מ-15 ,  0  ,26,4
סאג'ור,496, קטן מ-15 ,  1-5  ,57,14
סולם,259, קטן מ-15 ,  0  ,93,7
מייסר,118, קטן מ-15 ,  1-5  ,75,15
אבטין,213, קטן מ-15 ,  0  ,53,3
עומר,283, קטן מ-15 ,  0  ,319,1
ניצן,222, קטן מ-15 ,  1-5  ,121,8
גבעת שמואל,1718, קטן מ-15 ,  1-5  ,1871,2
זכרון יעקב,1370, קטן מ-15 ,  1-5  ,1078,6
בנימינה-גבעת עדה,600, קטן מ-15 , 11-14 ,877,8
אבו תלול,27, קטן מ-15 ,  1-5  ,22,33
אום בטין,45, קטן מ-15 ,  0  ,8,7
קצר א-סר, קטן מ-15 , קטן מ-15 ,  1-5  ,15,16
אריאל,1018, קטן מ-15 , 11-14 ,952,7
גן יבנה,1655, קטן מ-15 ,  6-10  ,774,6
בית דגן,529, קטן מ-15 ,  1-5  ,255,9
יקיר,192, קטן מ-15 ,  1-5  ,140,16
נוקדים,166, קטן מ-15 ,  1-5  ,135,9
בית אל,529, קטן מ-15 ,  1-5  ,396,14
דבוריה,1201, קטן מ-15 ,  1-5  ,358,9
עפרה,283, קטן מ-15 ,  1-5  ,438,22
אורנית,349, קטן מ-15 ,  1-5  ,536,1
חשמונאים,464, קטן מ-15 ,  1-5  ,310,27
"כפר חב""ד",1363, קטן מ-15 ,  1-5  ,327,16
ראש פינה,147, קטן מ-15 ,  1-5  ,158,13
סלמה,359, קטן מ-15 ,  0  ,63,14
גן נר,133, קטן מ-15 ,  1-5  ,78,4
"בני עי""ש",515, קטן מ-15 ,  1-5  ,313,9
אליכין,244, קטן מ-15 ,  1-5  ,150,9
ברכה,295, קטן מ-15 ,  0  ,124,4
צור יצחק,225, קטן מ-15 ,  6-10  ,390,12
מוקייבלה,401, קטן מ-15 ,  6-10  ,134,31
מזכרת בתיה,744, קטן מ-15 ,  6-10  ,904,7
ירוחם,969, קטן מ-15 ,  1-5  ,445,5
תל מונד,491, קטן מ-15 ,  1-5  ,642,4
שייח' דנון,225, קטן מ-15 ,  1-5  ,54,7
תקוע,267, קטן מ-15 ,  1-5  ,333,16
קיסריה,245, קטן מ-15 ,  0  ,248,2
הושעיה,148, קטן מ-15 ,  1-5  ,137,14
מיתר,365, קטן מ-15 ,  1-5  ,408,6
להבים,264, קטן מ-15 ,  6-10  ,363,11
ע'ג'ר,168, קטן מ-15 ,  0  ,26,11
אפרת,1022, קטן מ-15 ,  1-5  ,967,6
שוהם,1088, קטן מ-15 ,  0  ,942,2
מסעדה,408, קטן מ-15 ,  1-5  ,28,19
מתן,160, קטן מ-15 ,  1-5  ,142,9
מג'דל שמס,1726, קטן מ-15 ,  6-10  ,94,8
עלי זהב,254, קטן מ-15 ,  1-5  ,336,7
צופים,132, קטן מ-15 ,  0  ,229,21
עתלית,359, קטן מ-15 ,  1-5  ,294,4
קצרין,296, קטן מ-15 ,  1-5  ,289,3
קרני שומרון,728, קטן מ-15 ,  1-5  ,535,13
ביר הדאג',19, קטן מ-15 ,  1-5  ,19,11
אכסאל,1495, קטן מ-15 ,  6-10  ,209,9
עין קנייא,299, קטן מ-15 ,  0  ,27,4
גני מודיעין,355, קטן מ-15 ,  1-5  ,124,9
הוואשלה (שבט), קטן מ-15 , קטן מ-15 ,  1-5  ,4,4
יאנוח-ג'ת,1146, קטן מ-15 ,  1-5  ,160,18
פרדסיה,257, קטן מ-15 ,  1-5  ,369,4
סייד (שבט),17, קטן מ-15 ,  1-5  ,26,37
אור עקיבא,1617, קטן מ-15 ,  1-5  ,693,6
אטרש (שבט),39, קטן מ-15 ,  0  ,25,6
מצפה יריחו,248, קטן מ-15 ,  1-5  ,252,49
כפר אדומים,272, קטן מ-15 ,  1-5  ,318,2
אלפי מנשה,322, קטן מ-15 ,  1-5  ,891,6
גבע בנימין,664, קטן מ-15 ,  1-5  ,212,13
כוכב יעקב,1897, קטן מ-15 ,  1-5  ,179,11
רומת הייב,115, קטן מ-15 ,  1-5  ,90,33
בית חשמונאי,109, קטן מ-15 ,  0  ,116,5
נווה דניאל,299, קטן מ-15 ,  6-10  ,202,25
אחוזת ברק,126,0,  0  ,84,0
הר אדר,210,0,  0  ,217,0
לפיד,106,0,  0  ,86,0
נופית,99,0,  0  ,103,0
עץ אפרים,199,0,  0  ,165,0
שמשית,104,0,  0  ,89,0
בת חפר,236,0,  0  ,259,0
לא ידוע, קטן מ-15 ,0,  0  ,0,0
גבעת אבני,112,0,  0  ,94,0
כפר ורדים,231,0,  0  ,266,0
נעלה,145,0,  0  ,67,0
מבוא חורון,299,0,  0  ,138,0
צור משה,112,0,  0  ,89,0
פסגות,195,0,  0  ,191,0
אלעזר,174,0,  0  ,213,0
רמת ישי,272,0,  0  ,281,0
כפר תבור,194,0,  0  ,224,0
פסוטה,295,0,  0  ,74,0
יבנאל,305,0,  0  ,83,0
אלקנה,295,0,  0  ,381,0
גבעת ברנר,72,0,  0  ,98,0
ג'ש (גוש חלב),293,0,  0  ,46,0
נוף איילון,224,0,  0  ,145,0
