section,male,female,period,order_period
0-9,"{'amount': 5, 'percentage': 0.2}","{'amount': 1, 'percentage': 0}",6 חודשים,3
0-9,"{'amount': 2, 'percentage': 0.1}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
0-9,"{'amount': 4, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
0-9,"{'amount': 5, 'percentage': 0.1}","{'amount': 2, 'percentage': 0}",שנה,2
0-9,"{'amount': 7, 'percentage': 0.1}","{'amount': 4, 'percentage': 0}",מתחילת קורונה,1
10-19,"{'amount': 4, 'percentage': 0.1}","{'amount': 2, 'percentage': 0.1}",6 חודשים,3
10-19,"{'amount': 3, 'percentage': 0.2}","{'amount': 1, 'percentage': 0.1}",3 חודשים,4
10-19,"{'amount': 1, 'percentage': 0.1}","{'amount': 1, 'percentage': 0.1}",חודש אחרון,5
10-19,"{'amount': 6, 'percentage': 0.1}","{'amount': 6, 'percentage': 0.1}",מתחילת קורונה,1
10-19,"{'amount': 4, 'percentage': 0.1}","{'amount': 3, 'percentage': 0.1}",שנה,2
20-29,"{'amount': 10, 'percentage': 0.2}","{'amount': 9, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 5, 'percentage': 0.2}","{'amount': 7, 'percentage': 0.2}",6 חודשים,3
20-29,"{'amount': 2, 'percentage': 0.1}","{'amount': 5, 'percentage': 0.3}",3 חודשים,4
20-29,"{'amount': 24, 'percentage': 0.2}","{'amount': 21, 'percentage': 0.2}",מתחילת קורונה,1
20-29,"{'amount': 1, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.3}",חודש אחרון,5
30-39,"{'amount': 50, 'percentage': 0.5}","{'amount': 35, 'percentage': 0.3}",מתחילת קורונה,1
30-39,"{'amount': 4, 'percentage': 0.3}","{'amount': 4, 'percentage': 0.3}",חודש אחרון,5
30-39,"{'amount': 7, 'percentage': 0.4}","{'amount': 4, 'percentage': 0.2}",3 חודשים,4
30-39,"{'amount': 17, 'percentage': 0.6}","{'amount': 12, 'percentage': 0.4}",6 חודשים,3
30-39,"{'amount': 27, 'percentage': 0.6}","{'amount': 18, 'percentage': 0.4}",שנה,2
40-49,"{'amount': 42, 'percentage': 1.4}","{'amount': 19, 'percentage': 0.6}",6 חודשים,3
40-49,"{'amount': 8, 'percentage': 0.6}","{'amount': 4, 'percentage': 0.3}",חודש אחרון,5
40-49,"{'amount': 115, 'percentage': 1.1}","{'amount': 74, 'percentage': 0.7}",מתחילת קורונה,1
40-49,"{'amount': 16, 'percentage': 0.8}","{'amount': 10, 'percentage': 0.5}",3 חודשים,4
40-49,"{'amount': 64, 'percentage': 1.5}","{'amount': 38, 'percentage': 0.9}",שנה,2
50-59,"{'amount': 26, 'percentage': 1.9}","{'amount': 20, 'percentage': 1.5}",חודש אחרון,5
50-59,"{'amount': 47, 'percentage': 2.4}","{'amount': 31, 'percentage': 1.6}",3 חודשים,4
50-59,"{'amount': 99, 'percentage': 3.3}","{'amount': 56, 'percentage': 1.9}",6 חודשים,3
50-59,"{'amount': 159, 'percentage': 3.6}","{'amount': 94, 'percentage': 2.1}",שנה,2
50-59,"{'amount': 363, 'percentage': 3.6}","{'amount': 190, 'percentage': 1.9}",מתחילת קורונה,1
60-69,"{'amount': 241, 'percentage': 8}","{'amount': 175, 'percentage': 5.8}",6 חודשים,3
60-69,"{'amount': 938, 'percentage': 9.3}","{'amount': 518, 'percentage': 5.1}",מתחילת קורונה,1
60-69,"{'amount': 75, 'percentage': 5.5}","{'amount': 49, 'percentage': 3.6}",חודש אחרון,5
60-69,"{'amount': 119, 'percentage': 6.2}","{'amount': 70, 'percentage': 3.6}",3 חודשים,4
60-69,"{'amount': 374, 'percentage': 8.5}","{'amount': 268, 'percentage': 6.1}",שנה,2
70-79,"{'amount': 399, 'percentage': 13.2}","{'amount': 313, 'percentage': 10.4}",6 חודשים,3
70-79,"{'amount': 1538, 'percentage': 15.2}","{'amount': 966, 'percentage': 9.5}",מתחילת קורונה,1
70-79,"{'amount': 601, 'percentage': 13.6}","{'amount': 465, 'percentage': 10.6}",שנה,2
70-79,"{'amount': 247, 'percentage': 12.9}","{'amount': 180, 'percentage': 9.4}",3 חודשים,4
70-79,"{'amount': 182, 'percentage': 13.4}","{'amount': 128, 'percentage': 9.5}",חודש אחרון,5
80-89,"{'amount': 367, 'percentage': 19.1}","{'amount': 367, 'percentage': 19.1}",3 חודשים,4
80-89,"{'amount': 525, 'percentage': 17.4}","{'amount': 511, 'percentage': 16.9}",6 חודשים,3
80-89,"{'amount': 752, 'percentage': 17.1}","{'amount': 734, 'percentage': 16.7}",שנה,2
80-89,"{'amount': 279, 'percentage': 20.6}","{'amount': 258, 'percentage': 19.1}",חודש אחרון,5
80-89,"{'amount': 1773, 'percentage': 17.5}","{'amount': 1632, 'percentage': 16.1}",מתחילת קורונה,1
90+,"{'amount': 147, 'percentage': 10.9}","{'amount': 161, 'percentage': 11.9}",חודש אחרון,5
90+,"{'amount': 338, 'percentage': 7.7}","{'amount': 442, 'percentage': 10}",שנה,2
90+,"{'amount': 256, 'percentage': 8.5}","{'amount': 329, 'percentage': 10.9}",6 חודשים,3
90+,"{'amount': 204, 'percentage': 10.6}","{'amount': 235, 'percentage': 12.2}",3 חודשים,4
90+,"{'amount': 795, 'percentage': 7.9}","{'amount': 1065, 'percentage': 10.5}",מתחילת קורונה,1
