Day_Date,vaccinated,vaccinated_cum,vaccinated_population_perc,vaccinated_seconde_dose,vaccinated_seconde_dose_cum,vaccinated_seconde_dose_population_perc,vaccinated_third_dose,vaccinated_third_dose_cum,vaccinated_third_dose_population_perc,vaccinated_fourth_dose,vaccinated_fourth_dose_cum,vaccinated_fourth_dose_population_perc,vaccinated_validity_perc,vaccinated_expired_perc,not_vaccinated_perc
2020-12-19T00:00:00.000Z,46,95,0,0,6,0,0,0,0,0,0,0,0,0,100
2020-12-20T00:00:00.000Z,7388,7483,0.08,0,6,0,0,0,0,0,0,0,0,0,100
2020-12-21T00:00:00.000Z,24915,32398,0.35,0,6,0,0,0,0,0,0,0,0,0,100
2020-12-22T00:00:00.000Z,44646,77044,0.83,0,6,0,0,0,0,0,0,0,0,0,100
2020-12-23T00:00:00.000Z,62898,139942,1.5,0,6,0,0,0,0,0,0,0,0,0,100
2020-12-24T00:00:00.000Z,73407,213349,2.29,1,7,0,0,0,0,0,0,0,0,0,100
2020-12-25T00:00:00.000Z,38503,251852,2.71,0,7,0,0,0,0,0,0,0,0,0,100
2020-12-26T00:00:00.000Z,32604,284456,3.06,0,7,0,0,0,0,0,0,0,0,0,100
2020-12-27T00:00:00.000Z,104536,388992,4.18,0,7,0,0,0,0,0,0,0,0,0,100
2020-12-28T00:00:00.000Z,134981,523973,5.63,1,8,0,0,0,0,0,0,0,0,0,100
2020-12-29T00:00:00.000Z,156241,680214,7.31,2,10,0,0,0,0,0,0,0,0,0,100
2020-12-30T00:00:00.000Z,153089,833303,8.96,0,10,0,0,0,0,0,0,0,0,0,100
2020-12-31T00:00:00.000Z,158499,991802,10.67,0,10,0,0,0,0,0,0,0,0,0,100
2021-01-01T00:00:00.000Z,71396,1063198,11.43,0,10,0,0,0,0,0,0,0,0,0,100
2021-01-02T00:00:00.000Z,71704,1134902,12.2,0,10,0,0,0,0,0,0,0,0,0,100
2021-01-03T00:00:00.000Z,149688,1284590,13.81,0,10,0,0,0,0,0,0,0,0,0,100
2021-01-04T00:00:00.000Z,152128,1436718,15.45,2,12,0,0,0,0,0,0,0,0,0,100
2021-01-05T00:00:00.000Z,125127,1561845,16.8,3,15,0,0,0,0,0,0,0,0,0,100
2021-01-06T00:00:00.000Z,103281,1665126,17.91,2,17,0,0,0,0,0,0,0,0,0,100
2021-01-07T00:00:00.000Z,115975,1781101,19.15,7,24,0,0,0,0,0,0,0,0,0,100
2021-01-08T00:00:00.000Z,66412,1847513,19.87,4,28,0,0,0,0,0,0,0,0,0,100
2021-01-09T00:00:00.000Z,44513,1892026,20.35,25,53,0,0,0,0,0,0,0,0,0,100
2021-01-10T00:00:00.000Z,37623,1929649,20.75,5996,6049,0.07,0,0,0,0,0,0,0,0,100
2021-01-11T00:00:00.000Z,21133,1950782,20.98,19258,25307,0.27,0,0,0,0,0,0,0,0,100
2021-01-12T00:00:00.000Z,24029,1974811,21.24,35663,60970,0.66,0,0,0,0,0,0,0,0,100
2021-01-13T00:00:00.000Z,52023,2026834,21.8,56861,117831,1.27,0,0,0,0,0,0,0,0,100
2021-01-14T00:00:00.000Z,56420,2083254,22.4,68825,186656,2.01,0,0,0,0,0,0,0,0,100
2021-01-15T00:00:00.000Z,30733,2113987,22.73,35924,222580,2.39,0,0,0,0,0,0,0,0,100
2021-01-16T00:00:00.000Z,29444,2143431,23.05,26002,248582,2.67,0,0,0,0,0,0,0,0,100
2021-01-17T00:00:00.000Z,68398,2211829,23.78,84575,333157,3.58,0,0,0,0,0,0,0.36,0,99.64
2021-01-18T00:00:00.000Z,69746,2281575,24.53,120398,453555,4.88,0,0,0,0,0,0,0.64,0,99.36
2021-01-19T00:00:00.000Z,72845,2354420,25.32,137797,591352,6.36,0,0,0,0,0,0,1.16,0,98.84
2021-01-20T00:00:00.000Z,76840,2431260,26.14,143709,735061,7.9,0,0,0,0,0,0,1.98,0,98.02
2021-01-21T00:00:00.000Z,69937,2501197,26.9,164385,899446,9.67,0,0,0,0,0,0,2.98,0,97.02
2021-01-22T00:00:00.000Z,37880,2539077,27.3,71099,970545,10.44,0,0,0,0,0,0,3.5,0,96.5
2021-01-23T00:00:00.000Z,39942,2579019,27.73,53569,1024114,11.01,0,0,0,0,0,0,3.89,0,96.11
2021-01-24T00:00:00.000Z,69088,2648107,28.48,140661,1164775,12.53,0,0,0,0,0,0,5.1,0,94.9
2021-01-25T00:00:00.000Z,80881,2728988,29.35,139469,1304244,14.03,0,0,0,0,0,0,6.78,0,93.22
2021-01-26T00:00:00.000Z,78676,2807664,30.19,126381,1430625,15.38,0,0,0,0,0,0,8.65,0,91.35
2021-01-27T00:00:00.000Z,77921,2885585,31.03,125012,1555637,16.73,0,0,0,0,0,0,10.56,0,89.44
2021-01-28T00:00:00.000Z,79515,2965100,31.89,130568,1686205,18.13,0,0,0,0,0,0,12.69,0,87.31
2021-01-29T00:00:00.000Z,36657,3001757,32.28,64760,1750965,18.83,0,0,0,0,0,0,13.61,0,86.39
2021-01-30T00:00:00.000Z,34374,3036131,32.65,42745,1793710,19.29,0,0,0,0,0,0,14.3,0,85.7
2021-01-31T00:00:00.000Z,73308,3109439,33.44,59477,1853187,19.93,0,0,0,0,0,0,16.07,0,83.93
2021-02-01T00:00:00.000Z,82458,3191897,34.32,35321,1888508,20.31,0,0,0,0,0,0,17.81,0,82.19
2021-02-02T00:00:00.000Z,70050,3261947,35.08,31045,1919553,20.64,0,0,0,0,0,0,19.35,0,80.65
2021-02-03T00:00:00.000Z,60264,3322211,35.73,51406,1970959,21.19,0,0,0,0,0,0,20.84,0,79.16
2021-02-04T00:00:00.000Z,72587,3394798,36.51,58061,2029020,21.82,0,0,0,0,0,0,22.39,0,77.61
2021-02-05T00:00:00.000Z,33901,3428699,36.87,28778,2057798,22.13,0,0,0,0,0,0,23.15,0,76.85
2021-02-06T00:00:00.000Z,21597,3450296,37.1,22216,2080014,22.37,0,0,0,0,0,0,23.64,0,76.36
2021-02-07T00:00:00.000Z,54062,3504358,37.68,68699,2148713,23.11,0,0,0,0,0,0,24.4,0,75.6
2021-02-08T00:00:00.000Z,58601,3562959,38.31,65432,2214145,23.81,0,0,0,0,0,0,24.95,0,75.05
2021-02-09T00:00:00.000Z,66303,3629262,39.03,67526,2281671,24.54,0,0,0,0,0,0,25.48,0,74.52
2021-02-10T00:00:00.000Z,70521,3699783,39.79,72260,2353931,25.31,0,0,0,0,0,0,26.23,0,73.77
2021-02-11T00:00:00.000Z,81127,3780910,40.66,72052,2425983,26.09,0,0,0,0,0,0,27.08,0,72.92
2021-02-12T00:00:00.000Z,39073,3819983,41.08,37556,2463539,26.49,0,0,0,0,0,0,27.5,0,72.5
2021-02-13T00:00:00.000Z,27444,3847427,41.37,30415,2493954,26.82,0,0,0,0,0,0,27.82,0,72.18
2021-02-14T00:00:00.000Z,74880,3922307,42.18,69049,2563003,27.56,0,0,0,0,0,0,28.76,0,71.24
2021-02-15T00:00:00.000Z,81501,4003808,43.05,75665,2638668,28.37,0,0,0,0,0,0,29.69,0,70.31
2021-02-16T00:00:00.000Z,83388,4087196,43.95,78247,2716915,29.22,0,0,0,0,0,0,30.64,0,69.36
2021-02-17T00:00:00.000Z,61943,4149139,44.62,75592,2792507,30.03,0,0,0,0,0,0,31.56,0,68.44
