cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,69,148.42,4.31,ירוק,4649
אבו גוש,28,18.06,155,197.15,5.52,צהוב,7862
אבו סנאן,31,28.70,108,75.49,6.15,כתום,14306
אבו רובייעה (שבט),קטן מ-15,אין מידע,18,20.36,5.49,צהוב,8843
אבן יהודה,74,36.82,201,143.20,8.22,אדום,14036
אום אל-פחם,162,39.51,410,72.29,6.54,כתום,56713
אופקים,105,30.17,348,107.48,8.16,אדום,32378
אור יהודה,80,27.30,293,80.08,7.8,אדום,36587
אור עקיבא,51,24.88,205,105.58,7.82,אדום,19417
אורנית,38,32.76,116,128.75,8.47,אדום,9010
אזור,38,29.01,131,99.03,8.63,אדום,13228
אחוזת ברק,28,46.67,60,250.21,10,אדום,2398
אילת,249,36.46,683,130.08,7.93,אדום,52507
אכסאל,37,34.26,108,71.81,5.49,צהוב,15039
אלון שבות,27,50.94,53,170.36,9.32,אדום,3111
אליכין,קטן מ-15,אין מידע,48,138.49,9.54,אדום,3466
אלעד,34,30.63,111,22.57,4.25,ירוק,49179
אלעזר,קטן מ-15,אין מידע,25,102.12,9.47,אדום,2448
אלפי מנשה,46,38.02,121,151.04,9.96,אדום,8011
אלקנה,23,35.38,65,164.18,8.36,אדום,3959
אעבלין,33,41.25,80,59.19,5.22,צהוב,13515
אעצם (שבט),20,48.78,41,37.78,5.45,צהוב,10853
אפרת,66,45.21,146,127.85,8.96,אדום,11420
אריאל,98,35.25,278,135.69,9.63,אדום,20488
אשדוד,471,27.56,1709,75.51,7.77,אדום,226329
אשקלון,544,28.86,1885,128.72,8.74,אדום,146442
באקה אל-גרביה,83,33.88,245,80.47,6.36,כתום,30448
באר יעקב,122,43.88,278,96.47,8.8,אדום,28818
באר שבע,855,30.34,2818,133.79,8.34,אדום,210624
בועיינה-נוג'ידאת,קטן מ-15,אין מידע,66,65.93,5.01,צהוב,10011
בוקעאתא,קטן מ-15,אין מידע,42,62.90,6.35,כתום,6677
ביר אל-מכסור,36,48.00,75,77.09,4.93,צהוב,9729
בית אל,קטן מ-15,אין מידע,33,55.69,8.97,אדום,5926
בית אריה,15,30.00,50,93.60,8.62,אדום,5342
בית ג'ן,22,34.38,64,52.59,9.26,אדום,12169
בית דגן,קטן מ-15,אין מידע,44,60.29,7.6,אדום,7298
בית חשמונאי,קטן מ-15,אין מידע,18,82.23,8.5,אדום,2189
בית יצחק-שער חפר,קטן מ-15,אין מידע,29,135.26,8.27,אדום,2144
בית שאן,87,26.85,324,170.71,8.34,אדום,18980
בית שמש,81,24.62,329,24.88,5.56,צהוב,132210
ביתר עילית,קטן מ-15,אין מידע,40,6.53,1.92,ירוק,61297
בני ברק,112,24.67,454,21.82,3.53,ירוק,208031
"בני עי""ש",קטן מ-15,אין מידע,47,68.10,7.82,אדום,6902
בנימינה-גבעת עדה,97,40.76,238,149.02,8.95,אדום,15971
"בסמ""ה",44,40.00,110,107.30,6.3,כתום,10252
בסמת טבעון,30,40.54,74,92.49,5.78,צהוב,8001
בענה,קטן מ-15,אין מידע,29,34.44,4.4,ירוק,8421
ברכה,19,51.35,37,128.12,9.97,אדום,2888
בת חפר,22,30.99,71,134.52,9.26,אדום,5278
בת ים,206,20.08,1026,80.30,7.71,אדום,127772
ג'דיידה-מכר,21,32.31,65,30.47,5.96,צהוב,21331
ג'ולס,קטן מ-15,אין מידע,50,76.39,7.56,אדום,6545
ג'לג'וליה,38,43.18,88,85.48,6.19,כתום,10295
ג'סר א-זרקא,81,50.63,160,105.87,5.74,צהוב,15113
ג'ש (גוש חלב),קטן מ-15,אין מידע,26,83.33,6.95,כתום,3120
ג'ת,29,30.21,96,78.35,7.43,כתום,12252
גבע בנימין,קטן מ-15,אין מידע,26,45.16,8.99,אדום,5757
גבעת אבני,קטן מ-15,אין מידע,33,158.65,8.35,אדום,2080
גבעת ברנר,קטן מ-15,אין מידע,26,97.56,8.67,אדום,2665
גבעת זאב,21,26.25,80,41.66,6.48,כתום,19205
