dayDate,ageGroup,verified,verifiedNormalized,avgVerifiedAmount7Days
2021-02-28T00:00:00.000Z,0-4,148,18.75,232
2021-02-28T00:00:00.000Z,5-11,145,11.71,245
2021-02-28T00:00:00.000Z,12-15,82,12.89,115
2021-02-28T00:00:00.000Z,16-19,103,17.42,136
2021-03-01T00:00:00.000Z,0-4,296,37.5,220
2021-03-01T00:00:00.000Z,5-11,324,26.17,234
2021-03-01T00:00:00.000Z,12-15,158,24.84,114
2021-03-01T00:00:00.000Z,16-19,136,23,124
2021-03-02T00:00:00.000Z,0-4,239,30.28,209
2021-03-02T00:00:00.000Z,5-11,313,25.28,234
2021-03-02T00:00:00.000Z,12-15,145,22.8,113
2021-03-02T00:00:00.000Z,16-19,133,22.49,119
2021-03-03T00:00:00.000Z,0-4,261,33.06,208
2021-03-03T00:00:00.000Z,5-11,296,23.91,233
2021-03-03T00:00:00.000Z,12-15,162,25.47,116
2021-03-03T00:00:00.000Z,16-19,177,29.93,122
2021-03-04T00:00:00.000Z,0-4,234,29.64,209
2021-03-04T00:00:00.000Z,5-11,236,19.06,228
2021-03-04T00:00:00.000Z,12-15,120,18.87,116
2021-03-04T00:00:00.000Z,16-19,111,18.77,120
2021-03-05T00:00:00.000Z,0-4,220,27.87,210
2021-03-05T00:00:00.000Z,5-11,342,27.62,247
2021-03-05T00:00:00.000Z,12-15,129,20.28,118
2021-03-05T00:00:00.000Z,16-19,138,23.34,119
2021-03-06T00:00:00.000Z,0-4,132,16.72,218
2021-03-06T00:00:00.000Z,5-11,158,12.76,259
2021-03-06T00:00:00.000Z,12-15,51,8.02,121
2021-03-06T00:00:00.000Z,16-19,36,6.09,119
2021-03-07T00:00:00.000Z,0-4,122,15.46,214
2021-03-07T00:00:00.000Z,5-11,172,13.89,263
2021-03-07T00:00:00.000Z,12-15,80,12.58,120
2021-03-07T00:00:00.000Z,16-19,72,12.18,114
2021-03-08T00:00:00.000Z,0-4,246,31.16,207
2021-03-08T00:00:00.000Z,5-11,342,27.62,265
2021-03-08T00:00:00.000Z,12-15,140,22.01,118
2021-03-08T00:00:00.000Z,16-19,90,15.22,108
2021-03-09T00:00:00.000Z,0-4,180,22.8,199
2021-03-09T00:00:00.000Z,5-11,240,19.38,255
2021-03-09T00:00:00.000Z,12-15,112,17.61,113
2021-03-09T00:00:00.000Z,16-19,75,12.68,99
2021-03-10T00:00:00.000Z,0-4,158,20.02,184
2021-03-10T00:00:00.000Z,5-11,219,17.69,244
2021-03-10T00:00:00.000Z,12-15,92,14.47,103
2021-03-10T00:00:00.000Z,16-19,66,11.16,84
2021-03-11T00:00:00.000Z,0-4,159,20.14,173
2021-03-11T00:00:00.000Z,5-11,182,14.7,236
2021-03-11T00:00:00.000Z,12-15,64,10.06,95
2021-03-11T00:00:00.000Z,16-19,50,8.46,75
2021-03-12T00:00:00.000Z,0-4,134,16.98,161
2021-03-12T00:00:00.000Z,5-11,154,12.44,209
2021-03-12T00:00:00.000Z,12-15,64,10.06,86
2021-03-12T00:00:00.000Z,16-19,55,9.3,63
2021-03-13T00:00:00.000Z,0-4,49,6.21,149
2021-03-13T00:00:00.000Z,5-11,53,4.28,194
2021-03-13T00:00:00.000Z,12-15,10,1.57,80
2021-03-13T00:00:00.000Z,16-19,23,3.89,61
2021-03-14T00:00:00.000Z,0-4,64,8.11,141
2021-03-14T00:00:00.000Z,5-11,98,7.91,184
2021-03-14T00:00:00.000Z,12-15,34,5.35,73
2021-03-14T00:00:00.000Z,16-19,20,3.38,54
2021-03-15T00:00:00.000Z,0-4,105,13.3,121
2021-03-15T00:00:00.000Z,5-11,153,12.36,157
2021-03-15T00:00:00.000Z,12-15,53,8.33,61
2021-03-15T00:00:00.000Z,16-19,51,8.62,48
2021-03-16T00:00:00.000Z,0-4,80,10.13,107
2021-03-16T00:00:00.000Z,5-11,106,8.56,137
2021-03-16T00:00:00.000Z,12-15,51,8.02,52
2021-03-16T00:00:00.000Z,16-19,38,6.43,43
2021-03-17T00:00:00.000Z,0-4,84,10.64,96
2021-03-17T00:00:00.000Z,5-11,86,6.95,118
2021-03-17T00:00:00.000Z,12-15,34,5.35,44
2021-03-17T00:00:00.000Z,16-19,38,6.43,39
2021-03-18T00:00:00.000Z,0-4,76,9.63,84
2021-03-18T00:00:00.000Z,5-11,63,5.09,101
2021-03-18T00:00:00.000Z,12-15,31,4.87,39
2021-03-18T00:00:00.000Z,16-19,29,4.9,36
2021-03-19T00:00:00.000Z,0-4,60,7.6,74
2021-03-19T00:00:00.000Z,5-11,57,4.6,88
2021-03-19T00:00:00.000Z,12-15,20,3.14,33
2021-03-19T00:00:00.000Z,16-19,23,3.89,31
2021-03-20T00:00:00.000Z,0-4,17,2.15,69
2021-03-20T00:00:00.000Z,5-11,20,1.62,83
2021-03-20T00:00:00.000Z,12-15,5,0.79,32
2021-03-20T00:00:00.000Z,16-19,6,1.01,29
2021-03-21T00:00:00.000Z,0-4,27,3.42,64
2021-03-21T00:00:00.000Z,5-11,40,3.23,75
2021-03-21T00:00:00.000Z,12-15,18,2.83,30
2021-03-21T00:00:00.000Z,16-19,12,2.03,28
2021-03-22T00:00:00.000Z,0-4,42,5.32,55
2021-03-22T00:00:00.000Z,5-11,68,5.49,62
2021-03-22T00:00:00.000Z,12-15,37,5.82,28
2021-03-22T00:00:00.000Z,16-19,20,3.38,23
2021-03-23T00:00:00.000Z,0-4,30,3.8,48
2021-03-23T00:00:00.000Z,5-11,28,2.26,51
2021-03-23T00:00:00.000Z,12-15,18,2.83,23
2021-03-23T00:00:00.000Z,16-19,17,2.87,20
2021-03-24T00:00:00.000Z,0-4,20,2.53,38
2021-03-24T00:00:00.000Z,5-11,29,2.34,43
2021-03-24T00:00:00.000Z,12-15,12,1.89,20
2021-03-24T00:00:00.000Z,16-19,10,1.69,16
2021-03-25T00:00:00.000Z,0-4,33,4.18,32
2021-03-25T00:00:00.000Z,5-11,55,4.44,42
2021-03-25T00:00:00.000Z,12-15,26,4.09,19
2021-03-25T00:00:00.000Z,16-19,27,4.57,16
2021-03-26T00:00:00.000Z,0-4,23,2.91,27
2021-03-26T00:00:00.000Z,5-11,31,2.5,38
2021-03-26T00:00:00.000Z,12-15,27,4.25,20
2021-03-26T00:00:00.000Z,16-19,22,3.72,16
2021-03-27T00:00:00.000Z,0-4,6,0.76,25
2021-03-27T00:00:00.000Z,5-11,19,1.53,38
2021-03-27T00:00:00.000Z,12-15,8,1.26,20
2021-03-27T00:00:00.000Z,16-19,3,0.51,15
2021-03-28T00:00:00.000Z,0-4,5,0.63,22
2021-03-28T00:00:00.000Z,5-11,6,0.48,33
2021-03-28T00:00:00.000Z,12-15,1,0.16,18
2021-03-28T00:00:00.000Z,16-19,3,0.51,14
2021-03-29T00:00:00.000Z,0-4,12,1.52,18
2021-03-29T00:00:00.000Z,5-11,28,2.26,28
2021-03-29T00:00:00.000Z,12-15,13,2.04,15
2021-03-29T00:00:00.000Z,16-19,12,2.03,13
2021-03-30T00:00:00.000Z,0-4,28,3.55,18
2021-03-30T00:00:00.000Z,5-11,31,2.5,28
2021-03-30T00:00:00.000Z,12-15,13,2.04,14
2021-03-30T00:00:00.000Z,16-19,11,1.86,12
2021-03-31T00:00:00.000Z,0-4,26,3.29,19
2021-03-31T00:00:00.000Z,5-11,39,3.15,29
2021-03-31T00:00:00.000Z,12-15,18,2.83,15
2021-03-31T00:00:00.000Z,16-19,10,1.69,12
2021-04-01T00:00:00.000Z,0-4,16,2.03,16
2021-04-01T00:00:00.000Z,5-11,34,2.75,26
2021-04-01T00:00:00.000Z,12-15,15,2.36,13
2021-04-01T00:00:00.000Z,16-19,7,1.18,9
2021-04-02T00:00:00.000Z,0-4,22,2.79,16
2021-04-02T00:00:00.000Z,5-11,46,3.72,29
2021-04-02T00:00:00.000Z,12-15,22,3.46,12
2021-04-02T00:00:00.000Z,16-19,12,2.03,8
2021-04-03T00:00:00.000Z,0-4,6,0.76,16
2021-04-03T00:00:00.000Z,5-11,11,0.89,27
2021-04-03T00:00:00.000Z,12-15,7,1.1,12
2021-04-03T00:00:00.000Z,16-19,6,1.01,8
2021-04-04T00:00:00.000Z,0-4,11,1.39,17
2021-04-04T00:00:00.000Z,5-11,10,0.81,28
2021-04-04T00:00:00.000Z,12-15,6,0.94,13
2021-04-04T00:00:00.000Z,16-19,5,0.85,9
2021-04-05T00:00:00.000Z,0-4,10,1.27,17
2021-04-05T00:00:00.000Z,5-11,31,2.5,28
2021-04-05T00:00:00.000Z,12-15,18,2.83,14
2021-04-05T00:00:00.000Z,16-19,17,2.87,9
2021-04-06T00:00:00.000Z,0-4,13,1.65,14
2021-04-06T00:00:00.000Z,5-11,17,1.37,26
2021-04-06T00:00:00.000Z,12-15,9,1.42,13
2021-04-06T00:00:00.000Z,16-19,8,1.35,9
2021-04-07T00:00:00.000Z,0-4,9,1.14,12
2021-04-07T00:00:00.000Z,5-11,14,1.13,23
2021-04-07T00:00:00.000Z,12-15,11,1.73,12
2021-04-07T00:00:00.000Z,16-19,2,0.34,8
2021-04-08T00:00:00.000Z,0-4,9,1.14,11
2021-04-08T00:00:00.000Z,5-11,13,1.05,20
2021-04-08T00:00:00.000Z,12-15,2,0.31,10
2021-04-08T00:00:00.000Z,16-19,4,0.68,7
2021-04-09T00:00:00.000Z,0-4,13,1.65,10
2021-04-09T00:00:00.000Z,5-11,18,1.45,16
2021-04-09T00:00:00.000Z,12-15,10,1.57,9
2021-04-09T00:00:00.000Z,16-19,1,0.17,6
2021-04-10T00:00:00.000Z,0-4,3,0.38,9
2021-04-10T00:00:00.000Z,5-11,0,0,14
2021-04-10T00:00:00.000Z,12-15,2,0.31,8
2021-04-10T00:00:00.000Z,16-19,2,0.34,5
2021-04-11T00:00:00.000Z,0-4,6,0.76,9
2021-04-11T00:00:00.000Z,5-11,5,0.4,14
2021-04-11T00:00:00.000Z,12-15,1,0.16,7
2021-04-11T00:00:00.000Z,16-19,2,0.34,5
2021-04-12T00:00:00.000Z,0-4,8,1.01,8
2021-04-12T00:00:00.000Z,5-11,14,1.13,11
2021-04-12T00:00:00.000Z,12-15,7,1.1,6
2021-04-12T00:00:00.000Z,16-19,5,0.85,3
2021-04-13T00:00:00.000Z,0-4,10,1.27,8
2021-04-13T00:00:00.000Z,5-11,15,1.21,11
2021-04-13T00:00:00.000Z,12-15,3,0.47,5
2021-04-13T00:00:00.000Z,16-19,1,0.17,2
2021-04-14T00:00:00.000Z,0-4,3,0.38,7
2021-04-14T00:00:00.000Z,5-11,7,0.57,10
2021-04-14T00:00:00.000Z,12-15,4,0.63,4
2021-04-14T00:00:00.000Z,16-19,8,1.35,3
2021-04-15T00:00:00.000Z,0-4,2,0.25,6
2021-04-15T00:00:00.000Z,5-11,5,0.4,9
2021-04-15T00:00:00.000Z,12-15,0,0,3
2021-04-15T00:00:00.000Z,16-19,0,0,2
2021-04-16T00:00:00.000Z,0-4,2,0.25,4
2021-04-16T00:00:00.000Z,5-11,7,0.57,7
2021-04-16T00:00:00.000Z,12-15,4,0.63,3
2021-04-16T00:00:00.000Z,16-19,1,0.17,2
2021-04-17T00:00:00.000Z,0-4,0,0,4
2021-04-17T00:00:00.000Z,5-11,4,0.32,8
2021-04-17T00:00:00.000Z,12-15,1,0.16,2
2021-04-17T00:00:00.000Z,16-19,1,0.17,2
2021-04-18T00:00:00.000Z,0-4,8,1.01,4
2021-04-18T00:00:00.000Z,5-11,22,1.78,10
2021-04-18T00:00:00.000Z,12-15,10,1.57,4
2021-04-18T00:00:00.000Z,16-19,4,0.68,2
2021-04-19T00:00:00.000Z,0-4,3,0.38,4
2021-04-19T00:00:00.000Z,5-11,10,0.81,10
2021-04-19T00:00:00.000Z,12-15,7,1.1,4
2021-04-19T00:00:00.000Z,16-19,1,0.17,2
2021-04-20T00:00:00.000Z,0-4,2,0.25,2
2021-04-20T00:00:00.000Z,5-11,11,0.89,9
2021-04-20T00:00:00.000Z,12-15,6,0.94,4
2021-04-20T00:00:00.000Z,16-19,2,0.34,2
2021-04-21T00:00:00.000Z,0-4,3,0.38,2
2021-04-21T00:00:00.000Z,5-11,1,0.08,8
2021-04-21T00:00:00.000Z,12-15,2,0.31,4
2021-04-21T00:00:00.000Z,16-19,3,0.51,1
2021-04-22T00:00:00.000Z,0-4,4,0.51,3
2021-04-22T00:00:00.000Z,5-11,13,1.05,9
2021-04-22T00:00:00.000Z,12-15,6,0.94,5
2021-04-22T00:00:00.000Z,16-19,2,0.34,2
2021-04-23T00:00:00.000Z,0-4,3,0.38,3
2021-04-23T00:00:00.000Z,5-11,0,0,8
2021-04-23T00:00:00.000Z,12-15,1,0.16,4
2021-04-23T00:00:00.000Z,16-19,1,0.17,2
2021-04-24T00:00:00.000Z,0-4,1,0.13,3
2021-04-24T00:00:00.000Z,5-11,0,0,8
2021-04-24T00:00:00.000Z,12-15,0,0,4
2021-04-24T00:00:00.000Z,16-19,2,0.34,2
2021-04-25T00:00:00.000Z,0-4,0,0,2
2021-04-25T00:00:00.000Z,5-11,1,0.08,5
2021-04-25T00:00:00.000Z,12-15,3,0.47,3
2021-04-25T00:00:00.000Z,16-19,0,0,1
2021-04-26T00:00:00.000Z,0-4,1,0.13,2
2021-04-26T00:00:00.000Z,5-11,5,0.4,4
2021-04-26T00:00:00.000Z,12-15,1,0.16,2
2021-04-26T00:00:00.000Z,16-19,0,0,1
2021-04-27T00:00:00.000Z,0-4,3,0.38,2
2021-04-27T00:00:00.000Z,5-11,10,0.81,4
2021-04-27T00:00:00.000Z,12-15,3,0.47,2
2021-04-27T00:00:00.000Z,16-19,1,0.17,1
2021-04-28T00:00:00.000Z,0-4,1,0.13,1
2021-04-28T00:00:00.000Z,5-11,6,0.48,5
2021-04-28T00:00:00.000Z,12-15,1,0.16,2
2021-04-28T00:00:00.000Z,16-19,0,0,0
2021-04-29T00:00:00.000Z,0-4,1,0.13,1
2021-04-29T00:00:00.000Z,5-11,5,0.4,3
2021-04-29T00:00:00.000Z,12-15,2,0.31,1
2021-04-29T00:00:00.000Z,16-19,2,0.34,0
2021-04-30T00:00:00.000Z,0-4,2,0.25,1
2021-04-30T00:00:00.000Z,5-11,2,0.16,4
2021-04-30T00:00:00.000Z,12-15,4,0.63,2
2021-04-30T00:00:00.000Z,16-19,1,0.17,0
2021-05-01T00:00:00.000Z,0-4,0,0,1
2021-05-01T00:00:00.000Z,5-11,0,0,4
2021-05-01T00:00:00.000Z,12-15,1,0.16,2
2021-05-01T00:00:00.000Z,16-19,0,0,0
2021-05-02T00:00:00.000Z,0-4,1,0.13,1
2021-05-02T00:00:00.000Z,5-11,3,0.24,4
2021-05-02T00:00:00.000Z,12-15,1,0.16,1
2021-05-02T00:00:00.000Z,16-19,1,0.17,0
2021-05-03T00:00:00.000Z,0-4,2,0.25,1
2021-05-03T00:00:00.000Z,5-11,10,0.81,5
2021-05-03T00:00:00.000Z,12-15,1,0.16,1
2021-05-03T00:00:00.000Z,16-19,1,0.17,0
2021-05-04T00:00:00.000Z,0-4,3,0.38,1
2021-05-04T00:00:00.000Z,5-11,5,0.4,4
2021-05-04T00:00:00.000Z,12-15,2,0.31,1
2021-05-04T00:00:00.000Z,16-19,0,0,0
2021-05-05T00:00:00.000Z,0-4,4,0.51,1
2021-05-05T00:00:00.000Z,5-11,8,0.65,4
2021-05-05T00:00:00.000Z,12-15,3,0.47,2
2021-05-05T00:00:00.000Z,16-19,0,0,0
2021-05-06T00:00:00.000Z,0-4,1,0.13,1
2021-05-06T00:00:00.000Z,5-11,1,0.08,4
2021-05-06T00:00:00.000Z,12-15,3,0.47,2
2021-05-06T00:00:00.000Z,16-19,0,0,0
2021-05-07T00:00:00.000Z,0-4,0,0,1
2021-05-07T00:00:00.000Z,5-11,0,0,3
2021-05-07T00:00:00.000Z,12-15,2,0.31,1
2021-05-07T00:00:00.000Z,16-19,0,0,0
2021-05-08T00:00:00.000Z,0-4,0,0,1
2021-05-08T00:00:00.000Z,5-11,1,0.08,4
2021-05-08T00:00:00.000Z,12-15,0,0,1
2021-05-08T00:00:00.000Z,16-19,0,0,0
2021-05-09T00:00:00.000Z,0-4,1,0.13,1
2021-05-09T00:00:00.000Z,5-11,1,0.08,3
2021-05-09T00:00:00.000Z,12-15,0,0,1
2021-05-09T00:00:00.000Z,16-19,0,0,0
2021-05-10T00:00:00.000Z,0-4,1,0.13,1
2021-05-10T00:00:00.000Z,5-11,2,0.16,2
2021-05-10T00:00:00.000Z,12-15,9,1.42,2
2021-05-10T00:00:00.000Z,16-19,1,0.17,0
2021-05-11T00:00:00.000Z,0-4,2,0.25,1
2021-05-11T00:00:00.000Z,5-11,1,0.08,2
2021-05-11T00:00:00.000Z,12-15,1,0.16,2
2021-05-11T00:00:00.000Z,16-19,0,0,0
2021-05-12T00:00:00.000Z,0-4,0,0,0
2021-05-12T00:00:00.000Z,5-11,1,0.08,1
2021-05-12T00:00:00.000Z,12-15,0,0,2
2021-05-12T00:00:00.000Z,16-19,0,0,0
2021-05-13T00:00:00.000Z,0-4,2,0.25,0
2021-05-13T00:00:00.000Z,5-11,3,0.24,1
2021-05-13T00:00:00.000Z,12-15,2,0.31,2
2021-05-13T00:00:00.000Z,16-19,0,0,0
2021-05-14T00:00:00.000Z,0-4,0,0,0
2021-05-14T00:00:00.000Z,5-11,1,0.08,1
2021-05-14T00:00:00.000Z,12-15,1,0.16,1
2021-05-14T00:00:00.000Z,16-19,0,0,0
2021-05-15T00:00:00.000Z,0-4,0,0,0
2021-05-15T00:00:00.000Z,5-11,2,0.16,1
2021-05-15T00:00:00.000Z,12-15,0,0,1
2021-05-15T00:00:00.000Z,16-19,0,0,0
2021-05-16T00:00:00.000Z,0-4,0,0,0
2021-05-16T00:00:00.000Z,5-11,4,0.32,2
2021-05-16T00:00:00.000Z,12-15,2,0.31,2
2021-05-16T00:00:00.000Z,16-19,1,0.17,0
2021-05-17T00:00:00.000Z,0-4,0,0,0
2021-05-17T00:00:00.000Z,5-11,0,0,1
2021-05-17T00:00:00.000Z,12-15,0,0,0
2021-05-17T00:00:00.000Z,16-19,0,0,0
2021-05-18T00:00:00.000Z,0-4,0,0,0
2021-05-18T00:00:00.000Z,5-11,3,0.24,2
2021-05-18T00:00:00.000Z,12-15,2,0.31,1
2021-05-18T00:00:00.000Z,16-19,1,0.17,0
2021-05-19T00:00:00.000Z,0-4,1,0.13,0
2021-05-19T00:00:00.000Z,5-11,2,0.16,2
2021-05-19T00:00:00.000Z,12-15,0,0,1
2021-05-19T00:00:00.000Z,16-19,0,0,0
2021-05-20T00:00:00.000Z,0-4,0,0,0
2021-05-20T00:00:00.000Z,5-11,5,0.4,2
2021-05-20T00:00:00.000Z,12-15,1,0.16,0
2021-05-20T00:00:00.000Z,16-19,2,0.34,0
2021-05-21T00:00:00.000Z,0-4,0,0,0
2021-05-21T00:00:00.000Z,5-11,0,0,2
2021-05-21T00:00:00.000Z,12-15,1,0.16,0
2021-05-21T00:00:00.000Z,16-19,2,0.34,0
2021-05-22T00:00:00.000Z,0-4,1,0.13,0
2021-05-22T00:00:00.000Z,5-11,0,0,2
2021-05-22T00:00:00.000Z,12-15,0,0,0
2021-05-22T00:00:00.000Z,16-19,0,0,0
2021-05-23T00:00:00.000Z,0-4,3,0.38,0
2021-05-23T00:00:00.000Z,5-11,7,0.57,2
2021-05-23T00:00:00.000Z,12-15,0,0,0
2021-05-23T00:00:00.000Z,16-19,1,0.17,0
2021-05-24T00:00:00.000Z,0-4,0,0,0
2021-05-24T00:00:00.000Z,5-11,2,0.16,2
2021-05-24T00:00:00.000Z,12-15,2,0.31,0
2021-05-24T00:00:00.000Z,16-19,0,0,0
2021-05-25T00:00:00.000Z,0-4,0,0,0
2021-05-25T00:00:00.000Z,5-11,1,0.08,2
2021-05-25T00:00:00.000Z,12-15,0,0,0
2021-05-25T00:00:00.000Z,16-19,0,0,0
2021-05-26T00:00:00.000Z,0-4,0,0,0
2021-05-26T00:00:00.000Z,5-11,0,0,2
2021-05-26T00:00:00.000Z,12-15,2,0.31,0
2021-05-26T00:00:00.000Z,16-19,2,0.34,1
2021-05-27T00:00:00.000Z,0-4,0,0,0
2021-05-27T00:00:00.000Z,5-11,2,0.16,1
2021-05-27T00:00:00.000Z,12-15,1,0.16,0
2021-05-27T00:00:00.000Z,16-19,0,0,0
2021-05-28T00:00:00.000Z,0-4,0,0,0
2021-05-28T00:00:00.000Z,5-11,0,0,1
2021-05-28T00:00:00.000Z,12-15,0,0,0
2021-05-28T00:00:00.000Z,16-19,0,0,0
2021-05-29T00:00:00.000Z,0-4,0,0,0
2021-05-29T00:00:00.000Z,5-11,1,0.08,1
2021-05-29T00:00:00.000Z,12-15,0,0,0
2021-05-29T00:00:00.000Z,16-19,0,0,0
2021-05-30T00:00:00.000Z,0-4,0,0,0
2021-05-30T00:00:00.000Z,5-11,0,0,0
2021-05-30T00:00:00.000Z,12-15,0,0,0
2021-05-30T00:00:00.000Z,16-19,0,0,0
2021-05-31T00:00:00.000Z,0-4,0,0,0
2021-05-31T00:00:00.000Z,5-11,0,0,0
2021-05-31T00:00:00.000Z,12-15,0,0,0
2021-05-31T00:00:00.000Z,16-19,0,0,0
2021-06-01T00:00:00.000Z,0-4,0,0,0
2021-06-01T00:00:00.000Z,5-11,0,0,0
2021-06-01T00:00:00.000Z,12-15,4,0.63,1
2021-06-01T00:00:00.000Z,16-19,1,0.17,0
2021-06-02T00:00:00.000Z,0-4,0,0,0
2021-06-02T00:00:00.000Z,5-11,0,0,0
2021-06-02T00:00:00.000Z,12-15,1,0.16,0
2021-06-02T00:00:00.000Z,16-19,0,0,0
2021-06-03T00:00:00.000Z,0-4,0,0,0
2021-06-03T00:00:00.000Z,5-11,0,0,0
2021-06-03T00:00:00.000Z,12-15,0,0,0
2021-06-03T00:00:00.000Z,16-19,0,0,0
2021-06-04T00:00:00.000Z,0-4,1,0.13,0
2021-06-04T00:00:00.000Z,5-11,1,0.08,0
2021-06-04T00:00:00.000Z,12-15,1,0.16,0
2021-06-04T00:00:00.000Z,16-19,1,0.17,0
2021-06-05T00:00:00.000Z,0-4,0,0,0
2021-06-05T00:00:00.000Z,5-11,0,0,0
2021-06-05T00:00:00.000Z,12-15,0,0,0
2021-06-05T00:00:00.000Z,16-19,0,0,0
2021-06-06T00:00:00.000Z,0-4,0,0,0
2021-06-06T00:00:00.000Z,5-11,0,0,0
2021-06-06T00:00:00.000Z,12-15,0,0,0
2021-06-06T00:00:00.000Z,16-19,0,0,0
2021-06-07T00:00:00.000Z,0-4,0,0,0
2021-06-07T00:00:00.000Z,5-11,0,0,0
2021-06-07T00:00:00.000Z,12-15,0,0,0
2021-06-07T00:00:00.000Z,16-19,0,0,0
2021-06-08T00:00:00.000Z,0-4,3,0.38,0
2021-06-08T00:00:00.000Z,5-11,2,0.16,0
2021-06-08T00:00:00.000Z,12-15,1,0.16,0
2021-06-08T00:00:00.000Z,16-19,0,0,0
2021-06-09T00:00:00.000Z,0-4,0,0,0
2021-06-09T00:00:00.000Z,5-11,0,0,0
2021-06-09T00:00:00.000Z,12-15,0,0,0
2021-06-09T00:00:00.000Z,16-19,0,0,0
2021-06-10T00:00:00.000Z,0-4,3,0.38,1
2021-06-10T00:00:00.000Z,5-11,0,0,0
2021-06-10T00:00:00.000Z,12-15,0,0,0
2021-06-10T00:00:00.000Z,16-19,0,0,0
2021-06-11T00:00:00.000Z,0-4,3,0.38,1
2021-06-11T00:00:00.000Z,5-11,0,0,0
2021-06-11T00:00:00.000Z,12-15,0,0,0
2021-06-11T00:00:00.000Z,16-19,1,0.17,0
2021-06-12T00:00:00.000Z,0-4,0,0,1
2021-06-12T00:00:00.000Z,5-11,0,0,0
2021-06-12T00:00:00.000Z,12-15,0,0,0
2021-06-12T00:00:00.000Z,16-19,0,0,0
2021-06-13T00:00:00.000Z,0-4,0,0,1
2021-06-13T00:00:00.000Z,5-11,0,0,0
2021-06-13T00:00:00.000Z,12-15,0,0,0
2021-06-13T00:00:00.000Z,16-19,0,0,0
2021-06-14T00:00:00.000Z,0-4,3,0.38,1
2021-06-14T00:00:00.000Z,5-11,0,0,0
2021-06-14T00:00:00.000Z,12-15,0,0,0
2021-06-14T00:00:00.000Z,16-19,1,0.17,0
2021-06-15T00:00:00.000Z,0-4,1,0.13,1
2021-06-15T00:00:00.000Z,5-11,2,0.16,0
2021-06-15T00:00:00.000Z,12-15,0,0,0
2021-06-15T00:00:00.000Z,16-19,0,0,0
2021-06-16T00:00:00.000Z,0-4,0,0,1
2021-06-16T00:00:00.000Z,5-11,0,0,0
2021-06-16T00:00:00.000Z,12-15,0,0,0
2021-06-16T00:00:00.000Z,16-19,0,0,0
2021-06-17T00:00:00.000Z,0-4,5,0.63,1
2021-06-17T00:00:00.000Z,5-11,0,0,0
2021-06-17T00:00:00.000Z,12-15,0,0,0
2021-06-17T00:00:00.000Z,16-19,0,0,0
2021-06-18T00:00:00.000Z,0-4,3,0.38,1
2021-06-18T00:00:00.000Z,5-11,0,0,0
2021-06-18T00:00:00.000Z,12-15,0,0,0
2021-06-18T00:00:00.000Z,16-19,1,0.17,0
2021-06-19T00:00:00.000Z,0-4,0,0,1
2021-06-19T00:00:00.000Z,5-11,0,0,0
2021-06-19T00:00:00.000Z,12-15,0,0,0
2021-06-19T00:00:00.000Z,16-19,2,0.34,0
2021-06-20T00:00:00.000Z,0-4,1,0.13,1
2021-06-20T00:00:00.000Z,5-11,0,0,0
2021-06-20T00:00:00.000Z,12-15,2,0.31,0
2021-06-20T00:00:00.000Z,16-19,0,0,0
2021-06-21T00:00:00.000Z,0-4,1,0.13,1
2021-06-21T00:00:00.000Z,5-11,1,0.08,0
2021-06-21T00:00:00.000Z,12-15,1,0.16,0
2021-06-21T00:00:00.000Z,16-19,0,0,0
2021-06-22T00:00:00.000Z,0-4,1,0.13,1
2021-06-22T00:00:00.000Z,5-11,1,0.08,0
2021-06-22T00:00:00.000Z,12-15,1,0.16,0
2021-06-22T00:00:00.000Z,16-19,0,0,0
2021-06-23T00:00:00.000Z,0-4,0,0,1
2021-06-23T00:00:00.000Z,5-11,2,0.16,0
2021-06-23T00:00:00.000Z,12-15,7,1.1,1
2021-06-23T00:00:00.000Z,16-19,2,0.34,0
2021-06-24T00:00:00.000Z,0-4,0,0,0
2021-06-24T00:00:00.000Z,5-11,4,0.32,1
2021-06-24T00:00:00.000Z,12-15,8,1.26,2
2021-06-24T00:00:00.000Z,16-19,0,0,0
2021-06-25T00:00:00.000Z,0-4,0,0,0
2021-06-25T00:00:00.000Z,5-11,2,0.16,1
2021-06-25T00:00:00.000Z,12-15,5,0.79,3
2021-06-25T00:00:00.000Z,16-19,1,0.17,0
2021-06-26T00:00:00.000Z,0-4,0,0,0
2021-06-26T00:00:00.000Z,5-11,2,0.16,1
2021-06-26T00:00:00.000Z,12-15,2,0.31,3
2021-06-26T00:00:00.000Z,16-19,1,0.17,0
2021-06-27T00:00:00.000Z,0-4,1,0.13,0
2021-06-27T00:00:00.000Z,5-11,6,0.48,2
2021-06-27T00:00:00.000Z,12-15,8,1.26,4
2021-06-27T00:00:00.000Z,16-19,0,0,0
2021-06-28T00:00:00.000Z,0-4,0,0,0
2021-06-28T00:00:00.000Z,5-11,5,0.4,3
2021-06-28T00:00:00.000Z,12-15,5,0.79,5
2021-06-28T00:00:00.000Z,16-19,1,0.17,0
2021-06-29T00:00:00.000Z,0-4,4,0.51,0
2021-06-29T00:00:00.000Z,5-11,8,0.65,4
2021-06-29T00:00:00.000Z,12-15,16,2.52,7
2021-06-29T00:00:00.000Z,16-19,0,0,0
2021-06-30T00:00:00.000Z,0-4,3,0.38,1
2021-06-30T00:00:00.000Z,5-11,13,1.05,5
2021-06-30T00:00:00.000Z,12-15,17,2.67,8
