coronaOccupancy,isolatedTeam,name,normalOccupancy
195.4545454545455,49,נהריה,82.29598999023438
116.6666666666667,99,לניאדו,81.6156005859375
107.69230769230771,28,שערי צדק,95.08599853515625
96.29629629629629,4,מעייני הישועה,96.1661376953125
83.9622641509434,53,הדסה עין כרם,107.1524963378906
81.48148148148148,0,סנט ג'וזף,
75,14,הסקוטי,102.8368759155273
74.50980392156863,19,שמיר (אסף הרופא),63.74859619140625
74.07407407407408,16,אסותא אשדוד,
73.33333333333333,66,"רמב""ם",93.40206146240234
70,62,שיבא,96.64556884765625
66.66666666666666,29,המרכזי בעמק,71.03448486328125
63.33333333333333,30,פוריה,64.78873443603516
57.99999999999999,88,רבין ק. בילינסון,94.01197814941406
57.692307692307686,16,זיו צפת,74.3515853881836
56.666666666666664,11,בני ציון,81.0623550415039
48.33333333333333,20,הלל יפה,87.96116638183594
47.77777777777778,23,סוראסקי,105.2092208862305
45.58823529411765,33,וולפסון,65.00732421875
45,17,קפלן,89.89169311523438
44.44444444444444,16,הכרמל,65.64417266845703
39.682539682539684,37,ברזילי,73.83333587646484
34.14634146341464,7,השרון ק. גולדה,60.58091354370117
30.48780487804878,56,מאיר,75.32133483886719
29.48717948717949,58,סורוקה,70.02606201171875
0,20,שניידר,86.0759506225586
