actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
3756,ירושלים,40,16602,"נדרשים הסברה, בדיקות ואכיפת בידוד",15471,1393
1259,בני ברק,63,9303,"נדרשים הסברה, בדיקות ואכיפת בידוד",3813,510
1028,מודיעין עילית,134,3224,"נדרשים הסברה, בדיקות ואכיפת בידוד",2398,437
285,רהט,43,829,"נדרשים הסברה, בדיקות ואכיפת בידוד",1072,156
208,כפר קאסם,86,493,"נדרשים הסברה, בדיקות ואכיפת בידוד",580,120
201,טירה,76,400,"נדרשים הסברה, בדיקות ואכיפת בידוד",789,143
192,עילוט,228,207,"נדרשים הסברה, בדיקות ואכיפת בידוד",349,78
105,ג'דיידה-מכר,51,140,"נדרשים הסברה, בדיקות ואכיפת בידוד",551,79
69,בית ג'ן,58,99,"נדרשים הסברה, בדיקות ואכיפת בידוד",353,50
62,כפר ברא,163,92,"נדרשים הסברה, בדיקות ואכיפת בידוד",144,42
62,חריש,43,131,"נדרשים הסברה, בדיקות ואכיפת בידוד",227,48
39,דאלית אל-כרמל,23,52,"נדרשים הסברה, בדיקות ואכיפת בידוד",181,35
27,תפרח,124,60,"נדרשים הסברה, בדיקות ואכיפת בידוד",74,26
 קטן מ-15 ,עספיא,11,37,"נדרשים הסברה, בדיקות ואכיפת בידוד",122,11-14
 קטן מ-15 ,עוזייר,40, קטן מ-15 ,"נדרשים הסברה, בדיקות ואכיפת בידוד",37,11-14
 קטן מ-15 ,גבעת ברנר,47,16,"נדרשים הסברה, בדיקות ואכיפת בידוד",30,6-10
 קטן מ-15 ,כפר תבור,23,25,"נדרשים הסברה, בדיקות ואכיפת בידוד",66,6-10
 קטן מ-15 ,שייח' דנון,38, קטן מ-15 ,"נדרשים הסברה, בדיקות ואכיפת בידוד",86,6-10
987,תל אביב - יפו,22,4566,נדרשת הגדלה של מספר הבדיקות,5860,275
685,אשדוד,30,3328,נדרשת הגדלה של מספר הבדיקות,3365,308
525,נתניה,24,1756,נדרשת הגדלה של מספר הבדיקות,3913,239
370,בית שמש,29,2648,נדרשת הגדלה של מספר הבדיקות,1221,127
227,אלעד,48,1714,נדרשת הגדלה של מספר הבדיקות,671,99
224,נתיבות,58,654,נדרשת הגדלה של מספר הבדיקות,554,88
200,ביתר עילית,32,2191,נדרשת הגדלה של מספר הבדיקות,502,57
197,אום אל-פחם,35,557,נדרשת הגדלה של מספר הבדיקות,835,115
180,סח'נין,55,257,נדרשת הגדלה של מספר הבדיקות,1217,117
170,אור יהודה,49,725,נדרשת הגדלה של מספר הבדיקות,865,100
120,קרית מלאכי,49,616,נדרשת הגדלה של מספר הבדיקות,316,47
91,מעלה עירון,60,150,נדרשת הגדלה של מספר הבדיקות,348,45
87,עין נקובא,249,114,נדרשת הגדלה של מספר הבדיקות,372,35
65,מג'ד אל-כרום,42,114,נדרשת הגדלה של מספר הבדיקות,493,42
63,ג'ת,52,208,נדרשת הגדלה של מספר הבדיקות,281,44
