age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,18844,416,1505185,1.3,0
20-29,118698,5542,1277634,9.3,0.4
30-39,164541,11807,1186386,13.9,1
40-49,260606,16681,1080768,24.1,1.5
50-59,365275,18544,832687,43.9,2.2
60-69,492394,68266,735380,67,9.3
70-79,391996,61414,462148,84.8,13.3
80-89,173818,19797,222547,78.1,8.9
90+,40922,3478,50589,80.9,6.9
