name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,149
יוספטל,,,15
שמיר,,62.96296310424805,132
וולפסון,,65.59297180175781,34
זיו צפת,,66.57060241699219,69
הלל יפה,,80.19417572021484,56
נהריה,,71.78423309326172,54
ברזילי,,65,51
פוריה,,60,57
סוראסקי,,96.49871826171875,161
בני ציון,,78.06004333496094,60
רבין ק. בילינסון,,,167
סורוקה,,,98
מאיר,,,110
קפלן,,,60
"רמב""ם",,87.52577209472656,150
הכרמל,,,88
השרון ק. גולדה,,,63
הדסה עין כרם,,,209
הסקוטי,,109.0225601196289,36
סנט וינסנט,,60.44776153564453,22
המשפחה הקדושה,,,0
סנט ג'וזף,,,5
שערי צדק,,,252
אל מקאסד,,,0
לניאדו,,79.66574096679688,146
אוגוסטה ויקטוריה,,,2
מעייני הישועה,,84.17721557617188,46
אסותא אשדוד,,,24
שניידר,,,0
המרכזי בעמק,,,109
