section,female,male,period
0-9,"{'amount': 9, 'percentage': 0.3}","{'amount': 8, 'percentage': 0.3}",3 חודשים
0-9,"{'amount': 49, 'percentage': 0.4}","{'amount': 74, 'percentage': 0.7}",שנה
0-9,"{'amount': 12, 'percentage': 0.3}","{'amount': 19, 'percentage': 0.5}",6 חודשים
0-9,"{'amount': 1, 'percentage': 0.4}","{'amount': 0, 'percentage': 0}",חודש אחרון
0-9,"{'amount': 78, 'percentage': 0.2}","{'amount': 124, 'percentage': 0.4}",מתחילת קורונה
10-19,"{'amount': 27, 'percentage': 0.2}","{'amount': 38, 'percentage': 0.3}",שנה
10-19,"{'amount': 6, 'percentage': 0.2}","{'amount': 5, 'percentage': 0.1}",6 חודשים
10-19,"{'amount': 3, 'percentage': 0.1}","{'amount': 4, 'percentage': 0.2}",3 חודשים
10-19,"{'amount': 0, 'percentage': 0}","{'amount': 0, 'percentage': 0}",חודש אחרון
10-19,"{'amount': 81, 'percentage': 0.3}","{'amount': 82, 'percentage': 0.3}",מתחילת קורונה
20-29,"{'amount': 15, 'percentage': 0.4}","{'amount': 13, 'percentage': 0.3}",6 חודשים
20-29,"{'amount': 13, 'percentage': 0.5}","{'amount': 7, 'percentage': 0.3}",3 חודשים
20-29,"{'amount': 4, 'percentage': 1.4}","{'amount': 2, 'percentage': 0.7}",חודש אחרון
20-29,"{'amount': 71, 'percentage': 0.6}","{'amount': 62, 'percentage': 0.5}",שנה
20-29,"{'amount': 284, 'percentage': 0.9}","{'amount': 251, 'percentage': 0.8}",מתחילת קורונה
30-39,"{'amount': 127, 'percentage': 1.1}","{'amount': 130, 'percentage': 1.2}",שנה
30-39,"{'amount': 22, 'percentage': 0.6}","{'amount': 24, 'percentage': 0.6}",6 חודשים
30-39,"{'amount': 8, 'percentage': 0.3}","{'amount': 13, 'percentage': 0.5}",3 חודשים
30-39,"{'amount': 2, 'percentage': 0.7}","{'amount': 2, 'percentage': 0.7}",חודש אחרון
30-39,"{'amount': 600, 'percentage': 1.9}","{'amount': 643, 'percentage': 2}",מתחילת קורונה
40-49,"{'amount': 31, 'percentage': 0.8}","{'amount': 44, 'percentage': 1.1}",6 חודשים
40-49,"{'amount': 21, 'percentage': 0.8}","{'amount': 27, 'percentage': 1}",3 חודשים
40-49,"{'amount': 1, 'percentage': 0.4}","{'amount': 0, 'percentage': 0}",חודש אחרון
40-49,"{'amount': 194, 'percentage': 1.7}","{'amount': 283, 'percentage': 2.5}",שנה
40-49,"{'amount': 983, 'percentage': 3.1}","{'amount': 1433, 'percentage': 4.5}",מתחילת קורונה
50-59,"{'amount': 52, 'percentage': 2}","{'amount': 71, 'percentage': 2.7}",3 חודשים
50-59,"{'amount': 381, 'percentage': 3.4}","{'amount': 517, 'percentage': 4.6}",שנה
50-59,"{'amount': 81, 'percentage': 2.1}","{'amount': 113, 'percentage': 2.9}",6 חודשים
50-59,"{'amount': 7, 'percentage': 2.5}","{'amount': 6, 'percentage': 2.1}",חודש אחרון
50-59,"{'amount': 1627, 'percentage': 5.1}","{'amount': 2301, 'percentage': 7.2}",מתחילת קורונה
60-69,"{'amount': 202, 'percentage': 5.1}","{'amount': 317, 'percentage': 8}",6 חודשים
60-69,"{'amount': 131, 'percentage': 5}","{'amount': 208, 'percentage': 7.9}",3 חודשים
60-69,"{'amount': 706, 'percentage': 6.3}","{'amount': 997, 'percentage': 8.8}",שנה
60-69,"{'amount': 14, 'percentage': 5}","{'amount': 19, 'percentage': 6.8}",חודש אחרון
60-69,"{'amount': 2362, 'percentage': 7.4}","{'amount': 3498, 'percentage': 11}",מתחילת קורונה
70-79,"{'amount': 301, 'percentage': 11.4}","{'amount': 388, 'percentage': 14.7}",3 חודשים
70-79,"{'amount': 1203, 'percentage': 10.7}","{'amount': 1518, 'percentage': 13.5}",שנה
70-79,"{'amount': 424, 'percentage': 10.8}","{'amount': 571, 'percentage': 14.5}",6 חודשים
70-79,"{'amount': 38, 'percentage': 13.6}","{'amount': 51, 'percentage': 18.2}",חודש אחרון
70-79,"{'amount': 3106, 'percentage': 9.8}","{'amount': 4093, 'percentage': 12.9}",מתחילת קורונה
80-89,"{'amount': 443, 'percentage': 16.8}","{'amount': 452, 'percentage': 17.1}",3 חודשים
80-89,"{'amount': 3643, 'percentage': 11.4}","{'amount': 3546, 'percentage': 11.1}",מתחילת קורונה
80-89,"{'amount': 1670, 'percentage': 14.8}","{'amount': 1615, 'percentage': 14.3}",שנה
80-89,"{'amount': 654, 'percentage': 16.6}","{'amount': 648, 'percentage': 16.4}",6 חודשים
80-89,"{'amount': 46, 'percentage': 16.4}","{'amount': 45, 'percentage': 16.1}",חודש אחרון
90+,"{'amount': 950, 'percentage': 8.4}","{'amount': 670, 'percentage': 5.9}",שנה
90+,"{'amount': 26, 'percentage': 9.3}","{'amount': 16, 'percentage': 5.7}",חודש אחרון
90+,"{'amount': 442, 'percentage': 11.2}","{'amount': 297, 'percentage': 7.5}",6 חודשים
90+,"{'amount': 298, 'percentage': 11.3}","{'amount': 183, 'percentage': 6.9}",3 חודשים
90+,"{'amount': 1859, 'percentage': 5.8}","{'amount': 1241, 'percentage': 3.9}",מתחילת קורונה
