section,female,male,period,order_period
0-9,"{'amount': 33, 'percentage': 0.2}","{'amount': 43, 'percentage': 0.3}",שנה,2
0-9,"{'amount': 20, 'percentage': 0.4}","{'amount': 26, 'percentage': 0.5}",6 חודשים,3
0-9,"{'amount': 9, 'percentage': 0.5}","{'amount': 8, 'percentage': 0.5}",3 חודשים,4
0-9,"{'amount': 2, 'percentage': 1.2}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
0-9,"{'amount': 40, 'percentage': 0.2}","{'amount': 54, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 57, 'percentage': 0.3}","{'amount': 47, 'percentage': 0.2}",מתחילת קורונה,1
10-19,"{'amount': 2, 'percentage': 1.2}","{'amount': 2, 'percentage': 1.2}",חודש אחרון,5
10-19,"{'amount': 10, 'percentage': 0.6}","{'amount': 8, 'percentage': 0.5}",3 חודשים,4
10-19,"{'amount': 20, 'percentage': 0.4}","{'amount': 16, 'percentage': 0.3}",6 חודשים,3
10-19,"{'amount': 43, 'percentage': 0.3}","{'amount': 29, 'percentage': 0.2}",שנה,2
20-29,"{'amount': 32, 'percentage': 1.9}","{'amount': 15, 'percentage': 0.9}",3 חודשים,4
20-29,"{'amount': 5, 'percentage': 2.9}","{'amount': 0, 'percentage': 0}",חודש אחרון,5
20-29,"{'amount': 233, 'percentage': 1}","{'amount': 179, 'percentage': 0.8}",מתחילת קורונה,1
20-29,"{'amount': 167, 'percentage': 1.2}","{'amount': 134, 'percentage': 0.9}",שנה,2
20-29,"{'amount': 69, 'percentage': 1.3}","{'amount': 47, 'percentage': 0.9}",6 חודשים,3
30-39,"{'amount': 498, 'percentage': 2.2}","{'amount': 541, 'percentage': 2.4}",מתחילת קורונה,1
30-39,"{'amount': 8, 'percentage': 4.7}","{'amount': 4, 'percentage': 2.3}",חודש אחרון,5
30-39,"{'amount': 154, 'percentage': 2.8}","{'amount': 162, 'percentage': 3}",6 חודשים,3
30-39,"{'amount': 55, 'percentage': 3.3}","{'amount': 57, 'percentage': 3.4}",3 חודשים,4
30-39,"{'amount': 380, 'percentage': 2.7}","{'amount': 386, 'percentage': 2.7}",שנה,2
40-49,"{'amount': 242, 'percentage': 4.4}","{'amount': 326, 'percentage': 5.9}",6 חודשים,3
40-49,"{'amount': 10, 'percentage': 5.8}","{'amount': 12, 'percentage': 7}",חודש אחרון,5
40-49,"{'amount': 816, 'percentage': 3.7}","{'amount': 1226, 'percentage': 5.5}",מתחילת קורונה,1
40-49,"{'amount': 605, 'percentage': 4.2}","{'amount': 854, 'percentage': 6}",שנה,2
40-49,"{'amount': 87, 'percentage': 5.2}","{'amount': 123, 'percentage': 7.4}",3 חודשים,4
50-59,"{'amount': 328, 'percentage': 6}","{'amount': 434, 'percentage': 7.9}",6 חודשים,3
50-59,"{'amount': 870, 'percentage': 6.1}","{'amount': 1243, 'percentage': 8.7}",שנה,2
50-59,"{'amount': 1323, 'percentage': 5.9}","{'amount': 1933, 'percentage': 8.7}",מתחילת קורונה,1
50-59,"{'amount': 12, 'percentage': 7}","{'amount': 6, 'percentage': 3.5}",חודש אחרון,5
50-59,"{'amount': 127, 'percentage': 7.6}","{'amount': 152, 'percentage': 9.1}",3 חודשים,4
60-69,"{'amount': 1134, 'percentage': 8}","{'amount': 1566, 'percentage': 11}",שנה,2
60-69,"{'amount': 143, 'percentage': 8.6}","{'amount': 180, 'percentage': 10.8}",3 חודשים,4
60-69,"{'amount': 450, 'percentage': 8.2}","{'amount': 590, 'percentage': 10.8}",6 חודשים,3
60-69,"{'amount': 16, 'percentage': 9.3}","{'amount': 18, 'percentage': 10.5}",חודש אחרון,5
60-69,"{'amount': 1778, 'percentage': 8}","{'amount': 2697, 'percentage': 12.1}",מתחילת קורונה,1
70-79,"{'amount': 17, 'percentage': 9.9}","{'amount': 19, 'percentage': 11}",חודש אחרון,5
70-79,"{'amount': 2084, 'percentage': 9.3}","{'amount': 2859, 'percentage': 12.8}",מתחילת קורונה,1
70-79,"{'amount': 1356, 'percentage': 9.5}","{'amount': 1649, 'percentage': 11.6}",שנה,2
70-79,"{'amount': 512, 'percentage': 9.3}","{'amount': 623, 'percentage': 11.4}",6 חודשים,3
70-79,"{'amount': 174, 'percentage': 10.5}","{'amount': 147, 'percentage': 8.8}",3 חודשים,4
80-89,"{'amount': 14, 'percentage': 8.1}","{'amount': 16, 'percentage': 9.3}",חודש אחרון,5
80-89,"{'amount': 129, 'percentage': 7.8}","{'amount': 112, 'percentage': 6.7}",3 חודשים,4
80-89,"{'amount': 533, 'percentage': 9.7}","{'amount': 535, 'percentage': 9.8}",6 חודשים,3
80-89,"{'amount': 2156, 'percentage': 9.7}","{'amount': 2114, 'percentage': 9.5}",מתחילת קורונה,1
80-89,"{'amount': 1402, 'percentage': 9.8}","{'amount': 1317, 'percentage': 9.2}",שנה,2
90+,"{'amount': 630, 'percentage': 4.4}","{'amount': 419, 'percentage': 2.9}",שנה,2
90+,"{'amount': 259, 'percentage': 4.7}","{'amount': 133, 'percentage': 2.4}",6 חודשים,3
90+,"{'amount': 60, 'percentage': 3.6}","{'amount': 35, 'percentage': 2.1}",3 חודשים,4
90+,"{'amount': 7, 'percentage': 4.1}","{'amount': 2, 'percentage': 1.2}",חודש אחרון,5
90+,"{'amount': 1031, 'percentage': 4.6}","{'amount': 653, 'percentage': 2.9}",מתחילת קורונה,1
