period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,6880,684,9.94
3_Month,0-9,28844,5999,20.8
6_Month,0-9,178849,51558,28.83
1_Year,0-9,1263954,543111,42.97
All,0-9,1713035,766568,44.75
1_Month,10-19,10352,1225,11.83
3_Month,10-19,35909,6920,19.27
6_Month,10-19,186824,51136,27.37
1_Year,10-19,1186823,578927,48.78
All,10-19,1630252,808136,49.57
1_Month,20-29,15839,1832,11.57
3_Month,20-29,52305,9757,18.65
6_Month,20-29,262626,62780,23.9
1_Year,20-29,1059972,425752,40.17
All,20-29,1473474,603824,40.98
1_Month,30-39,14965,2249,15.03
3_Month,30-39,52315,11906,22.76
6_Month,30-39,269656,78584,29.14
1_Year,30-39,1027708,469474,45.68
All,30-39,1372594,612347,44.61
1_Month,40-49,15966,2485,15.56
3_Month,40-49,52416,12748,24.32
6_Month,40-49,256255,80093,31.26
1_Year,40-49,935707,439345,46.95
All,40-49,1219398,556234,45.62
1_Month,50-59,16904,2897,17.14
3_Month,50-59,51852,13214,25.48
6_Month,50-59,233761,76257,32.62
1_Year,50-59,736451,316661,43
All,50-59,954959,396777,41.55
1_Month,60-69,19460,3805,19.55
3_Month,60-69,58716,15989,27.23
6_Month,60-69,231438,83839,36.23
1_Year,60-69,618572,249791,40.38
All,60-69,788593,302335,38.34
1_Month,70-79,21108,4172,19.77
3_Month,70-79,58996,16779,28.44
6_Month,70-79,186815,76383,40.89
1_Year,70-79,408123,166963,40.91
All,70-79,513668,195178,38
1_Month,80-89,17003,1950,11.47
3_Month,80-89,36701,7930,21.61
6_Month,80-89,84225,32863,39.02
1_Year,80-89,159015,67319,42.33
All,80-89,219173,81954,37.39
1_Month,90+,6005,472,7.86
3_Month,90+,11817,2070,17.52
6_Month,90+,22466,8015,35.68
1_Year,90+,37870,16656,43.98
All,90+,57221,21228,37.1
