name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Azor,4.8,צהוב,3.8,6,0,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,70.08,65.82,50.57,
Kafar Bara,2.8,ירוק,2.7,25,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,70.27,58.02,33.40,
Hawashla,1.7,אפור,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,13.87,12.04,4.17,0.0
Bene Ayish,6.3,אדום,5.8,8,-28,קטן מ-15,כתום,2022-10-08T00:00:00.000Z,72.15,68.23,53.35,
Modi'in-Makkabbim-Re'ut,5.6,צהוב,6.8,14,-22,88,צהוב,2022-10-08T00:00:00.000Z,87.00,83.51,67.24,9.3
Metar,5.4,צהוב,7.0,12,0,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,מעל 90%,מעל 90%,70.73,
Bareqet,4.1,ירוק,4.8,14,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,45.89,39.10,24.56,
Gan Yavne,6,כתום,5.9,18,-22,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,78.96,74.56,57.36,
Bet Dagan,5,צהוב,6.9,10,0,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,74.95,70.39,55.60,
Tur'an,2.8,ירוק,0.0,3,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,70.58,61.27,35.08,
Har Adar,4.5,ירוק,7.3,17,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,מעל 90%,89.72,72.61,
Haspin,1.7,ירוק,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,51.58,46.61,32.91,0.0
Pardesiyya,6.9,צהוב,19.6,14,30,20,כתום,2022-10-08T00:00:00.000Z,מעל 90%,89.72,72.29,30.1
Fassuta,3.4,ירוק,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,78.41,71.63,50.99,0.0
Mas'udin Al-'azazme,2,אפור,0.0,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,7.82,6.46,2.35,
Abu Sinan,3.9,ירוק,3.5,3,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,76.05,66.92,41.40,
Ramat Yishay,7.5,כתום,13.9,28,10,קטן מ-15,כתום,2022-10-08T00:00:00.000Z,84.42,81.95,67.05,
Yoqne'am Illit,6.6,כתום,5.0,15,-45,22,כתום,2022-10-08T00:00:00.000Z,80.99,77.71,62.10,9.1
Deir Al-Asad,2.8,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,70.64,59.21,37.10,
Rosh Pinna,4.5,ירוק,15.5,31,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,73.43,70.62,55.55,
Gedera,2.6,צהוב,4.5,4,-45,20,ירוק,2022-10-08T00:00:00.000Z,75.14,71.34,53.91,6.9
Ramat Hasharon,4.4,כתום,7.2,11,-43,48,ירוק,2022-10-08T00:00:00.000Z,88.35,85.50,70.29,10.1
Bet Arye,5.1,ירוק,11.2,27,0,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,73.49,70.03,54.17,
Sha'are Tiqwa,6,ירוק,14.9,33,0,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,74.36,70.36,54.90,
Talmon,4.5,ירוק,2.1,14,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,74.92,66.96,46.16,0.0
Pardes Hanna-Karkur,5,צהוב,6.4,10,27,33,צהוב,2022-10-08T00:00:00.000Z,72.71,68.95,52.22,7.6
Petah Tiqwa,5.8,כתום,8.3,12,-28,258,צהוב,2022-10-08T00:00:00.000Z,79.06,73.98,57.20,10.3
Zefat,6.3,צהוב,4.9,14,80,קטן מ-15,כתום,2022-10-08T00:00:00.000Z,45.16,40.04,26.88,
Qiryat Motzkin,6.9,כתום,14.5,14,-4,72,כתום,2022-10-08T00:00:00.000Z,83.43,80.04,65.35,15.8
Rishon Leziyyon,5.6,כתום,8.1,12,-29,229,צהוב,2022-10-08T00:00:00.000Z,78.21,74.90,60.25,8.9
Rehovot,6.3,אדום,8.1,15,-25,134,כתום,2022-10-08T00:00:00.000Z,74.27,69.96,53.99,9.2
Ramla,5.5,ירוק,4.6,6,16,35,צהוב,2022-10-08T00:00:00.000Z,68.45,61.23,41.85,4.6
Ramat Gan,5.7,כתום,8.0,11,-27,183,צהוב,2022-10-08T00:00:00.000Z,76.63,73.62,61.12,11.0
Ra'annana,5.5,כתום,10.7,8,-26,132,צהוב,2022-10-08T00:00:00.000Z,89.86,86.59,71.23,17.2
Shefar'am,3,ירוק,2.6,3,10,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,68.90,61.06,38.83,
Tamra,1.6,ירוק,0.9,2,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,69.75,57.88,34.71,
Be'er Sheva,5,צהוב,7.3,6,-30,197,צהוב,2022-10-08T00:00:00.000Z,77.33,72.50,55.94,9.4
Abu Juwei'id,3.9,אפור,2.2,3,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,81.03,73.41,45.64,
Qesaryya,5.6,ירוק,8.9,12,0,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,מעל 90%,87.49,72.23,
Yafi,2.5,ירוק,1.6,2,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,63.76,54.50,31.98,
Arrabe,2.5,ירוק,1.1,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,68.98,59.61,34.97,
Hura,1.8,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,25.08,21.07,8.99,
Abu Ghosh,4.3,צהוב,2.5,3,-9,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,מעל 90%,מעל 90%,81.43,
Nahef,1.8,ירוק,0.7,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,65.70,56.25,32.08,
Ganne Tiqwa,6,כתום,10.7,16,-25,31,צהוב,2022-10-08T00:00:00.000Z,84.53,80.52,64.44,14.4
Netivot,3.9,ירוק,1.8,8,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,55.65,47.47,30.17,
Qiryat Ono,6.1,כתום,6.6,14,-40,38,כתום,2022-10-08T00:00:00.000Z,83.51,80.13,64.15,9.3
Tire,3,ירוק,1.5,2,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,65.03,56.46,33.91,
Noqedim,4.5,ירוק,7.7,40,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,54.72,48.18,34.13,
Oranit,5.5,כתום,1.1,4,-23,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,88.02,84.72,67.15,
Bat Yam,6.3,צהוב,9.2,10,15,119,כתום,2022-10-08T00:00:00.000Z,75.72,71.52,55.71,9.3
Giv'atayim,6.3,כתום,7.2,15,-24,42,כתום,2022-10-08T00:00:00.000Z,79.79,77.47,64.91,6.9
Herzliyya,5.5,כתום,8.1,11,-33,90,צהוב,2022-10-08T00:00:00.000Z,87.50,84.37,69.50,9.1
Hadera,6.1,כתום,9.6,10,6,112,כתום,2022-10-08T00:00:00.000Z,72.75,68.76,52.68,11.3
Holon,5.9,צהוב,8.3,13,-7,177,צהוב,2022-10-08T00:00:00.000Z,74.85,70.96,56.13,9.0
Tiberias,5.6,כתום,5.5,13,-13,45,צהוב,2022-10-08T00:00:00.000Z,63.79,58.57,43.09,9.8
Qiryat Atta,5.9,כתום,7.1,7,-31,42,צהוב,2022-10-08T00:00:00.000Z,76.63,72.17,56.60,7.1
Kefar Sava,5.3,צהוב,9.2,8,-23,127,צהוב,2022-10-08T00:00:00.000Z,84.13,81.23,66.47,12.5
Lod,3.3,ירוק,2.1,4,-15,19,ירוק,2022-10-08T00:00:00.000Z,64.90,58.20,39.92,2.4
Rame,2.7,ירוק,2.6,7,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,81.33,72.29,49.29,
A'sam,2,אפור,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,11.05,9.15,2.67,0.0
Sederot,5.7,כתום,4.8,9,-30,19,צהוב,2022-10-08T00:00:00.000Z,66.71,60.97,44.48,6.6
Ma'alot-Tarshiha,4.2,צהוב,4.5,5,-28,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,74.13,69.74,52.17,
Abu Rubei'a,2.7,אפור,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,10.08,8.22,3.03,0.0
Abu Qureinat,4.1,אפור,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,9.83,8.44,3.21,0.0
Qiryat Mal'akhi,4.1,ירוק,4.5,9,10,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,60.13,52.80,33.97,
Kafar Kanna,2,ירוק,0.4,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,69.30,60.07,35.07,
Jisr Az-Zarqa,2,ירוק,1.3,1,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,73.27,62.28,40.72,
Tifrah,0.9,ירוק,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,52.16,35.09,19.53,0.0
Kafar Yasif,2.9,ירוק,3.9,3,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,74.17,65.83,41.95,
Ein Mahel,2,ירוק,0.7,1,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,74.51,60.56,35.44,
Isifya,2.6,ירוק,4.0,8,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,67.64,59.62,39.83,
Kafar Qasem,2.4,ירוק,0.4,2,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,66.72,54.92,30.53,
Omer,5.9,צהוב,14.5,14,10,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,מעל 90%,מעל 90%,81.31,
Rosh Haayin,5.7,כתום,4.8,13,-45,45,צהוב,2022-10-08T00:00:00.000Z,72.29,67.91,52.32,6.7
Zur Moshe,4.5,ירוק,12.1,31,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,70.49,67.89,54.90,
Iksal,2,ירוק,1.3,4,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,67.47,58.60,32.58,
Beit Jann,2.4,ירוק,1.6,6,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,72.82,60.76,42.34,
Kafar Manda,2,ירוק,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,61.90,52.14,26.14,0.0
Bet El,3.9,ירוק,3.4,22,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,67.80,61.34,44.52,
Mizpe Yeriho,4.1,ירוק,3.9,14,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,59.84,53.37,36.41,
Qarne Shomeron,5.3,צהוב,2.1,11,0,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,70.92,65.99,49.10,
Karmi'el,5.9,צהוב,12.3,14,-14,68,צהוב,2022-10-08T00:00:00.000Z,80.16,76.25,60.73,14.7
Lehavim,5.6,צהוב,4.5,8,0,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,מעל 90%,89.79,75.46,
Qiryat Arba,4.2,ירוק,2.7,28,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,62.39,55.35,39.76,
Yaqir,3.8,ירוק,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,77.23,69.69,49.35,0.0
Kokhav Ya'aqov,4.4,ירוק,1.1,20,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,39.40,30.83,18.71,
Qiryat Eqron,5.2,צהוב,4.5,8,0,קטן מ-15,צהוב,2022-10-08T00:00:00.000Z,69.65,65.57,48.16,
Kaokab Abu Al-Hija,3.5,ירוק,2.7,2,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,71.73,62.46,38.20,
Fureidis,2,ירוק,0.7,3,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,69.63,60.67,37.93,
Ar'ara,2.7,ירוק,0.8,1,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,51.82,45.22,25.24,
Qiryat Ye'arim,1.1,ירוק,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,51.54,39.49,24.87,0.0
Shimshit,4.1,ירוק,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,מעל 90%,מעל 90%,77.68,0.0
Tel Mond,6.1,כתום,7.4,11,-41,18,כתום,2022-10-08T00:00:00.000Z,מעל 90%,87.65,69.85,13.4
Kefar Yona,5.7,צהוב,8.8,12,14,27,צהוב,2022-10-08T00:00:00.000Z,75.29,71.69,55.50,10.3
Kabul,1.8,ירוק,0.7,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,65.53,55.24,34.31,
Peqi'in (Buqei'a),4.4,צהוב,5.0,5,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,70.72,60.51,39.72,
Kafar Qara,3.8,ירוק,3.6,11,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,68.87,61.26,38.43,
Rekhasim,4.4,ירוק,1.5,18,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,47.65,35.08,20.13,
Tel Sheva,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,32.41,27.73,12.36,
Zemer,3,ירוק,0.0,0,0, 0 ,ירוק,2022-10-08T00:00:00.000Z,66.22,58.22,34.61,0.0
Mi'elya,3.3,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,69.24,64.16,45.89,
Bene Beraq,2.2,ירוק,1.0,8,-25,35,ירוק,2022-10-08T00:00:00.000Z,45.35,33.51,19.88,1.7
Daburiyya,2.8,ירוק,1.9,2,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,68.74,59.29,37.57,
Sajur,4.4,ירוק,4.6,16,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,78.19,68.07,48.39,
Rahat,0.6,ירוק,0.3,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,45.05,36.84,16.71,
Giv'at Avni,4.5,ירוק,14.4,37,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,88.65,84.47,69.04,
Yavne'el,3.8,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,41.26,36.80,25.18,
Bet Hashmonay,4.3,ירוק,4.6,4,0,קטן מ-15,ירוק,2022-10-08T00:00:00.000Z,מעל 90%,מעל 90%,72.27,
