cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Afula,קטן מ-15,אין מידע,81,14.25,7.89,אדום,56844
Akko,קטן מ-15,אין מידע,58,11.71,5.78,צהוב,49517
Arad,0,0,23,8.47,4.47,ירוק,27170
Ari'el,קטן מ-15,אין מידע,26,12.69,6.17,כתום,20488
Ashdod,36,11.43,315,13.92,6.51,כתום,226329
Ashqelon,41,14.34,286,19.53,7.38,כתום,146442
Bat Yam,21,9.81,214,16.75,6.39,כתום,127772
Be'er Sheva,47,10.00,470,22.31,7.19,כתום,210624
Be'er Ya'aqov,קטן מ-15,אין מידע,35,12.15,6.89,כתום,28818
Bene Ayish,קטן מ-15,אין מידע,19,27.53,9.78,אדום,6902
Bene Beraq,קטן מ-15,אין מידע,64,3.08,4.06,ירוק,208031
Bet She'an,קטן מ-15,אין מידע,21,11.06,7.12,כתום,18980
Bet Shemesh,קטן מ-15,אין מידע,28,2.12,5.4,צהוב,132210
Dimona,15,13.76,109,31.18,6.64,כתום,34954
Efrat,קטן מ-15,אין מידע,16,14.01,6.2,כתום,11420
Elat,קטן מ-15,אין מידע,33,6.28,6.57,כתום,52507
Even Yehuda,0,0,29,20.66,7.46,כתום,14036
Gan Yavne,קטן מ-15,אין מידע,29,12.14,7.85,אדום,23887
Ganne Tiqwa,קטן מ-15,אין מידע,33,15.34,7.46,כתום,21508
Gedera,קטן מ-15,אין מידע,79,27.43,9.04,אדום,28805
Giv'at Shemu'el,קטן מ-15,אין מידע,27,9.91,4.9,צהוב,27236
Giv'atayim,קטן מ-15,אין מידע,95,15.61,6.01,כתום,60872
Hadera,קטן מ-15,אין מידע,187,18.90,7.03,כתום,98928
Haifa,30,5.30,566,19.86,7.55,אדום,284981
Harish,קטן מ-15,אין מידע,22,11.22,8.39,אדום,19608
Herzliyya,קטן מ-15,אין מידע,149,15.02,7.11,כתום,99208
