period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,45825,22114,48.26
3_Month,0-9,154624,45841,29.65
6_Month,0-9,574015,254617,44.36
1_Year,0-9,1475228,649807,44.05
All,0-9,1708716,762721,44.64
1_Month,10-19,41035,16376,39.91
3_Month,10-19,157143,44501,28.32
6_Month,10-19,560297,236493,42.21
1_Year,10-19,1366613,654190,47.87
All,10-19,1626494,803893,49.42
1_Month,20-29,57840,24874,43
3_Month,20-29,223178,53631,24.03
6_Month,20-29,623839,190989,30.62
1_Year,20-29,1208012,474684,39.29
All,20-29,1466339,597067,40.72
1_Month,30-39,69085,31123,45.05
3_Month,30-39,232421,67274,28.94
6_Month,30-39,629442,236985,37.65
1_Year,30-39,1153257,516863,44.82
All,30-39,1366200,604112,44.22
1_Month,40-49,66909,30070,44.94
3_Month,40-49,220715,67965,30.79
6_Month,40-49,591021,226602,38.34
1_Year,40-49,1034367,471901,45.62
All,40-49,1213614,547280,45.1
1_Month,50-59,61609,28663,46.52
3_Month,50-59,200131,63684,31.82
6_Month,50-59,493327,174899,35.45
1_Year,50-59,805729,329418,40.88
All,50-59,948532,386570,40.75
1_Month,60-69,66688,31432,47.13
3_Month,60-69,195207,68542,35.11
6_Month,60-69,433212,149735,34.56
1_Year,60-69,669212,249996,37.36
All,60-69,781312,289018,36.99
1_Month,70-79,62176,27744,44.62
3_Month,70-79,153665,60364,39.28
6_Month,70-79,298457,108789,36.45
1_Year,70-79,433732,159589,36.79
All,70-79,504643,180612,35.79
1_Month,80-89,38228,13063,34.17
3_Month,80-89,69413,25351,36.52
6_Month,80-89,116276,43976,37.82
1_Year,80-89,169319,64045,37.83
All,80-89,213755,75179,35.17
1_Month,90+,11907,3360,28.22
3_Month,90+,18689,6060,32.43
6_Month,90+,27846,10621,38.14
1_Year,90+,40247,15874,39.44
All,90+,55447,19547,35.25
