cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
Abu Ghosh,קטן מ-15,אין מידע,39,49.61,5.85,צהוב,7862
Abu Juwei'id,קטן מ-15,אין מידע,34,73.13,9.9,אדום,4649
Abu Sinan,קטן מ-15,אין מידע,118,82.48,9.43,אדום,14306
Afula,24,5.84,411,72.30,8.47,אדום,56844
Ahuzzat Baraq,קטן מ-15,אין מידע,16,66.72,6.46,כתום,2398
Akko,25,9.09,275,55.54,7.21,כתום,49517
Alfe Menashe,קטן מ-15,אין מידע,31,38.70,8.65,אדום,8011
Ar'ara,קטן מ-15,אין מידע,47,18.41,6.67,כתום,25525
Arad,קטן מ-15,אין מידע,128,47.11,8.29,אדום,27170
Ari'el,קטן מ-15,אין מידע,75,36.61,7.52,אדום,20488
Arrabe,קטן מ-15,אין מידע,64,24.36,7.47,כתום,26274
Ashdod,93,9.31,999,44.14,7.75,אדום,226329
Ashqelon,138,11.85,1165,79.55,9.09,אדום,146442
Atlit,קטן מ-15,אין מידע,34,34.99,7.7,אדום,9716
Azor,קטן מ-15,אין מידע,95,71.82,7.4,כתום,13228
Baqa Al-Gharbiyye,קטן מ-15,אין מידע,82,26.93,7.13,כתום,30448
Basma,קטן מ-15,אין מידע,30,29.26,6.2,כתום,10252
Basmat Tab'un,קטן מ-15,אין מידע,24,30.00,5.21,צהוב,8001
Bat Hefer,קטן מ-15,אין מידע,30,56.84,9.9,אדום,5278
Bat Yam,66,8.04,821,64.26,8.38,אדום,127772
Be'er Sheva,174,11.12,1565,74.30,7.65,אדום,210624
Be'er Ya'aqov,26,22.41,116,40.25,9.89,אדום,28818
Beit Jann,קטן מ-15,אין מידע,20,16.44,6.46,כתום,12169
Bene Ayish,קטן מ-15,אין מידע,24,34.77,6.22,כתום,6902
Bene Beraq,43,12.15,354,17.02,5,צהוב,208031
Bet Arye,קטן מ-15,אין מידע,23,43.06,9.95,אדום,5342
