gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,חודש אחרון,11430,5.2,0,0,2,0.7,6,0.3,286,4
זכר,0-9,3 חודשים,24011,4.8,0,0,4,0.9,9,0.3,439,3.9
זכר,0-9,מתחילת קורונה,439954,9.7,7,0.1,33,0.5,123,0.4,3190,3.7
זכר,0-9,6 חודשים,136449,8.6,2,0.1,16,1.2,45,0.7,1224,4.9
זכר,0-9,שנה,367672,10,5,0.1,24,0.9,90,0.6,2280,5
נקבה,0-9,3 חודשים,20435,4.1,0,0,1,0.2,9,0.3,335,3
נקבה,0-9,6 חודשים,106387,6.7,1,0,9,0.7,32,0.5,980,3.9
נקבה,0-9,שנה,299314,8.2,2,0,10,0.4,57,0.4,1839,4
נקבה,0-9,חודש אחרון,9497,4.3,0,0,1,0.4,7,0.4,203,2.9
נקבה,0-9,מתחילת קורונה,360659,7.9,5,0,17,0.3,78,0.2,2571,3
זכר,10-19,3 חודשים,21500,4.3,0,0,0,0,4,0.2,108,1
זכר,10-19,6 חודשים,115392,7.3,2,0.1,7,0.5,13,0.2,265,1.1
זכר,10-19,שנה,337778,9.2,5,0.1,15,0.6,45,0.3,603,1.3
זכר,10-19,מתחילת קורונה,437921,9.6,7,0.1,24,0.4,81,0.3,1063,1.2
זכר,10-19,חודש אחרון,7722,3.5,0,0,0,0,3,0.2,79,1.1
נקבה,10-19,חודש אחרון,7833,3.6,0,0,0,0,3,0.2,63,0.9
נקבה,10-19,3 חודשים,22181,4.5,1,0.2,2,0.5,5,0.2,125,1.1
נקבה,10-19,מתחילת קורונה,426868,9.4,8,0.1,23,0.4,81,0.3,1205,1.4
נקבה,10-19,6 חודשים,111125,7,2,0.1,6,0.4,14,0.2,285,1.1
נקבה,10-19,שנה,338221,9.2,4,0.1,15,0.6,36,0.3,679,1.5
זכר,20-29,שנה,193739,5.3,5,0.1,24,0.9,95,0.7,694,1.5
זכר,20-29,6 חודשים,73209,4.6,2,0.1,12,0.9,30,0.4,320,1.3
זכר,20-29,חודש אחרון,10374,4.7,0,0,2,0.7,4,0.2,78,1.1
זכר,20-29,מתחילת קורונה,266206,5.9,24,0.2,57,0.9,248,0.8,1642,1.9
זכר,20-29,3 חודשים,22116,4.4,0,0,3,0.7,7,0.3,125,1.1
נקבה,20-29,3 חודשים,30849,6.2,0,0,5,1.1,10,0.4,502,4.5
נקבה,20-29,6 חודשים,110789,7,4,0.2,12,0.9,21,0.3,1193,4.8
נקבה,20-29,שנה,291678,7.9,9,0.2,24,0.9,105,0.7,2877,6.3
נקבה,20-29,חודש אחרון,13754,6.3,0,0,5,1.8,7,0.4,297,4.2
נקבה,20-29,מתחילת קורונה,377523,8.3,22,0.2,61,1,280,0.9,5337,6.2
זכר,30-39,6 חודשים,93115,5.9,8,0.3,26,1.9,51,0.7,423,1.7
זכר,30-39,חודש אחרון,12849,5.8,0,0,2,0.7,9,0.5,113,1.6
זכר,30-39,מתחילת קורונה,265813,5.9,53,0.5,106,1.7,640,2,2330,2.7
זכר,30-39,3 חודשים,28045,5.6,0,0,5,1.1,12,0.5,175,1.6
זכר,30-39,שנה,211238,5.8,23,0.5,49,1.9,227,1.6,1018,2.2
נקבה,30-39,חודש אחרון,17204,7.8,0,0,4,1.4,2,0.1,294,4.1
נקבה,30-39,3 חודשים,38594,7.8,1,0.2,7,1.6,7,0.3,494,4.4
נקבה,30-39,מתחילת קורונה,383985,8.5,39,0.3,110,1.7,596,1.9,5392,6.3
נקבה,30-39,6 חודשים,136367,8.6,7,0.3,17,1.2,41,0.6,1263,5
נקבה,30-39,שנה,319062,8.7,16,0.3,40,1.5,216,1.5,2999,6.6
