period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,51157,26117,51.05
3_Month,0-9,197169,42734,21.67
6_Month,0-9,1107648,492781,44.49
1_Year,0-9,1488370,646694,43.45
All,0-9,1705655,754940,44.26
1_Month,10-19,51937,26574,51.17
3_Month,10-19,213912,42788,20
6_Month,10-19,990453,508782,51.37
1_Year,10-19,1385821,652384,47.08
All,10-19,1624631,798498,49.15
1_Month,20-29,65488,30062,45.9
3_Month,20-29,280821,47663,16.97
6_Month,20-29,883842,365962,41.41
1_Year,20-29,1221888,466592,38.19
All,20-29,1462255,586933,40.14
1_Month,30-39,78184,37763,48.3
3_Month,30-39,278354,61820,22.21
6_Month,30-39,881623,413462,46.9
1_Year,30-39,1164908,506921,43.52
All,30-39,1362268,591775,43.44
1_Month,40-49,79233,38383,48.44
3_Month,40-49,270022,62682,23.21
6_Month,40-49,809377,385259,47.6
1_Year,40-49,1045076,461811,44.19
All,40-49,1209761,534875,44.21
1_Month,50-59,72202,35887,49.7
3_Month,50-59,242628,57890,23.86
6_Month,50-59,634191,273486,43.12
1_Year,50-59,812622,317992,39.13
All,50-59,944455,373851,39.58
1_Month,60-69,75717,37641,49.71
3_Month,60-69,224732,60941,27.12
6_Month,60-69,532863,207140,38.87
1_Year,60-69,672625,235987,35.08
All,60-69,776340,273607,35.24
1_Month,70-79,68480,32915,48.07
3_Month,70-79,165275,52413,31.71
6_Month,70-79,345263,130645,37.84
1_Year,70-79,432602,146219,33.8
All,70-79,498456,166323,33.37
1_Month,80-89,38880,13592,34.96
3_Month,80-89,69164,20890,30.2
6_Month,80-89,130868,51045,39
1_Year,80-89,167842,57465,34.24
All,80-89,210026,68262,32.5
1_Month,90+,12106,3205,26.47
3_Month,90+,18211,4919,27.01
6_Month,90+,30701,12582,40.98
1_Year,90+,39828,14223,35.71
All,90+,54343,17812,32.78
