gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage,count_hospitalized,hospitalized_percentage
זכר,0-9,שנה,363537,10.2,5,0.1,23,0.9,83,0.6,2112,5
זכר,0-9,חודש אחרון,12907,4.7,0,0,2,1.2,2,0.2,214,3.8
זכר,0-9,3 חודשים,22379,5.1,0,0,2,0.6,8,0.4,319,3.7
זכר,0-9,6 חודשים,279003,9.7,2,0.1,17,1.2,56,0.7,1574,5.4
זכר,0-9,מתחילת קורונה,432483,9.8,7,0.1,31,0.5,115,0.4,3006,3.7
נקבה,0-9,3 חודשים,18625,4.2,0,0,0,0,9,0.5,252,2.9
נקבה,0-9,6 חודשים,217413,7.6,2,0.1,9,0.6,39,0.5,1277,4.4
נקבה,0-9,חודש אחרון,11474,4.2,0,0,0,0,6,0.5,172,3
נקבה,0-9,שנה,296768,8.3,2,0,9,0.4,59,0.4,1731,4.1
נקבה,0-9,מתחילת קורונה,355262,8.1,5,0,16,0.3,78,0.3,2449,3
זכר,10-19,3 חודשים,20588,4.7,0,0,0,0,2,0.1,70,0.8
זכר,10-19,שנה,335917,9.4,5,0.1,15,0.6,42,0.3,560,1.3
זכר,10-19,חודש אחרון,12667,4.6,0,0,0,0,1,0.1,45,0.8
זכר,10-19,6 חודשים,263900,9.2,4,0.1,10,0.7,23,0.3,363,1.2
זכר,10-19,מתחילת קורונה,433220,9.9,7,0.1,24,0.4,78,0.3,1014,1.2
נקבה,10-19,חודש אחרון,13226,4.8,0,0,0,0,3,0.2,68,1.2
נקבה,10-19,3 חודשים,21132,4.8,1,0.2,2,0.6,5,0.3,102,1.2
נקבה,10-19,6 חודשים,256589,8.9,3,0.1,9,0.6,17,0.2,414,1.4
נקבה,10-19,שנה,336305,9.4,4,0.1,15,0.6,37,0.3,654,1.6
נקבה,10-19,מתחילת קורונה,422354,9.6,8,0.1,23,0.4,81,0.3,1172,1.4
זכר,20-29,6 חודשים,145651,5.1,2,0.1,11,0.7,39,0.5,401,1.4
זכר,20-29,חודש אחרון,12118,4.4,0,0,1,0.6,1,0.1,63,1.1
זכר,20-29,3 חודשים,18993,4.3,0,0,2,0.6,6,0.3,100,1.1
זכר,20-29,שנה,188365,5.3,5,0.1,22,0.9,92,0.7,654,1.6
זכר,20-29,מתחילת קורונה,259277,5.9,24,0.2,55,0.9,244,0.8,1591,1.9
נקבה,20-29,3 חודשים,27063,6.1,0,0,1,0.3,9,0.5,376,4.3
נקבה,20-29,6 חודשים,227185,7.9,5,0.2,10,0.7,26,0.3,1795,6.2
נקבה,20-29,חודש אחרון,16724,6.1,0,0,1,0.6,8,0.6,238,4.2
נקבה,20-29,שנה,284712,8,9,0.2,20,0.8,103,0.8,2707,6.4
נקבה,20-29,מתחילת קורונה,368734,8.4,22,0.2,57,0.9,278,0.9,5161,6.3
זכר,30-39,3 חודשים,25218,5.7,0,0,8,2.2,14,0.7,146,1.7
זכר,30-39,6 חודשים,165199,5.7,10,0.4,29,2,66,0.8,529,1.8
זכר,30-39,חודש אחרון,15320,5.6,0,0,3,1.8,9,0.7,97,1.7
זכר,30-39,שנה,204509,5.7,24,0.5,50,2,226,1.7,970,2.3
זכר,30-39,מתחילת קורונה,257399,5.9,53,0.5,106,1.7,635,2.1,2270,2.8
נקבה,30-39,שנה,310459,8.7,17,0.4,38,1.5,223,1.7,2856,6.8
נקבה,30-39,חודש אחרון,21202,7.7,1,0.6,4,2.4,4,0.3,242,4.3
נקבה,30-39,3 חודשים,34953,7.9,3,0.7,8,2.2,12,0.6,402,4.6
נקבה,30-39,6 חודשים,254186,8.8,7,0.3,17,1.2,64,0.8,1819,6.3
נקבה,30-39,מתחילת קורונה,373159,8.5,39,0.4,107,1.7,597,2,5218,6.4
זכר,40-49,6 חודשים,155095,5.4,18,0.7,48,3.3,142,1.8,672,2.3
זכר,40-49,חודש אחרון,14889,5.4,2,1.1,6,3.5,17,1.3,126,2.2
זכר,40-49,3 חודשים,24702,5.6,2,0.5,10,2.8,28,1.4,188,2.2
זכר,40-49,שנה,188028,5.3,52,1.1,104,4.2,478,3.6,1334,3.2
זכר,40-49,מתחילת קורונה,232429,5.3,122,1.1,266,4.3,1417,4.7,3616,4.4
נקבה,40-49,שנה,279528,7.9,22,0.5,52,2.1,338,2.5,1500,3.6
נקבה,40-49,חודש אחרון,22448,8.2,1,0.6,2,1.2,8,0.6,130,2.3
נקבה,40-49,3 חודשים,36376,8.2,2,0.5,6,1.7,14,0.7,200,2.3
נקבה,40-49,6 חודשים,235153,8.2,11,0.4,18,1.2,86,1.1,795,2.7
נקבה,40-49,מתחילת קורונה,334102,7.6,77,0.7,140,2.3,972,3.2,3595,4.4
זכר,50-59,חודש אחרון,13634,5,3,1.7,5,2.9,30,2.3,199,3.5
זכר,50-59,3 חודשים,21856,5,12,2.9,21,5.8,50,2.5,319,3.7
זכר,50-59,6 חודשים,109018,3.8,68,2.5,101,6.9,314,4,1149,4
זכר,50-59,שנה,128071,3.6,139,3,190,7.6,737,5.5,1902,4.5
זכר,50-59,מתחילת קורונה,161064,3.7,392,3.5,551,8.9,2257,7.5,4966,6.1
נקבה,50-59,חודש אחרון,21341,7.8,0,0,3,1.8,27,2.1,141,2.5
נקבה,50-59,3 חודשים,34311,7.8,2,0.5,7,1.9,45,2.3,234,2.7
נקבה,50-59,6 חודשים,166368,5.8,36,1.3,54,3.7,215,2.7,903,3.1
נקבה,50-59,שנה,191038,5.4,74,1.6,108,4.3,552,4.1,1563,3.7
נקבה,50-59,מתחילת קורונה,230083,5.2,199,1.8,257,4.1,1595,5.3,3961,4.8
זכר,60-69,6 חודשים,85255,3,183,6.6,175,11.9,674,8.6,2055,7.1
זכר,60-69,חודש אחרון,15085,5.5,11,6.3,26,15.3,103,8,425,7.5
זכר,60-69,3 חודשים,23895,5.4,18,4.4,49,13.6,161,8.1,666,7.6
זכר,60-69,שנה,97754,2.7,366,7.9,316,12.6,1274,9.5,3042,7.2
זכר,60-69,מתחילת קורונה,120408,2.7,1010,9.1,948,15.3,3371,11.2,6815,8.3
נקבה,60-69,חודש אחרון,21831,8,2,1.1,11,6.5,64,5,327,5.8
נקבה,60-69,3 חודשים,35224,8,14,3.4,29,8,104,5.2,510,5.8
נקבה,60-69,6 חודשים,122490,4.3,108,3.9,101,6.9,470,6,1527,5.3
נקבה,60-69,שנה,137749,3.9,256,5.5,217,8.7,936,7,2333,5.5
נקבה,60-69,מתחילת קורונה,161753,3.7,560,5.1,516,8.3,2278,7.5,5040,6.2
זכר,70-79,חודש אחרון,14419,5.3,23,13.1,36,21.2,187,14.6,680,12
זכר,70-79,3 חודשים,22436,5.1,54,13.1,74,20.5,297,14.9,1075,12.3
זכר,70-79,6 חודשים,57993,2,372,13.4,257,17.4,1116,14.3,2972,10.2
זכר,70-79,שנה,64923,1.8,642,13.9,404,16.1,1742,13,3983,9.5
זכר,70-79,מתחילת קורונה,76237,1.7,1672,15.1,1059,17.1,3859,12.8,7535,9.2
נקבה,70-79,שנה,80199,2.3,459,9.9,262,10.5,1356,10.1,3303,7.9
נקבה,70-79,חודש אחרון,18154,6.6,13,7.4,19,11.2,147,11.5,566,10
נקבה,70-79,3 חודשים,28349,6.4,41,10,36,10,216,10.8,850,9.7
נקבה,70-79,6 חודשים,72295,2.5,259,9.4,153,10.4,831,10.6,2414,8.3
נקבה,70-79,מתחילת קורונה,92333,2.1,1059,9.6,598,9.6,2925,9.7,6143,7.5
זכר,80-89,3 חודשים,8655,2,65,15.8,44,12.2,304,15.2,980,11.2
זכר,80-89,6 חודשים,21465,0.7,530,19.2,193,13.1,1194,15.2,2870,9.9
זכר,80-89,חודש אחרון,5679,2.1,32,18.3,20,11.8,208,16.2,669,11.8
זכר,80-89,שנה,24204,0.7,825,17.9,281,11.2,1732,12.9,3751,8.9
זכר,80-89,מתחילת קורונה,29298,0.7,1944,17.6,658,10.6,3255,10.8,6238,7.6
נקבה,80-89,חודש אחרון,7536,2.8,36,20.6,11,6.5,206,16.1,667,11.8
נקבה,80-89,3 חודשים,11462,2.6,74,18,26,7.2,314,15.7,1015,11.6
נקבה,80-89,6 חודשים,29293,1,504,18.2,149,10.1,1235,15.8,3009,10.4
נקבה,80-89,שנה,32875,0.9,792,17.1,231,9.2,1782,13.3,3937,9.4
נקבה,80-89,מתחילת קורונה,40127,0.9,1785,16.1,487,7.9,3361,11.1,6728,8.2
זכר,90+,3 חודשים,1621,0.4,60,14.6,17,4.7,166,8.3,386,4.4
זכר,90+,שנה,4934,0.1,412,8.9,73,2.9,653,4.9,1290,3.1
זכר,90+,חודש אחרון,1043,0.4,29,16.6,10,5.9,98,7.6,239,4.2
זכר,90+,6 חודשים,4350,0.2,308,11.1,57,3.9,528,6.7,1071,3.7
זכר,90+,מתחילת קורונה,6226,0.1,902,8.2,152,2.5,1131,3.7,2068,2.5
נקבה,90+,3 חודשים,3097,0.7,63,15.3,19,5.3,232,11.6,546,6.3
נקבה,90+,6 חודשים,8215,0.3,335,12.1,56,3.8,696,8.9,1460,5
נקבה,90+,חודש אחרון,2011,0.7,22,12.6,10,5.9,154,12,356,6.3
נקבה,90+,שנה,9267,0.3,510,11,75,3,957,7.1,1859,4.4
נקבה,90+,מתחילת קורונה,12067,0.3,1175,10.6,148,2.4,1678,5.6,3115,3.8
