coronaOccupancy,normalOccupancy,isolatedTeam
100,,0
43,,0
41,,0
39,,0
39,,0
36,,0
34,,0
32,,0
32,,0
30,,0
26,,0
25,,0
25,,0
24,,0
21,,0
13,,0
10,,0
9,,0
9,,0
9,,0
9,,0
5,,0
3,,0
3,,0
2,,0
1,,0
0,,0
0,,0
0,,0
0,,0
0,,0
0,,0
