name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Ofaqim,10,אדום,67.6,31,-17,228,אדום,2022-07-09T00:00:00.000Z,65.50,58.13,40.66,70.4
Kefar Tavor,10,אדום,118.2,35,36,46,אדום,2022-07-09T00:00:00.000Z,87.78,83.53,66.37,104.5
Kefar Yona,10,אדום,104.4,33,1,220,אדום,2022-07-09T00:00:00.000Z,75.25,71.61,55.41,84.2
Abu Sinan,10,אדום,109.7,35,-3,158,אדום,2022-07-09T00:00:00.000Z,76.02,66.90,41.23,110.4
Mizpe Ramon,9.2,אדום,81.0,32,2,42,אדום,2022-07-09T00:00:00.000Z,68.45,64.19,48.64,81.0
Pardesiyya,9.9,אדום,129.4,29,0,83,אדום,2022-07-09T00:00:00.000Z,מעל 90%,89.59,72.20,124.9
Abu Ghosh,9.2,אדום,71.2,21,-33,82,אדום,2022-07-09T00:00:00.000Z,מעל 90%,מעל 90%,81.26,104.3
Gan Yavne,10,אדום,111.4,45,-13,189,אדום,2022-07-09T00:00:00.000Z,78.93,74.49,57.29,79.1
Bet Dagan,10,אדום,80.8,39,-3,46,אדום,2022-07-09T00:00:00.000Z,74.94,70.36,55.51,63.0
Deir Hanna,9.1,אדום,37.3,22,-33,52,אדום,2022-07-09T00:00:00.000Z,73.28,62.15,38.01,49.7
Kafar Kanna,6.3,כתום,19.8,11,-24,49,כתום,2022-07-09T00:00:00.000Z,69.29,60.07,35.04,21.1
Kabul,7.2,אדום,14.8,20,-58,33,כתום,2022-07-09T00:00:00.000Z,65.53,55.24,34.30,23.2
Ilut,5.8,צהוב,9.4,16,0,קטן מ-15,צהוב,2022-07-09T00:00:00.000Z,60.17,52.22,26.74,
Sha'ab,6.4,אדום,23.6,11,-48,קטן מ-15,כתום,2022-07-09T00:00:00.000Z,71.56,62.27,36.86,
Yad Binyamin,7.2,כתום,21.2,24,-23,קטן מ-15,כתום,2022-07-09T00:00:00.000Z,59.21,53.19,36.22,
Nahef,7.2,כתום,19.5,20,23,25,כתום,2022-07-09T00:00:00.000Z,65.70,56.25,32.08,18.7
I'billin,9.8,אדום,42.9,32,-25,67,אדום,2022-07-09T00:00:00.000Z,67.16,58.84,36.69,49.6
Deir Al-Asad,8,אדום,26.0,21,-31,30,אדום,2022-07-09T00:00:00.000Z,70.64,59.18,37.10,23.6
Jaljulye,9.2,אדום,34.0,30,133,35,אדום,2022-07-09T00:00:00.000Z,60.87,52.44,29.54,34.0
