name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,108.544303894043,12
אוגוסטה ויקטוריה,,,0
שמיר,,70.48260498046875,9
וולפסון,,76.72035217285156,3
זיו צפת,,81.8443832397461,5
הלל יפה,,,0
נהריה,,,0
ברזילי,,,0
פוריה,,75.21126556396484,3
סוראסקי,,,0
בני ציון,,,0
רבין ק. בילינסון,,92.6102523803711,3
סורוקה,,79.11338806152344,10
מאיר,,90.87403869628906,1
קפלן,,86.92579650878906,2
"רמב""ם",,90.57376861572266,13
הכרמל,,82.20858764648438,3
הדסה עין כרם,,100.9259262084961,14
הסקוטי,,,0
המשפחה הקדושה,,,0
שערי צדק,,104.6172561645508,6
לניאדו,,89.13648986816406,1
מעייני הישועה,,,0
אסותא אשדוד,,,0
רבין ק. השרון,,67.63485717773438,5
יוספטל,,,0
סנט וינסנט,,,0
סנט ג'וזף,,,0
אל מקאסד,,,0
המרכזי בעמק,,80.7817611694336,6
