period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,9235,1939,21
3_Month,0-9,69131,28899,41.8
6_Month,0-9,272027,73786,27.12
1_Year,0-9,1318734,558139,42.32
All,0-9,1711846,766070,44.75
1_Month,10-19,12283,2648,21.56
3_Month,10-19,67661,23311,34.45
6_Month,10-19,286775,68398,23.85
1_Year,10-19,1232701,588966,47.78
All,10-19,1629052,807337,49.56
1_Month,20-29,18153,2356,12.98
3_Month,20-29,94414,34161,36.18
6_Month,20-29,379185,82230,21.69
1_Year,20-29,1106743,429823,38.84
All,20-29,1471223,602478,40.95
1_Month,30-39,18485,3217,17.4
3_Month,30-39,105843,42775,40.41
6_Month,30-39,383434,105686,27.56
1_Year,30-39,1063651,473644,44.53
All,30-39,1370967,610656,44.54
1_Month,40-49,19247,3638,18.9
3_Month,40-49,102659,42231,41.14
6_Month,40-49,367421,105219,28.64
1_Year,40-49,963413,441558,45.83
All,40-49,1217959,554396,45.52
1_Month,50-59,19230,3694,19.21
3_Month,50-59,95517,40708,42.62
6_Month,50-59,328196,96624,29.44
1_Year,50-59,757516,316196,41.74
All,50-59,953180,394379,41.38
1_Month,60-69,21835,4475,20.49
3_Month,60-69,104488,45627,43.67
6_Month,60-69,309483,102061,32.98
1_Year,60-69,634562,247495,39
All,60-69,786604,298938,38
1_Month,70-79,22470,4842,21.55
3_Month,70-79,96716,41804,43.22
6_Month,70-79,232662,87726,37.71
1_Year,70-79,416394,163520,39.27
All,70-79,511211,191192,37.4
1_Month,80-89,15384,2061,13.4
3_Month,80-89,54160,19581,36.15
6_Month,80-89,97258,36972,38.01
1_Year,80-89,161901,65727,40.6
All,80-89,217660,80091,36.8
1_Month,90+,5077,501,9.87
3_Month,90+,16040,5043,31.44
6_Month,90+,24560,9023,36.74
1_Year,90+,38449,16286,42.36
All,90+,56654,20799,36.71
