coronaOccupancy,isolatedTeam,name,normalOccupancy
148,123,הדסה עין כרם,110.6612701416016
110.00000000000001,56,שמיר (אסף הרופא),64.6464614868164
98,98,שערי צדק,93.24324035644531
92,69,שיבא,96.26582336425781
70,83,הלל יפה,81.55339813232422
70,71,סוראסקי,101.6225433349609
62,52,קפלן,96.57039642333984
50,32,ברזילי,72.5
46,71,מאיר,81.10540008544922
46,65,רבין ק. בילינסון,94.85029602050781
44,38,"רמב""ם",93.8144302368164
42,22,לניאדו,3.342618465423584
40,44,סורוקה,71.06863403320312
36,43,וולפסון,66.91069030761719
34,38,"אסותא אשדוד בי""ח",
30,79,המרכזי בעמק,72.06896209716797
28.000000000000004,64,מעייני הישועה,86.90095520019531
22,88,נהריה,89.7648696899414
2,41,בני ציון,79.44572448730469
2,13,זיו צפת,83.8616714477539
2,25,השרון ק. גולדה,55.60165786743164
2,59,שניידר,83.12236022949219
0,34,הסקוטי,92.481201171875
0,0,יוספטל,56.92307662963867
0,4,אסותא ראשון לציון,
0,19,הכרמל,71.983642578125
0,0,אל מקאסד,
0,3,המשפחה הקדושה,145.8333282470703
0,0,הסהר האדום,
0,35,הר הצופים,86.80555725097656
0,12,הצרפתי,71.64179229736328
0,11,אסותא רמת החייל,
0,0,אלישע,
0,1,אסותא באר שבע,
0,2,אסותא חיפה,
0,20,פוריה,65.07041931152344
