section,female,male,period
0-9,"{'amount': 350964, 'percentage': 8.1}","{'amount': 427748, 'percentage': 9.9}",מתחילת קורונה
0-9,"{'amount': 18694, 'percentage': 4.4}","{'amount': 22889, 'percentage': 5.4}",3 חודשים
0-9,"{'amount': 7914, 'percentage': 3.8}","{'amount': 9035, 'percentage': 4.3}",חודש אחרון
0-9,"{'amount': 292817, 'percentage': 8.4}","{'amount': 359187, 'percentage': 10.3}",שנה
0-9,"{'amount': 222645, 'percentage': 7.6}","{'amount': 283213, 'percentage': 9.7}",6 חודשים
10-19,"{'amount': 418785, 'percentage': 9.7}","{'amount': 429581, 'percentage': 10}",מתחילת קורונה
10-19,"{'amount': 10805, 'percentage': 5.1}","{'amount': 10322, 'percentage': 4.9}",חודש אחרון
10-19,"{'amount': 21248, 'percentage': 5}","{'amount': 20999, 'percentage': 4.9}",3 חודשים
10-19,"{'amount': 273171, 'percentage': 9.3}","{'amount': 275685, 'percentage': 9.4}",6 חודשים
10-19,"{'amount': 333240, 'percentage': 9.6}","{'amount': 332732, 'percentage': 9.6}",שנה
20-29,"{'amount': 26700, 'percentage': 6.3}","{'amount': 18432, 'percentage': 4.3}",3 חודשים
20-29,"{'amount': 363510, 'percentage': 8.4}","{'amount': 255164, 'percentage': 5.9}",מתחילת קורונה
20-29,"{'amount': 237805, 'percentage': 8.1}","{'amount': 153078, 'percentage': 5.2}",6 חודשים
20-29,"{'amount': 13235, 'percentage': 6.3}","{'amount': 9265, 'percentage': 4.4}",חודש אחרון
20-29,"{'amount': 279611, 'percentage': 8.1}","{'amount': 184399, 'percentage': 5.3}",שנה
30-39,"{'amount': 366162, 'percentage': 8.5}","{'amount': 252173, 'percentage': 5.9}",מתחילת קורונה
30-39,"{'amount': 34668, 'percentage': 8.1}","{'amount': 25047, 'percentage': 5.9}",3 חודשים
30-39,"{'amount': 16083, 'percentage': 7.6}","{'amount': 11651, 'percentage': 5.5}",חודש אחרון
30-39,"{'amount': 303658, 'percentage': 8.7}","{'amount': 199455, 'percentage': 5.7}",שנה
30-39,"{'amount': 259059, 'percentage': 8.8}","{'amount': 168613, 'percentage': 5.7}",6 חודשים
40-49,"{'amount': 327037, 'percentage': 7.6}","{'amount': 227597, 'percentage': 5.3}",מתחילת קורונה
40-49,"{'amount': 35811, 'percentage': 8.4}","{'amount': 24408, 'percentage': 5.7}",3 חודשים
40-49,"{'amount': 17450, 'percentage': 8.3}","{'amount': 11591, 'percentage': 5.5}",חודש אחרון
40-49,"{'amount': 239751, 'percentage': 8.2}","{'amount': 158125, 'percentage': 5.4}",6 חודשים
40-49,"{'amount': 272739, 'percentage': 7.9}","{'amount': 183395, 'percentage': 5.3}",שנה
50-59,"{'amount': 223227, 'percentage': 5.2}","{'amount': 156574, 'percentage': 3.6}",מתחילת קורונה
50-59,"{'amount': 16623, 'percentage': 7.9}","{'amount': 10585, 'percentage': 5}",חודש אחרון
50-59,"{'amount': 184355, 'percentage': 5.3}","{'amount': 123705, 'percentage': 3.6}",שנה
50-59,"{'amount': 33043, 'percentage': 7.8}","{'amount': 20975, 'percentage': 4.9}",3 חודשים
50-59,"{'amount': 166220, 'percentage': 5.7}","{'amount': 109520, 'percentage': 3.7}",6 חודשים
60-69,"{'amount': 154699, 'percentage': 3.6}","{'amount': 115434, 'percentage': 2.7}",מתחילת קורונה
60-69,"{'amount': 119721, 'percentage': 4.1}","{'amount': 83838, 'percentage': 2.9}",6 חודשים
60-69,"{'amount': 17023, 'percentage': 8.1}","{'amount': 11699, 'percentage': 5.6}",חודש אחרון
60-69,"{'amount': 130837, 'percentage': 3.8}","{'amount': 92911, 'percentage': 2.7}",שנה
60-69,"{'amount': 33131, 'percentage': 7.8}","{'amount': 22232, 'percentage': 5.2}",3 חודשים
70-79,"{'amount': 86410, 'percentage': 2}","{'amount': 71576, 'percentage': 1.7}",מתחילת קורונה
70-79,"{'amount': 25569, 'percentage': 6}","{'amount': 20342, 'percentage': 4.8}",3 חודשים
70-79,"{'amount': 14166, 'percentage': 6.7}","{'amount': 11338, 'percentage': 5.4}",חודש אחרון
70-79,"{'amount': 74390, 'percentage': 2.1}","{'amount': 60326, 'percentage': 1.7}",שנה
70-79,"{'amount': 68513, 'percentage': 2.3}","{'amount': 55403, 'percentage': 1.9}",6 חודשים
80-89,"{'amount': 37371, 'percentage': 0.9}","{'amount': 27399, 'percentage': 0.6}",מתחילת קורונה
80-89,"{'amount': 9893, 'percentage': 2.3}","{'amount': 7702, 'percentage': 1.8}",3 חודשים
80-89,"{'amount': 5451, 'percentage': 2.6}","{'amount': 4345, 'percentage': 2.1}",חודש אחרון
80-89,"{'amount': 30154, 'percentage': 0.9}","{'amount': 22325, 'percentage': 0.6}",שנה
80-89,"{'amount': 27297, 'percentage': 0.9}","{'amount': 20156, 'percentage': 0.7}",6 חודשים
90+,"{'amount': 11289, 'percentage': 0.3}","{'amount': 5834, 'percentage': 0.1}",מתחילת קורונה
90+,"{'amount': 1407, 'percentage': 0.7}","{'amount': 736, 'percentage': 0.3}",חודש אחרון
90+,"{'amount': 2614, 'percentage': 0.6}","{'amount': 1401, 'percentage': 0.3}",3 חודשים
90+,"{'amount': 7644, 'percentage': 0.3}","{'amount': 4070, 'percentage': 0.1}",6 חודשים
90+,"{'amount': 8498, 'percentage': 0.2}","{'amount': 4545, 'percentage': 0.1}",שנה
