cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
'Qazir,קטן מ-15,אין מידע,25,84.55,10,אדום,2957
Abu Ghosh,קטן מ-15,אין מידע,72,91.58,9.36,אדום,7862
Abu Juwei'id,0,0,42,90.34,9.97,אדום,4649
Abu Sinan,18,14.17,127,88.77,9.92,אדום,14306
Afula,108,13.97,773,135.99,10,אדום,56844
Ahuzzat Baraq,קטן מ-15,אין מידע,30,125.10,9.92,אדום,2398
Akko,70,13.04,537,108.45,10,אדום,49517
Alfe Menashe,קטן מ-15,אין מידע,80,99.86,10,אדום,8011
Allon Shevut,0,0,18,57.86,7.28,כתום,3111
Ar'ara,16,23.88,67,26.25,8.82,אדום,25525
Arad,36,13.90,259,95.33,10,אדום,27170
Ari'el,41,17.45,235,114.70,10,אדום,20488
Arrabe,קטן מ-15,אין מידע,58,22.08,8.57,אדום,26274
Ashdod,404,17.40,2322,102.59,10,אדום,226329
Ashqelon,361,19.27,1873,127.90,10,אדום,146442
Atlit,19,22.09,86,88.51,10,אדום,9716
Azor,31,19.62,158,119.44,10,אדום,13228
Baqa Al-Gharbiyye,15,18.07,83,27.26,8.96,אדום,30448
Basma,קטן מ-15,אין מידע,34,33.16,9.63,אדום,10252
Basmat Tab'un,קטן מ-15,אין מידע,30,37.50,6.91,כתום,8001
Bat Hefer,קטן מ-15,אין מידע,59,111.78,10,אדום,5278
Bat Yam,188,12.62,1490,116.61,10,אדום,127772
Be'er Sheva,353,14.18,2490,118.22,10,אדום,210624
Be'er Ya'aqov,53,24.42,217,75.30,10,אדום,28818
Beit Jann,קטן מ-15,אין מידע,32,26.30,7.47,כתום,12169
Bene Ayish,קטן מ-15,אין מידע,63,91.28,9.11,אדום,6902
Bene Beraq,50,12.41,403,19.37,8.49,אדום,208031
Bet Arye,קטן מ-15,אין מידע,29,54.29,9.95,אדום,5342
Bet Dagan,קטן מ-15,אין מידע,74,101.40,10,אדום,7298
Bet El,קטן מ-15,אין מידע,20,33.75,8.92,אדום,5926
Bet Hashmonay,קטן מ-15,אין מידע,25,114.21,9.61,אדום,2189
Bet She'an,35,14.34,244,128.56,10,אדום,18980
Bet Shemesh,62,16.62,373,28.21,10,אדום,132210
Bet Yizhaq-Sh. Hefer,קטן מ-15,אין מידע,37,172.57,10,אדום,2144
Betar Illit,קטן מ-15,אין מידע,22,3.59,6.05,כתום,61297
Bi'ne,קטן מ-15,אין מידע,25,29.69,6.93,כתום,8421
Binyamina-Giv'at Ada,26,18.98,137,85.78,10,אדום,15971
Bir El-Maksur,קטן מ-15,אין מידע,30,30.84,9.33,אדום,9729
Bu'eine-Nujeidat,קטן מ-15,אין מידע,21,20.98,8.43,אדום,10011
Daburiyya,קטן מ-15,אין מידע,41,38.38,7.65,אדום,10682
Daliyat Al-Karmel,20,26.32,76,42.55,10,אדום,17862
Deir Al-Asad,קטן מ-15,אין מידע,44,34.62,8.07,אדום,12710
Deir Hanna,17,26.56,64,61.19,9.17,אדום,10459
Dimona,120,20.65,581,166.22,10,אדום,34954
Efrat,קטן מ-15,אין מידע,59,51.66,10,אדום,11420
Eilabun,18,34.62,52,89.95,9.3,אדום,5781
Ein Mahel,קטן מ-15,אין מידע,24,17.72,9.18,אדום,13545
El'ad,קטן מ-15,אין מידע,51,10.37,7.51,אדום,49179
Elat,78,16.96,460,87.61,10,אדום,52507
Elqana,קטן מ-15,אין מידע,30,75.78,9.35,אדום,3959
Elyakhin,קטן מ-15,אין מידע,26,75.01,9.28,אדום,3466
Even Yehuda,28,16.57,169,120.40,9.99,אדום,14036
Ez Efrayim,קטן מ-15,אין מידע,17,68.83,10,אדום,2470
Fassuta,קטן מ-15,אין מידע,21,65.89,10,אדום,3187
Fureidis,קטן מ-15,אין מידע,40,29.76,9.1,אדום,13439
Gan Ner,קטן מ-15,אין מידע,29,107.41,10,אדום,2700
Gan Yavne,73,24.91,293,122.66,10,אדום,23887
Ganne Tiqwa,54,18.88,286,132.97,10,אדום,21508
Gedera,60,19.11,314,109.01,10,אדום,28805
Geva Binyamin,קטן מ-15,אין מידע,27,46.90,9.31,אדום,5757
Giv'at Avni,קטן מ-15,אין מידע,33,158.65,10,אדום,2080
Giv'at Brenner,קטן מ-15,אין מידע,20,75.05,10,אדום,2665
Giv'at Shemu'el,51,17.47,292,107.21,10,אדום,27236
Giv'at Ze'ev,קטן מ-15,אין מידע,80,41.66,10,אדום,19205
Giv'atayim,96,14.86,646,106.12,10,אדום,60872
Hadera,157,14.38,1092,110.38,10,אדום,98928
Haifa,329,10.54,3120,109.48,10,אדום,284981
Har Adar,קטן מ-15,אין מידע,34,82.99,10,אדום,4097
Harish,37,25.17,147,74.97,10,אדום,19608
Hashmona'im,קטן מ-15,אין מידע,41,153.39,10,אדום,2673
