name,coronaOccupancy,normalOccupancy,isolatedTeam
שיבא,,,22
אל מקאסד,,,0
שמיר,,73.51290893554688,5
וולפסון,,79.2093734741211,17
הלל יפה,,,0
נהריה,,,0
ברזילי,,,0
בני ציון,,86.6050796508789,3
רבין ק. בילינסון,,89.46107482910156,9
מאיר,,92.28791809082031,27
הדסה עין כרם,,108.4656066894531,8
לניאדו,,,0
אוגוסטה ויקטוריה,,,0
מעייני הישועה,,,0
אסותא אשדוד,,,0
"רמב""ם",,,0
הכרמל,,89.36605072021484,3
המרכזי בעמק,,77.4137954711914,3
המשפחה הקדושה,,,0
הסקוטי,,,1
השרון ק. גולדה,,69.70954132080078,5
יוספטל,,66.15384674072266,4
סורוקה,,90.26933288574219,16
סנט וינסנט,,,0
פוריה,,,0
קפלן,,91.6967544555664,13
זיו צפת,,,0
שערי צדק,,106.8043746948242,5
סנט ג'וזף,,,0
סוראסקי,,,0
