name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
כפר ורדים,4,ירוק,5.5,0.0068493150684,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,86.33,82.13,67.79,
חריש,2.5,ירוק,5.6,0.0103519668737,0.1000000000000001, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,52.50,47.68,32.8,
סולם,3.4,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,77.38,68.47,41.05,
עוזייר,4.6,ירוק,14.9,0.0347222222222,0, קטן מ-15 ,צהוב,2021-12-18T00:00:00.000Z,64.99,59.04,28.91,
אעבלין,2.1,ירוק,1.5,0.0030303030303,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,66.34,58.34,34.53,
עיילבון,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,70.82,63.45,43.82,
עראבה,1.9,ירוק,1.1,0.0011966493817,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,66.94,57.43,31.01,
עין מאהל,1.9,ירוק,0.7,0.0038022813688,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,71.00,57.17,30.77,
עספיא,1.9,ירוק,0.0,0,0, 0 ,ירוק,2021-12-18T00:00:00.000Z,66.33,58.19,37.58,0.0
פסוטה,2,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,77.09,70.51,48.38,
פקיעין (בוקייעה),4.5,צהוב,6.7,0.010840108401,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,69.79,59.84,37.79,
פוריידיס,2.6,ירוק,9.7,0.0107719928186,-0.6388888888888999,23,ירוק,2021-12-18T00:00:00.000Z,67.51,59.93,34.44,17.1
שעב,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-18T00:00:00.000Z,69.86,61.04,34,0.0
ג'סר א-זרקא,1.9,ירוק,0.7,0.0006131207847,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,71.67,59.88,35.82,
ריינה,3.9,ירוק,6.8,0.0168393782383,0.3,16,ירוק,2021-12-18T00:00:00.000Z,53.33,45.77,23.63,8.4
ראמה,3.3,ירוק,3.9,0.0095846645367,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,79.49,71.08,46.18,
אזור,2.4,ירוק,2.3,0.0046367851622,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,66.91,62.41,47.42,
יד בנימין,2.8,ירוק,9.4,0.0112676056338,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,57.40,49.12,32.45,
סביון,4.1,ירוק,14.8,0.0072992700729,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,מעל 90%,מעל 90%,77.01,
ג'לג'וליה,1.9,ירוק,2.9,0.0038910505836,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,60.80,52.17,27.4,
ג'ת,3.5,ירוק,7.3,0.02,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,65.77,57.76,34.59,
כפר ברא,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-18T00:00:00.000Z,64.24,55.29,29.28,0.0
כפר קאסם,2.1,ירוק,1.7,0.0019398642095,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,64.28,51.96,26.46,
מוקייבלה,2.1,ירוק,2.4,0.0093457943925,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,71.17,59.87,31.23,
ערערה,2.9,ירוק,2.7,0.0036231884057,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,50.98,44.56,23.11,
קלנסווה,1.5,ירוק,0.9,0.0009610764055,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,62.07,51.50,25.25,
מייסר,2.5,ירוק,4.9,0.0149253731343,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,67.57,62.47,35.39,
אבטין,3,ירוק,0.0,0,0, 0 ,ירוק,2021-12-18T00:00:00.000Z,63.21,56.43,28.54,0.0
כפר קרע,3.4,ירוק,2.1,0.0035778175313,-0.09090909090910004, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,67.71,60.00,35,
שייח' דנון,3.6,ירוק,6.8,0.0075187969924,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,64.00,57.19,29.67,
עומר,4,ירוק,11.9,0.0125874125874,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,מעל 90%,מעל 90%,74.58,
גבעת שמואל,2.1,ירוק,2.6,0.0030809859154,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,76.13,69.83,54.98,
מעגן מיכאל,4,ירוק,19.2,0.0151515151515,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,77.78,73.06,58.2,
"כפר חב""ד",2.4,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,49.86,39.91,24.25,
תפרח,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-18T00:00:00.000Z,47.04,31.21,17.97,0.0
שתולים,2.5,ירוק,4.8,0.0067114093959,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,70.43,65.22,47.78,
שלומי,2.2,ירוק,1.5,0.0019723865877,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,73.52,69.37,51.53,
ירוחם,3,ירוק,0.9,0.0010822510822,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,68.37,61.09,44.08,
מגדל העמק,2.6,ירוק,1.6,0.002861230329,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,71.62,66.31,48.73,
שבלי - אום אל-גנם,2,ירוק,0.0,0,0, 0 ,ירוק,2021-12-18T00:00:00.000Z,71.27,63.78,38.22,0.0
רכסים,3.5,ירוק,4.5,0.0283018867924,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,43.65,33.32,18.51,
מסעודין אל-עזאזמה,2.8,אפור,1.7,0.0181818181818,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,7.44,6.09,1.72,
בסמת טבעון,4.9,צהוב,10.0,0.0170316301703,0, קטן מ-15 ,צהוב,2021-12-18T00:00:00.000Z,57.39,52.28,27.01,
אבו רוקייק (שבט),4.1,אפור,3.9,0.022346368715,-0.09090909090910004,18,ירוק,2021-12-18T00:00:00.000Z,12.56,10.59,2.83,17.6
טובא-זנגריה,2.3,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2021-12-18T00:00:00.000Z,64.09,58.11,28.82,
