averageInfected,begin_date,end_date,isCurrentWeek
519,2021-11-28T00:00:00.000Z,2021-12-04T00:00:00.000Z,False
613,2021-12-05T00:00:00.000Z,2021-12-11T00:00:00.000Z,False
697,2021-12-12T00:00:00.000Z,2021-12-18T00:00:00.000Z,False
1004,2021-12-19T00:00:00.000Z,2021-12-20T00:00:00.000Z,True
