gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,חודש אחרון,20516,7.9,0,0,6,1.5,14,1.3
זכר,0-9,3 חודשים,263345,10.6,4,0.2,16,1.4,51,0.9
זכר,0-9,6 חודשים,277975,10.8,4,0.1,18,1.1,57,0.8
זכר,0-9,מתחילת קורונה,407344,10.6,7,0.1,30,0.5,109,0.4
זכר,0-9,שנה,339185,11.3,5,0.1,22,0.9,79,0.7
נקבה,0-9,3 חודשים,197175,8,1,0,8,0.7,33,0.6
נקבה,0-9,מתחילת קורונה,322656,8.4,4,0,15,0.3,70,0.2
נקבה,0-9,חודש אחרון,15502,6,0,0,3,0.8,8,0.7
נקבה,0-9,שנה,265890,8.9,1,0,9,0.4,56,0.5
נקבה,0-9,6 חודשים,211479,8.2,1,0,8,0.5,40,0.5
זכר,10-19,חודש אחרון,19606,7.6,1,0.3,3,0.8,4,0.4
זכר,10-19,3 חודשים,258924,10.5,4,0.2,9,0.8,24,0.4
זכר,10-19,6 חודשים,269548,10.5,5,0.2,13,0.8,32,0.4
זכר,10-19,שנה,315654,10.5,5,0.1,14,0.6,43,0.4
זכר,10-19,מתחילת קורונה,411787,10.8,7,0.1,23,0.4,77,0.3
נקבה,10-19,חודש אחרון,19373,7.5,0,0,2,0.5,5,0.5
נקבה,10-19,6 חודשים,258940,10.1,3,0.1,13,0.8,22,0.3
נקבה,10-19,מתחילת קורונה,387869,10.1,7,0.1,23,0.4,77,0.3
נקבה,10-19,3 חודשים,246749,10,2,0.1,9,0.8,14,0.2
נקבה,10-19,שנה,304629,10.1,4,0.1,16,0.6,36,0.3
זכר,20-29,מתחילת קורונה,236300,6.2,23,0.2,52,0.9,239,0.8
זכר,20-29,חודש אחרון,15574,6,0,0,3,0.8,6,0.5
זכר,20-29,3 חודשים,134433,5.4,1,0,9,0.8,35,0.6
זכר,20-29,שנה,165346,5.5,5,0.1,24,1,98,0.8
זכר,20-29,6 חודשים,138147,5.4,2,0.1,17,1.1,46,0.6
נקבה,20-29,3 חודשים,206978,8.4,5,0.2,10,0.9,21,0.4
נקבה,20-29,6 חודשים,213232,8.3,7,0.3,16,1,49,0.7
נקבה,20-29,מתחילת קורונה,329763,8.6,22,0.2,58,1,269,1
נקבה,20-29,חודש אחרון,23262,9,0,0,1,0.3,3,0.3
נקבה,20-29,שנה,247114,8.2,9,0.2,23,0.9,101,0.8
זכר,30-39,3 חודשים,142409,5.8,9,0.4,25,2.1,51,0.9
זכר,30-39,מתחילת קורונה,225590,5.9,51,0.5,101,1.7,622,2.2
זכר,30-39,חודש אחרון,17194,6.6,2,0.6,13,3.3,10,0.9
זכר,30-39,שנה,172882,5.8,24,0.6,50,2,219,1.8
זכר,30-39,6 חודשים,146569,5.7,13,0.5,34,2.1,93,1.3
נקבה,30-39,חודש אחרון,23183,8.9,0,0,4,1,8,0.7
נקבה,30-39,3 חודשים,219658,8.9,4,0.2,9,0.8,52,0.9
נקבה,30-39,6 חודשים,227063,8.9,6,0.2,20,1.3,98,1.3
נקבה,30-39,מתחילת קורונה,324378,8.5,36,0.3,99,1.7,581,2.1
נקבה,30-39,שנה,262895,8.8,16,0.4,46,1.9,235,2
זכר,40-49,מתחילת קורונה,201843,5.3,117,1.1,259,4.4,1397,5
זכר,40-49,חודש אחרון,15870,6.1,2,0.6,10,2.6,26,2.4
זכר,40-49,3 חודשים,132859,5.4,14,0.6,40,3.4,123,2.1
זכר,40-49,שנה,157760,5.3,54,1.3,120,4.8,490,4.1
זכר,40-49,6 חודשים,136413,5.3,34,1.2,74,4.6,223,3.1
נקבה,40-49,חודש אחרון,22807,8.8,0,0,7,1.8,11,1
נקבה,40-49,3 חודשים,199481,8.1,9,0.4,18,1.5,72,1.2
נקבה,40-49,6 חודשים,204591,8,14,0.5,33,2.1,145,2
נקבה,40-49,שנה,231240,7.7,25,0.6,60,2.4,350,2.9
נקבה,40-49,מתחילת קורונה,284594,7.4,74,0.7,137,2.3,952,3.4
זכר,50-59,חודש אחרון,11183,4.3,10,3,35,9,45,4.1
זכר,50-59,6 חודשים,89301,3.5,87,3.2,143,8.9,397,5.5
זכר,50-59,מתחילת קורונה,134070,3.5,374,3.6,537,9.1,2200,7.8
זכר,50-59,3 חודשים,87479,3.5,51,2.3,88,7.5,266,4.5
זכר,50-59,שנה,101320,3.4,150,3.5,224,9,728,6.1
נקבה,50-59,חודש אחרון,17358,6.7,5,1.5,13,3.3,26,2.4
נקבה,50-59,6 חודשים,131937,5.1,53,1.9,77,4.8,287,3.9
נקבה,50-59,מתחילת קורונה,185311,4.8,196,1.9,251,4.3,1550,5.5
נקבה,50-59,3 חודשים,129531,5.2,36,1.6,50,4.3,178,3
נקבה,50-59,שנה,146995,4.9,84,1.9,129,5.2,555,4.6
זכר,60-69,מתחילת קורונה,91181,2.4,980,9.4,907,15.4,3219,11.4
זכר,60-69,חודש אחרון,8301,3.2,35,10.6,65,16.6,103,9.3
זכר,60-69,3 חודשים,59983,2.4,156,7,135,11.5,529,9
זכר,60-69,שנה,68864,2.3,366,8.5,310,12.5,1172,9.8
זכר,60-69,6 חודשים,61048,2.4,226,8.3,197,12.3,684,9.4
נקבה,60-69,חודש אחרון,12218,4.7,20,6,34,8.7,60,5.4
נקבה,60-69,6 חודשים,85342,3.3,138,5,135,8.4,497,6.8
נקבה,60-69,מתחילת קורונה,118095,3.1,538,5.1,497,8.4,2167,7.7
נקבה,60-69,3 חודשים,83819,3.4,87,3.9,84,7.2,376,6.4
נקבה,60-69,שנה,94593,3.2,261,6,233,9.4,900,7.5
זכר,70-79,חודש אחרון,5558,2.1,49,14.8,67,17.1,163,14.8
זכר,70-79,6 חודשים,34382,1.3,356,13,225,14.1,961,13.2
זכר,70-79,מתחילת קורונה,49721,1.3,1589,15.2,992,16.9,3563,12.7
זכר,70-79,3 חודשים,33821,1.4,293,13.1,190,16.2,828,14
זכר,70-79,שנה,38624,1.3,589,13.6,359,14.4,1500,12.6
נקבה,70-79,חודש אחרון,6905,2.7,34,10.3,38,9.7,130,11.8
נקבה,70-79,3 חודשים,41287,1.7,212,9.5,119,10.2,627,10.6
נקבה,70-79,6 חודשים,42039,1.6,280,10.2,172,10.8,763,10.5
נקבה,70-79,מתחילת קורונה,58867,1.5,1005,9.6,561,9.5,2699,9.6
נקבה,70-79,שנה,47032,1.6,443,10.3,256,10.3,1192,10
זכר,80-89,3 חודשים,11943,0.5,432,19.4,151,12.9,897,15.2
זכר,80-89,מתחילת קורונה,19077,0.5,1841,17.6,615,10.5,2934,10.4
זכר,80-89,חודש אחרון,1868,0.7,62,18.7,43,11,193,17.5
זכר,80-89,שנה,14114,0.5,758,17.6,257,10.3,1467,12.3
זכר,80-89,6 חודשים,12180,0.5,483,17.7,174,10.9,983,13.5
נקבה,80-89,חודש אחרון,2396,0.9,58,17.5,31,7.9,145,13.1
נקבה,80-89,6 חודשים,17159,0.7,476,17.4,145,9.1,1016,14
נקבה,80-89,מתחילת קורונה,26834,0.7,1692,16.1,462,7.9,3019,10.7
נקבה,80-89,3 חודשים,16831,0.7,422,18.9,125,10.7,905,15.4
נקבה,80-89,שנה,19690,0.7,732,17,216,8.7,1493,12.5
זכר,90+,חודש אחרון,309,0.1,28,8.5,7,1.8,66,6
זכר,90+,3 חודשים,2560,0.1,232,10.4,38,3.2,350,5.9
זכר,90+,6 חודשים,2614,0.1,251,9.2,40,2.5,378,5.2
זכר,90+,שנה,3030,0.1,346,8,57,2.3,487,4.1
זכר,90+,מתחילת קורונה,4309,0.1,824,7.9,133,2.3,953,3.4
נקבה,90+,3 חודשים,4885,0.2,256,11.5,38,3.2,463,7.9
נקבה,90+,מתחילת קורונה,8516,0.2,1092,10.4,130,2.2,1437,5.1
נקבה,90+,חודש אחרון,606,0.2,25,7.6,6,1.5,79,7.1
נקבה,90+,שנה,5774,0.2,439,10.2,60,2.4,740,6.2
נקבה,90+,6 חודשים,4971,0.2,294,10.8,44,2.8,507,7
