period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,119976,33587,27.99
3_Month,0-9,1125992,467233,41.5
6_Month,0-9,1258622,495123,39.34
1_Year,0-9,1482894,599716,40.44
All,0-9,1675808,707192,42.2
1_Month,10-19,123680,36187,29.26
3_Month,10-19,1027529,508328,49.47
6_Month,10-19,1159181,530780,45.79
1_Year,10-19,1370234,608728,44.43
All,10-19,1587560,753680,47.47
1_Month,20-29,161705,38193,23.62
3_Month,20-29,813043,344461,42.37
6_Month,20-29,979482,354729,36.22
1_Year,20-29,1177436,411577,34.96
All,20-29,1395885,534085,38.26
1_Month,30-39,157088,39710,25.28
3_Month,30-39,800086,365973,45.74
6_Month,30-39,937419,377641,40.29
1_Year,30-39,1114668,435203,39.04
All,30-39,1291350,522416,40.46
1_Month,40-49,154478,38028,24.62
3_Month,40-49,736321,335876,45.62
6_Month,40-49,849957,344851,40.57
1_Year,40-49,994269,389693,39.19
All,40-49,1144024,464680,40.62
1_Month,50-59,138253,28425,20.56
3_Month,50-59,544495,219819,40.37
6_Month,50-59,642514,224361,34.92
1_Year,50-59,753066,250201,33.22
All,50-59,876187,308086,35.16
1_Month,60-69,122174,20853,17.07
3_Month,60-69,439725,146108,33.23
6_Month,60-69,520776,148973,28.61
1_Year,60-69,610502,165485,27.11
All,60-69,708475,204234,28.83
1_Month,70-79,82714,12875,15.57
3_Month,70-79,268271,76669,28.58
6_Month,70-79,320258,78133,24.4
1_Year,70-79,379096,87188,23
All,70-79,442685,107699,24.33
1_Month,80-89,36077,4424,12.26
3_Month,80-89,103033,29361,28.5
6_Month,80-89,121539,29972,24.66
1_Year,80-89,149004,34336,23.04
All,80-89,188876,45320,23.99
1_Month,90+,9874,991,10.04
3_Month,90+,24913,7606,30.53
6_Month,90+,29130,7747,26.59
1_Year,90+,36237,8921,24.62
All,90+,49401,12589,25.48
