actualSick,city,patientDiffPopulationForTenThousands,sickCount,status,testLast7Days,verifiedLast7Days
 קטן מ-15 ,חורה,7,275,נדרשת הגדלה של מספר הבדיקות,93,11-14
 קטן מ-15 ,אלקנה,38,36,נדרשת הגדלה של מספר הבדיקות,73,6-10
1124,תל אביב - יפו,25,4162,"נדרשת הידברות, הסברה ואכיפה",6148,306
844,אשדוד,37,2827,"נדרשת הידברות, הסברה ואכיפה",4123,346
611,פתח תקווה,25,2123,"נדרשת הידברות, הסברה ואכיפה",3632,173
500,נתניה,23,1398,"נדרשת הידברות, הסברה ואכיפה",3519,204
495,חולון,26,1525,"נדרשת הידברות, הסברה ואכיפה",2856,169
464,באר שבע,24,1427,"נדרשת הידברות, הסברה ואכיפה",3764,163
381,רחובות,27,1060,"נדרשת הידברות, הסברה ואכיפה",1574,132
376,ראשון לציון,15,1397,"נדרשת הידברות, הסברה ואכיפה",2987,129
369,אשקלון,26,1155,"נדרשת הידברות, הסברה ואכיפה",3029,97
353,רמלה,47,952,"נדרשת הידברות, הסברה ואכיפה",1205,105
344,רמת גן,23,1043,"נדרשת הידברות, הסברה ואכיפה",2379,118
295,חיפה,11,1270,"נדרשת הידברות, הסברה ואכיפה",3970,107
284,לוד,37,1133,"נדרשת הידברות, הסברה ואכיפה",1114,87
271,בת ים,21,1201,"נדרשת הידברות, הסברה ואכיפה",1925,73
258,נצרת,33,485,"נדרשת הידברות, הסברה ואכיפה",871,104
203,חדרה,21,504,"נדרשת הידברות, הסברה ואכיפה",2119,76
199,קרית גת,35,734,"נדרשת הידברות, הסברה ואכיפה",1132,51
188,ראש העין,32,490,"נדרשת הידברות, הסברה ואכיפה",1282,89
185,נתיבות,48,495,"נדרשת הידברות, הסברה ואכיפה",635,78
173,אום אל-פחם,31,398,"נדרשת הידברות, הסברה ואכיפה",654,73
161,אור יהודה,46,592,"נדרשת הידברות, הסברה ואכיפה",748,69
156,מודיעין-מכבים-רעות,18,585,"נדרשת הידברות, הסברה ואכיפה",996,46
154,הרצליה,17,575,"נדרשת הידברות, הסברה ואכיפה",1515,30
138,נס ציונה,30,326,"נדרשת הידברות, הסברה ואכיפה",521,27
136,באקה אל-גרביה,46,417,"נדרשת הידברות, הסברה ואכיפה",588,52
134,קרית מלאכי,55,540,"נדרשת הידברות, הסברה ואכיפה",369,44
128,נהריה,21,357,"נדרשת הידברות, הסברה ואכיפה",1111,72
127,טבריה,28,660,"נדרשת הידברות, הסברה ואכיפה",728,54
127,רהט,19,629,"נדרשת הידברות, הסברה ואכיפה",650,48
125,רעננה,17,578,"נדרשת הידברות, הסברה ואכיפה",1096,40
119,כפר סבא,12,426,"נדרשת הידברות, הסברה ואכיפה",1670,42
110,טירה,41,221,"נדרשת הידברות, הסברה ואכיפה",491,54
107,קרית אתא,19,349,"נדרשת הידברות, הסברה ואכיפה",932,32
105,יבנה,23,346,"נדרשת הידברות, הסברה ואכיפה",557,23
99,עין מאהל,73,225,"נדרשת הידברות, הסברה ואכיפה",230,31
88,מעלה אדומים,23,270,"נדרשת הידברות, הסברה ואכיפה",924,34
88,קרית ביאליק,22,162,"נדרשת הידברות, הסברה ואכיפה",660,43
85,הוד השרון,14,280,"נדרשת הידברות, הסברה ואכיפה",881,28
84,יפיע,44,158,"נדרשת הידברות, הסברה ואכיפה",290,35
81,אילת,14,359,"נדרשת הידברות, הסברה ואכיפה",619,27
75,דימונה,21,362,"נדרשת הידברות, הסברה ואכיפה",750,22
75,אופקים,24,274,"נדרשת הידברות, הסברה ואכיפה",515,19
74,עכו,14,174,"נדרשת הידברות, הסברה ואכיפה",700,31
73,רמת השרון,16,262,"נדרשת הידברות, הסברה ואכיפה",655,22
72,גבעת זאב,38,285,"נדרשת הידברות, הסברה ואכיפה",217,27
72,קרית אונו,19,239,"נדרשת הידברות, הסברה ואכיפה",639,29
71,גבעת שמואל,28,230,"נדרשת הידברות, הסברה ואכיפה",319,11-14
69,רכסים,56,281,"נדרשת הידברות, הסברה ואכיפה",145,24
66,כפר קרע,34,244,"נדרשת הידברות, הסברה ואכיפה",321,26
63,יהוד,22,240,"נדרשת הידברות, הסברה ואכיפה",397,21
62,דבוריה,59,105,"נדרשת הידברות, הסברה ואכיפה",388,37
59,נוף הגליל,13,129,"נדרשת הידברות, הסברה ואכיפה",654,31
58,כרמיאל,12,144,"נדרשת הידברות, הסברה ואכיפה",875,32
57,גדרה,23,177,"נדרשת הידברות, הסברה ואכיפה",426,11-14
54,זמר,76,77,"נדרשת הידברות, הסברה ואכיפה",222,18
54,פרדס חנה-כרכור,13,205,"נדרשת הידברות, הסברה ואכיפה",632,17
52,ג'ת,43,150,"נדרשת הידברות, הסברה ואכיפה",262,35
52,אכסאל,35,101,"נדרשת הידברות, הסברה ואכיפה",223,22
50,אור עקיבא,26,173,"נדרשת הידברות, הסברה ואכיפה",236,6-10
49,עפולה,9,183,"נדרשת הידברות, הסברה ואכיפה",628,16
47,גבעתיים,9,260,"נדרשת הידברות, הסברה ואכיפה",703,6-10
45,קדימה-צורן,21,91,"נדרשת הידברות, הסברה ואכיפה",264,6-10
45,שפרעם,11,97,"נדרשת הידברות, הסברה ואכיפה",727,23
44,סח'נין,13,91,"נדרשת הידברות, הסברה ואכיפה",527,34
43,מעלה עירון,28,75,"נדרשת הידברות, הסברה ואכיפה",176,16
41,ערערה,21,120,"נדרשת הידברות, הסברה ואכיפה",353,17
40,גן יבנה,18,237,"נדרשת הידברות, הסברה ואכיפה",176,6-10
38,שוהם,19,146,"נדרשת הידברות, הסברה ואכיפה",199,6-10
37,באר יעקב,14,168,"נדרשת הידברות, הסברה ואכיפה",213,11-14
37,קרית ים,9,106,"נדרשת הידברות, הסברה ואכיפה",1070,6-10
35,יקנעם עילית,15,77,"נדרשת הידברות, הסברה ואכיפה",257,11-14
34,שדרות,13,154,"נדרשת הידברות, הסברה ואכיפה",295,6-10
34,כוכב יעקב,38,137,"נדרשת הידברות, הסברה ואכיפה",94,11-14
34,ערד,13,163,"נדרשת הידברות, הסברה ואכיפה",304,11-14
33,טירת כרמל,14,99,"נדרשת הידברות, הסברה ואכיפה",228,15
33,גני תקווה,17,156,"נדרשת הידברות, הסברה ואכיפה",336,15
33,כפר יונה,14,83,"נדרשת הידברות, הסברה ואכיפה",328,11-14
33,ג'לג'וליה,32,112,"נדרשת הידברות, הסברה ואכיפה",137,16
32,קרית מוצקין,7,112,"נדרשת הידברות, הסברה ואכיפה",1052,6-10
32,טמרה,9,101,"נדרשת הידברות, הסברה ואכיפה",543,27
31,כפר כנא,14,72,"נדרשת הידברות, הסברה ואכיפה",184,11-14
29,ירוחם,28,69,"נדרשת הידברות, הסברה ואכיפה",97,1-5
28,"בסמ""ה",26,44,"נדרשת הידברות, הסברה ואכיפה",189,6-10
27,חריש,19,76,"נדרשת הידברות, הסברה ואכיפה",180,11-14
27,מבשרת ציון,12,93,"נדרשת הידברות, הסברה ואכיפה",295,6-10
27,עומר,34,63,"נדרשת הידברות, הסברה ואכיפה",108,11-14
26,בית שאן,13,179,"נדרשת הידברות, הסברה ואכיפה",152,6-10
26,עראבה,10,58,"נדרשת הידברות, הסברה ואכיפה",313,21
24,"כפר חב""ד",35,139,"נדרשת הידברות, הסברה ואכיפה",90,11-14
23,זכרון יעקב,10,91,"נדרשת הידברות, הסברה ואכיפה",161,1-5
23,בית ג'ן,19,43,"נדרשת הידברות, הסברה ואכיפה",278,11-14
23,ג'דיידה-מכר,11,49,"נדרשת הידברות, הסברה ואכיפה",274,11-14
22,אריאל,12,64,"נדרשת הידברות, הסברה ואכיפה",197,6-10
22,מגדל העמק,8,156,"נדרשת הידברות, הסברה ואכיפה",294,11-14
22,אבן יהודה,17,78,"נדרשת הידברות, הסברה ואכיפה",238,11-14
22,בנימינה-גבעת עדה,15,63,"נדרשת הידברות, הסברה ואכיפה",113,1-5
22,קרני שומרון,26,47,"נדרשת הידברות, הסברה ואכיפה",111,6-10
21,טורעאן,14,31,"נדרשת הידברות, הסברה ואכיפה",154,11-14
21,ערערה-בנגב,12,336,"נדרשת הידברות, הסברה ואכיפה",100,6-10
21,מזכרת בתיה,14,112,"נדרשת הידברות, הסברה ואכיפה",87,1-5
21,ג'סר א-זרקא,14,124,"נדרשת הידברות, הסברה ואכיפה",451,1-5
21,קרית שמונה,10,100,"נדרשת הידברות, הסברה ואכיפה",140,6-10
20,מעלות-תרשיחא,9,48,"נדרשת הידברות, הסברה ואכיפה",254,11-14
20,בית דגן,30,53,"נדרשת הידברות, הסברה ואכיפה",88,1-5
19,מג'ד אל-כרום,12,61,"נדרשת הידברות, הסברה ואכיפה",182,6-10
19,מגאר,8,40,"נדרשת הידברות, הסברה ואכיפה",366,6-10
19,אזור,16,114,"נדרשת הידברות, הסברה ואכיפה",137,6-10
18,אלפי מנשה,23,52,"נדרשת הידברות, הסברה ואכיפה",93,1-5
17,כסיפה,10,161,"נדרשת הידברות, הסברה ואכיפה",61,1-5
17,דייר חנא,16,41,"נדרשת הידברות, הסברה ואכיפה",115,6-10
17,קרית טבעון,11,40,"נדרשת הידברות, הסברה ואכיפה",188,6-10
17,גבע בנימין,31,53,"נדרשת הידברות, הסברה ואכיפה",50,1-5
16,חשמונאים,53,45,"נדרשת הידברות, הסברה ואכיפה",50,1-5
15,בית אל,26,43,"נדרשת הידברות, הסברה ואכיפה",45,1-5
15,כפר מצר,54,42,"נדרשת הידברות, הסברה ואכיפה",30,1-5
 קטן מ-15 ,יד בנימין,23,46,"נדרשת הידברות, הסברה ואכיפה",23,1-5
 קטן מ-15 ,אורנית,12,25,"נדרשת הידברות, הסברה ואכיפה",81,1-5
 קטן מ-15 ,כפר ורדים,18,22,"נדרשת הידברות, הסברה ואכיפה",50,1-5
 קטן מ-15 ,אבו גוש,18,32,"נדרשת הידברות, הסברה ואכיפה",102,6-10
 קטן מ-15 ,קרית ארבע,14,35,"נדרשת הידברות, הסברה ואכיפה",57,1-5
 קטן מ-15 ,חצור הגלילית,12,28,"נדרשת הידברות, הסברה ואכיפה",52,1-5
 קטן מ-15 ,תל מונד,9,35,"נדרשת הידברות, הסברה ואכיפה",237,1-5
 קטן מ-15 ,עתלית,13,34,"נדרשת הידברות, הסברה ואכיפה",70,1-5
 קטן מ-15 ,צור הדסה,13,44,"נדרשת הידברות, הסברה ואכיפה",118,6-10
 קטן מ-15 ,אפרת,9,101,"נדרשת הידברות, הסברה ואכיפה",107,1-5
 קטן מ-15 ,לא ידוע,23,47,"נדרשת הידברות, הסברה ואכיפה",22,0
 קטן מ-15 ,סביון,30,44,"נדרשת הידברות, הסברה ואכיפה",101,6-10
 קטן מ-15 ,נשר,5,36,"נדרשת הידברות, הסברה ואכיפה",488,1-5
 קטן מ-15 ,כוכב יאיר,14,38,"נדרשת הידברות, הסברה ואכיפה",114,6-10
 קטן מ-15 ,כאבול,11,36,"נדרשת הידברות, הסברה ואכיפה",124,6-10
 קטן מ-15 ,עלי זהב,27,15,"נדרשת הידברות, הסברה ואכיפה",86,1-5
 קטן מ-15 ,זרזיר,16,16,"נדרשת הידברות, הסברה ואכיפה",81,6-10
 קטן מ-15 ,סאג'ור,24,26,"נדרשת הידברות, הסברה ואכיפה",94,1-5
 קטן מ-15 ,אעבלין,9,32,"נדרשת הידברות, הסברה ואכיפה",143,1-5
 קטן מ-15 ,סולם,14, קטן מ-15 ,,29,1-5
 קטן מ-15 ,מוקייבלה,5, קטן מ-15 ,,43,1-5
 קטן מ-15 ,גבעת אבני,5, קטן מ-15 ,,8,0
 קטן מ-15 ,ברכה,18, קטן מ-15 ,,18,1-5
 קטן מ-15 ,יאנוח-ג'ת,6, קטן מ-15 ,,204,1-5
 קטן מ-15 ,ג'ש (גוש חלב),6, קטן מ-15 ,,31,1-5
 קטן מ-15 ,כסרא-סמיע,5, קטן מ-15 ,,117,1-5
 קטן מ-15 ,דאלית אל-כרמל,4,15,,160,1-5
 קטן מ-15 ,פרדסיה,10,21,,146,1-5
 קטן מ-15 ,פקיעין (בוקייעה),7,19,,77,1-5
 קטן מ-15 ,אבו רוקייק (שבט),1, קטן מ-15 ,,22,1-5
 קטן מ-15 ,להבים,6,39,,70,0
 קטן מ-15 ,אבו רובייעה (שבט),2, קטן מ-15 ,,19,0
 קטן מ-15 ,מיתר,8,44,,84,1-5
 קטן מ-15 ,הר אדר,7,26,,42,1-5
 קטן מ-15 ,ביר אל-מכסור,8, קטן מ-15 ,,70,1-5
 קטן מ-15 ,ראמה,1,27,,82,1-5
 קטן מ-15 ,תל שבע,4,31,,102,1-5
 קטן מ-15 ,"בני עי""ש",12,29,,48,0
 קטן מ-15 ,סלמה,6, קטן מ-15 ,,46,1-5
 קטן מ-15 ,בועיינה-נוג'ידאת,7, קטן מ-15 ,,117,1-5
 קטן מ-15 ,לפיד,23, קטן מ-15 ,,34,1-5
 קטן מ-15 ,אלון שבות,9,24,,47,1-5
 קטן מ-15 ,בית אריה,10,41,,41,1-5
 קטן מ-15 ,שגב-שלום,5,15,,48,1-5
 קטן מ-15 ,נווה דניאל,4,19,,16,0
 קטן מ-15 ,צור יצחק,5, קטן מ-15 ,,72,1-5
 קטן מ-15 ,תקוע,7, קטן מ-15 ,,43,1-5
 קטן מ-15 ,אלעזר,12,16,,23,0
 קטן מ-15 ,בסמת טבעון,5, קטן מ-15 ,,78,1-5
 קטן מ-15 ,מתן,16,17,,36,0
 קטן מ-15 ,קדומים,4, קטן מ-15 ,,36,1-5
 קטן מ-15 ,כוכב השחר,4,27,,16,0
 קטן מ-15 ,עץ אפרים,17,15,,22,1-5
 קטן מ-15 ,אחוזת ברק,8, קטן מ-15 ,,13,0
 קטן מ-15 ,פדואל,14, קטן מ-15 ,,13,1-5
 קטן מ-15 ,ראש פינה,16, קטן מ-15 ,,27,1-5
 קטן מ-15 ,בית יצחק-שער חפר,19, קטן מ-15 ,,15,1-5
 קטן מ-15 ,ניצן,13,22,,10,0
 קטן מ-15 ,מסעדה,12, קטן מ-15 ,,76,1-5
 קטן מ-15 ,נאעורה,12, קטן מ-15 ,,12,0
 קטן מ-15 ,תפרח,23,34,,25,1-5
 קטן מ-15 ,מבוא חורון,31,26,,5,1-5
 קטן מ-15 ,שמשית,9, קטן מ-15 ,,19,1-5
 קטן מ-15 ,מייסר,25, קטן מ-15 ,,41,1-5
 קטן מ-15 ,בית חשמונאי,23, קטן מ-15 ,,51,1-5
 קטן מ-15 ,מרכז שפירא,38,33,,23,1-5
 קטן מ-15 ,יבנאל,22,102,,34,1-5
 קטן מ-15 ,כפר תבור,2,15,,23,0
 קטן מ-15 ,רמת ישי,11, קטן מ-15 ,,55,1-5
 קטן מ-15 ,עפרה,23,33,,24,1-5
 קטן מ-15 ,בענה,6,53,,94,1-5
 קטן מ-15 ,קרית עקרון,8,38,,87,1-5
 קטן מ-15 ,ג'ולס,14, קטן מ-15 ,,162,6-10
 קטן מ-15 ,צור משה,4, קטן מ-15 ,,22,0
 קטן מ-15 ,עין קנייא,8, קטן מ-15 ,,8,1-5
 קטן מ-15 ,משהד,1, קטן מ-15 ,,55,1-5
 קטן מ-15 ,כפר יאסיף,8,31,,167,1-5
 קטן מ-15 ,קיסריה,11,23,,47,1-5
 קטן מ-15 ,שלומי,9,48,,67,1-5
 קטן מ-15 ,עיילבון,9, קטן מ-15 ,,93,1-5
 קטן מ-15 ,מזרעה,3, קטן מ-15 ,,49,0
 קטן מ-15 ,מעיליא,28,15,,82,1-5
 קטן מ-15 ,מצפה רמון,14,40,,38,1-5
 קטן מ-15 ,נופית,4, קטן מ-15 ,,56,0
 קטן מ-15 ,פסוטה,3, קטן מ-15 ,,33,1-5
 קטן מ-15 ,גבעת ברנר,4, קטן מ-15 ,,9,0
 קטן מ-15 ,בת חפר,18,20,,46,0
 קטן מ-15 ,גני מודיעין,21, קטן מ-15 ,,17,1-5
 קטן מ-15 ,נוף איילון,26, קטן מ-15 ,,38,1-5
 קטן מ-15 ,כאוכב אבו אל-היג'א,23, קטן מ-15 ,,83,6-10
 קטן מ-15 ,שבלי - אום אל-גנם,3, קטן מ-15 ,,97,1-5
 קטן מ-15 ,גן נר,4, קטן מ-15 ,,20,0
 קטן מ-15 ,כעביה-טבאש-חג'אג'רה,5, קטן מ-15 ,,44,1-5
 קטן מ-15 ,שילה,21,22,,30,1-5
 קטן מ-15 ,יקיר,21, קטן מ-15 ,,25,1-5
 קטן מ-15 ,נוקדים,10, קטן מ-15 ,,15,1-5
 קטן מ-15 ,עספיא,2,25,,118,1-5
 קטן מ-15 ,טלמון,8,26,,56,1-5
 קטן מ-15 ,רבבה,26,21,,27,1-5
 קטן מ-15 ,קצרין,4,17,,39,1-5
 קטן מ-15 ,מצפה יריחו,25,18,,16,1-5
 קטן מ-15 ,לקיה,6,45,,134,1-5
 קטן מ-15 ,כפר אדומים,7,18,,32,1-5
 קטן מ-15 ,ע'ג'ר,4, קטן מ-15 ,,10,0
0,עלי,0,22,,26,0
0,קודייראת א-צאנע(שבט),0,0,,10,0
0,הושעיה,0,21,,6,0
0,הוואשלה (שבט),0, קטן מ-15 ,,8,0
0,אבו קורינאת (שבט),0,0,,14,0
0,אבו ג'ווייעד (שבט),0,0,,9,0
0,טובא-זנגריה,0, קטן מ-15 ,,31,0
0,מסעודין אל-עזאזמה,0, קטן מ-15 ,,35,0
0,קצר א-סר,0,0,,7,0
0,עוזייר,0,0,,11,0
0,בוקעאתא,0, קטן מ-15 ,,18,0
0,ביר הדאג',0,0,,9,0
0,אבו תלול,0,0,,5,0
0,שייח' דנון,0, קטן מ-15 ,,27,0
0,סייד (שבט),0,0,,6,0
0,אטרש (שבט),0,0,,9,0
0,אעצם (שבט),0, קטן מ-15 ,,27,0
0,כפר כמא,0,0,,19,0
0,אל סייד,0, קטן מ-15 ,,6,0
0,אום בטין,0,0,,7,0
0,רומת הייב,0,0,,12,0
0,אבטין,0, קטן מ-15 ,,21,0
0,צופים,0, קטן מ-15 ,,12,0
