period_desc,age_group,count_testeds,positive_testeds,positive_testeds_perc
1_Month,0-9,127342,38206,30
3_Month,0-9,1112765,471429,42.37
6_Month,0-9,1250528,499978,39.98
1_Year,0-9,1483605,608462,41.01
All,0-9,1678634,716142,42.66
1_Month,10-19,130102,39473,30.34
3_Month,10-19,1003752,507714,50.58
6_Month,10-19,1153493,536007,46.47
1_Year,10-19,1371920,616449,44.93
All,10-19,1590532,761520,47.88
1_Month,20-29,173868,43283,24.89
3_Month,20-29,805442,347925,43.2
6_Month,20-29,979179,361963,36.97
1_Year,20-29,1182774,420367,35.54
All,20-29,1401845,542677,38.71
1_Month,30-39,171301,46216,26.98
3_Month,30-39,796838,372206,46.71
6_Month,30-39,941150,386833,41.1
1_Year,30-39,1121632,445978,39.76
All,30-39,1298840,532944,41.03
1_Month,40-49,168005,44213,26.32
3_Month,40-49,733428,341529,46.57
6_Month,40-49,854469,353975,41.43
1_Year,40-49,1001112,399872,39.94
All,40-49,1151021,474683,41.24
1_Month,50-59,149756,33892,22.63
3_Month,50-59,545653,225559,41.34
6_Month,50-59,647428,232291,35.88
1_Year,50-59,760200,258629,34.02
All,50-59,883226,316389,35.82
1_Month,60-69,133627,25984,19.45
3_Month,60-69,443489,151705,34.21
6_Month,60-69,526450,156024,29.64
1_Year,60-69,617592,172785,27.98
All,60-69,715351,211473,29.56
1_Month,70-79,90744,16317,17.98
3_Month,70-79,271833,80407,29.58
6_Month,70-79,325211,82677,25.42
1_Year,70-79,384508,91870,23.89
All,70-79,448087,112381,25.08
1_Month,80-89,38166,5583,14.63
3_Month,80-89,104104,30753,29.54
6_Month,80-89,123260,31559,25.6
1_Year,80-89,150674,35992,23.89
All,80-89,190864,46977,24.61
1_Month,90+,10177,1181,11.6
3_Month,90+,25075,7876,31.41
6_Month,90+,29426,8062,27.4
1_Year,90+,36535,9247,25.31
All,90+,49842,12918,25.92
