name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
דייר חנא,7.6,צהוב,23.9,0.0900321543408,0.3888888888888,23,אדום,2022-04-04T00:00:00.000Z,73.25,62.09,37.96,22.0
ריינה,5.8,כתום,12.0,0.0646766169154,0,25,צהוב,2022-04-04T00:00:00.000Z,54.21,46.76,25.71,13.1
אליכין,9.9,אדום,132.7,0.2552083333333,-0.2580645161291,29,אדום,2022-04-04T00:00:00.000Z,72.30,68.84,51.99,83.7
אבו סנאן,6.2,כתום,41.9,0.0480620155038,-0.03225806451619995,60,כתום,2022-04-04T00:00:00.000Z,75.70,66.57,40.79,41.9
כפר יונה,9.9,אדום,142.3,0.2418879056047,-0.09489051094900003,294,אדום,2022-04-04T00:00:00.000Z,75.17,71.51,55.23,112.5
כאבול,5,ירוק,7.7,0.0120603015075,-0.08333333333339998,16,צהוב,2022-04-04T00:00:00.000Z,65.49,55.02,34.10,11.2
עילוט,3.7,ירוק,2.3,0.0251572327044,0, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,60.16,52.16,26.64,
פקיעין (בוקייעה),8,כתום,33.6,0.0972222222222,-0.16666666666670005,23,אדום,2022-04-04T00:00:00.000Z,70.82,60.54,39.76,38.7
חריש,9.7,אדום,84.7,0.2337317397078,-0.20952380952390004,130,אדום,2022-04-04T00:00:00.000Z,60.94,56.03,38.76,66.3
שוהם,9.7,אדום,158.8,0.2134955752212,-0.24263038548759996,248,אדום,2022-04-04T00:00:00.000Z,מעל 90%,מעל 90%,74.91,117.9
קצר א-סר,2.7,ירוק,0.0,0,0, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,18.23,16.80,7.00,
ראמה,6.6,אדום,34.8,0.1123595505617,-0.12903225806459995,22,כתום,2022-04-04T00:00:00.000Z,81.31,72.06,49.17,28.3
גני תקווה,8.7,אדום,158.1,0.1353251318101,-0.2037470725996,299,אדום,2022-04-04T00:00:00.000Z,84.33,80.20,63.91,139.0
אטרש (שבט),3.4,אפור,5.6,0.0487804878048,0, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,10.06,8.20,2.58,
נוף הגליל,7.9,אדום,53.6,0.0891535242999,-0.3715083798883,188,אדום,2022-04-04T00:00:00.000Z,75.50,70.69,54.66,44.8
תל מונד,9.3,אדום,144.1,0.1825127334465,-0.3533333333334,156,אדום,2022-04-04T00:00:00.000Z,מעל 90%,87.51,69.54,115.9
אבו גוש,8,כתום,73.8,0.0854816824966,0.3181818181817999,57,אדום,2022-04-04T00:00:00.000Z,מעל 90%,מעל 90%,80.31,72.5
נחף,3.8,ירוק,6.7,0.0300546448087,0, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,65.70,56.21,32.04,
רהט,4.1,ירוק,5.3,0.0348101265822,0,48,ירוק,2022-04-04T00:00:00.000Z,45.00,36.76,16.55,6.5
רמת ישי,10,אדום,203.9,0.2831715210355,-0.1827411167513,126,אדום,2022-04-04T00:00:00.000Z,84.37,81.83,66.72,159.6
יקנעם עילית,10,אדום,138.8,0.275,-0.22685185185190004,285,אדום,2022-04-04T00:00:00.000Z,81.04,77.66,61.86,118.4
דייר אל-אסד,4.4,ירוק,7.1,0.0323529411764,0, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,70.55,59.02,36.95,
כפר כמא,6.3,אדום,35.3,0.1884057971014,-0.4,17,כתום,2022-04-04T00:00:00.000Z,73.91,70.08,55.27,50.1
שייח' דנון,7.3,אדום,40.9,0.090909090909,-0.4782608695653, קטן מ-15 ,כתום,2022-04-04T00:00:00.000Z,65.74,57.87,32.77,
קדימה-צורן,9.3,אדום,128.1,0.1887941534713,-0.23821989528800003,226,אדום,2022-04-04T00:00:00.000Z,79.05,75.83,59.73,99.5
משהד,3.3,ירוק,4.7,0.0069686411149,0, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,64.43,55.14,29.52,
ג'לג'וליה,5.7,צהוב,16.5,0.0295081967213,-0.05555555555559999, קטן מ-15 ,צהוב,2022-04-04T00:00:00.000Z,60.88,52.37,29.41,
אבטין,3.5,כתום,6.9,0.0141843971631,0, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,63.46,56.67,32.01,
שתולים,9.9,אדום,114.7,0.2571428571428,0.14285714285709994,16,אדום,2022-04-04T00:00:00.000Z,72.81,68.08,51.74,76.4
אעצם (שבט),2.1,אפור,0.9,0.0178571428571,0, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,11.05,9.16,2.64,
אור עקיבא,9.8,אדום,103.5,0.2275931520644,-0.17622950819680006,165,אדום,2022-04-04T00:00:00.000Z,75.66,70.34,51.75,85.0
מעלות-תרשיחא,9.4,אדום,77.2,0.2100558659217,-0.16585365853659995,123,אדום,2022-04-04T00:00:00.000Z,74.04,69.58,51.85,55.5
אלעזר,8.8,אדום,73.5,0.1979166666666,-0.35714285714289995, קטן מ-15 ,אדום,2022-04-04T00:00:00.000Z,86.76,81.21,59.23,
פדואל,9.9,אדום,108.1,0.34375,-0.5925925925926, קטן מ-15 ,אדום,2022-04-04T00:00:00.000Z,82.11,75.09,51.06,
כפר כנא,4,ירוק,4.7,0.012104283054,-0.2666666666667, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,69.29,59.97,34.85,
סלמה,5.4,כתום,14.7,0.01953125,0, קטן מ-15 ,צהוב,2022-04-04T00:00:00.000Z,68.70,58.84,35.83,
צור יצחק,10,אדום,148.8,0.3098591549295,-0.15517241379320001,67,אדום,2022-04-04T00:00:00.000Z,76.51,72.42,52.91,101.7
ג'סר א-זרקא,5.4,ירוק,9.9,0.0180505415162,-0.0625, קטן מ-15 ,צהוב,2022-04-04T00:00:00.000Z,73.27,62.26,40.58,
תפרח,2.6,כתום,4.5,0.0526315789473,0, קטן מ-15 ,ירוק,2022-04-04T00:00:00.000Z,52.03,35.04,19.44,
כסיפה,5.4,כתום,8.5,0.0488888888888,-0.5581395348838001,29,צהוב,2022-04-04T00:00:00.000Z,24.26,20.19,8.26,12.9
מבשרת ציון,9.4,אדום,135.5,0.1815895372233,-0.15601023017909998,286,אדום,2022-04-04T00:00:00.000Z,83.98,79.33,64.27,117.5
מתן,9.8,אדום,206.6,0.2238372093023,-0.22680412371140002,63,אדום,2022-04-04T00:00:00.000Z,84.68,81.87,66.45,173.6
עיילבון,7.1,אדום,39.8,0.1226415094339,-0.1785714285715,25,כתום,2022-04-04T00:00:00.000Z,71.84,64.52,45.67,43.2
כפר תבור,9.7,אדום,125.0,0.2272727272727,-0.39560439560439997,57,אדום,2022-04-04T00:00:00.000Z,87.84,83.44,66.10,129.5
