cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),קטן מ-15,אין מידע,23,49.47,7.37,כתום,4649
אבו גוש,קטן מ-15,אין מידע,56,71.23,7.99,אדום,7862
אבו סנאן,קטן מ-15,אין מידע,58,40.54,6.21,כתום,14306
אבן יהודה,44,25.00,176,125.39,9.48,אדום,14036
אום אל-פחם,קטן מ-15,אין מידע,48,8.46,4.65,צהוב,56713
אופקים,65,29.28,222,68.57,9.1,אדום,32378
אור יהודה,51,21.25,240,65.60,7.97,אדום,36587
אור עקיבא,43,25.44,169,87.04,9.78,אדום,19417
אורנית,26,23.85,109,120.98,9.19,אדום,9010
אזור,19,18.45,103,77.87,9.62,אדום,13228
אחוזת ברק,17,45.95,37,154.30,10,אדום,2398
אילת,79,24.46,323,61.52,8.49,אדום,52507
אכסאל,קטן מ-15,אין מידע,25,16.62,5.03,צהוב,15039
אלון שבות,קטן מ-15,אין מידע,22,70.72,7.67,אדום,3111
אליכין,קטן מ-15,אין מידע,29,83.67,9.87,אדום,3466
אלעד,15,34.88,43,8.74,7.02,כתום,49179
אלפי מנשה,16,17.98,89,111.10,9.6,אדום,8011
אלקנה,22,26.83,82,207.12,9.89,אדום,3959
אעבלין,קטן מ-15,אין מידע,24,17.76,4.95,צהוב,13515
אפרת,27,33.33,81,70.93,9.31,אדום,11420
אריאל,34,20.61,165,80.53,8.95,אדום,20488
אשדוד,276,19.40,1423,62.87,9.19,אדום,226329
אשקלון,297,22.86,1299,88.70,9.82,אדום,146442
באקה אל-גרביה,קטן מ-15,אין מידע,45,14.78,4.64,צהוב,30448
באר יעקב,104,36.36,286,99.24,9.89,אדום,28818
באר שבע,494,23.57,2096,99.51,9.75,אדום,210624
בית אל,קטן מ-15,אין מידע,38,64.12,10,אדום,5926
בית אריה,20,40.82,49,91.73,8.8,אדום,5342
בית ג'ן,קטן מ-15,אין מידע,24,19.72,7.19,כתום,12169
בית דגן,קטן מ-15,אין מידע,49,67.14,9.47,אדום,7298
בית חשמונאי,קטן מ-15,אין מידע,30,137.05,9.67,אדום,2189
בית יצחק-שער חפר,קטן מ-15,אין מידע,28,130.60,9.17,אדום,2144
בית שאן,40,21.28,188,99.05,9.58,אדום,18980
בית שמש,56,22.58,248,18.76,6.55,כתום,132210
בני ברק,22,15.07,146,7.02,4.73,צהוב,208031
"בני עי""ש",קטן מ-15,אין מידע,30,43.47,7.97,אדום,6902
בנימינה-גבעת עדה,40,22.60,177,110.83,9.55,אדום,15971
"בסמ""ה",קטן מ-15,אין מידע,21,20.48,4.89,צהוב,10252
בת חפר,16,24.24,66,125.05,10,אדום,5278
בת ים,126,14.72,856,66.99,8.59,אדום,127772
ג'דיידה-מכר,קטן מ-15,אין מידע,30,14.06,6.96,כתום,21331
גבע בנימין,קטן מ-15,אין מידע,33,57.32,9.26,אדום,5757
גבעת אבני,קטן מ-15,אין מידע,18,86.54,8.42,אדום,2080
גבעת ברנר,קטן מ-15,אין מידע,28,105.07,9.23,אדום,2665
גבעת זאב,קטן מ-15,אין מידע,80,41.66,7.97,אדום,19205
גבעת שמואל,77,26.92,286,105.01,9.54,אדום,27236
גבעתיים,191,27.72,689,113.19,9.63,אדום,60872
גדרה,111,34.15,325,112.83,9.55,אדום,28805
גן יבנה,73,33.33,219,91.68,9.76,אדום,23887
גן נר,קטן מ-15,אין מידע,36,133.33,9.95,אדום,2700
גני תקווה,83,27.21,305,141.81,8.68,אדום,21508
דאלית אל-כרמל,קטן מ-15,אין מידע,28,15.68,6.78,כתום,17862
דבוריה,קטן מ-15,אין מידע,22,20.60,5.31,צהוב,10682
דייר חנא,קטן מ-15,אין מידע,23,21.99,7.62,אדום,10459
דימונה,78,28.47,274,78.39,9.54,אדום,34954
הוד השרון,198,24.94,794,122.62,9.68,אדום,64755
הושעיה,קטן מ-15,אין מידע,26,124.46,9.74,אדום,2089
הר אדר,קטן מ-15,אין מידע,42,102.51,9.09,אדום,4097
הרצליה,301,25.40,1185,119.45,9.58,אדום,99208
זכרון יעקב,65,25.29,257,109.35,9.63,אדום,23503
זמר,קטן מ-15,אין מידע,19,26.30,7.01,כתום,7223
חדרה,145,18.73,774,78.24,8.94,אדום,98928
חולון,351,22.50,1560,79.39,9.36,אדום,196510
חורה,קטן מ-15,אין מידע,19,8.24,6.22,כתום,23062
חיפה,456,18.57,2456,86.18,9.24,אדום,284981
חצור הגלילית,קטן מ-15,אין מידע,69,72.34,9.63,אדום,9538
חריש,38,29.01,131,66.81,9.7,אדום,19608
חשמונאים,קטן מ-15,אין מידע,33,123.46,8.73,אדום,2673
טבריה,37,14.92,248,54.28,8.07,אדום,45686
טייבה,קטן מ-15,אין מידע,56,12.56,5.14,צהוב,44582
טירה,קטן מ-15,אין מידע,46,17.05,5.63,צהוב,26972
טירת כרמל,36,16.67,216,88.94,9.06,אדום,24285
טלמון,קטן מ-15,אין מידע,34,70.60,9.84,אדום,4816
טמרה,קטן מ-15,אין מידע,26,7.46,3.95,ירוק,34859
יבנאל,קטן מ-15,אין מידע,20,45.95,9.8,אדום,4353
יבנה,128,27.18,471,94.66,9.66,אדום,49759
יהוד,87,26.20,332,110.66,9.5,אדום,30003
יפיע,קטן מ-15,אין מידע,16,8.29,6,כתום,19298
יקנעם עילית,78,27.18,287,119.28,9.98,אדום,24061
ירוחם,32,27.59,116,108.61,10,אדום,10680
ירושלים,562,18.59,3023,31.72,6.94,כתום,952916
כאבול,קטן מ-15,אין מידע,16,11.24,5.04,צהוב,14234
כוכב יאיר,17,14.66,116,132.75,9.37,אדום,8738
כסיפה,קטן מ-15,אין מידע,29,12.94,5.38,צהוב,22418
כפר אדומים,קטן מ-15,אין מידע,21,44.41,8.36,אדום,4729
כפר האורנים,קטן מ-15,אין מידע,28,106.34,8.9,אדום,2633
כפר ורדים,16,24.24,66,120.11,9.27,אדום,5495
"כפר חב""ד",קטן מ-15,אין מידע,18,26.73,6.89,כתום,6735
כפר יאסיף,קטן מ-15,אין מידע,25,24.39,6.17,כתום,10249
כפר יונה,82,26.97,304,116.30,9.95,אדום,26140
כפר כמא,קטן מ-15,אין מידע,17,50.06,6.26,כתום,3396
כפר סבא,345,27.82,1240,121.97,9.56,אדום,101664
כפר קאסם,קטן מ-15,אין מידע,40,16.50,5.09,צהוב,24236
כפר קרע,קטן מ-15,אין מידע,43,22.25,5.5,צהוב,19330
כפר תבור,20,33.90,59,134.06,9.74,אדום,4401
כרמיאל,78,23.78,328,71.01,9.81,אדום,46190
להבים,27,29.35,92,138.53,9.44,אדום,6641
לוד,67,19.42,345,42.71,7.04,כתום,80786
לפיד,קטן מ-15,אין מידע,36,153.52,9.95,אדום,2345
מבשרת ציון,69,24.13,286,117.47,9.37,אדום,24347
מג'דל שמס,קטן מ-15,אין מידע,16,14.23,6.58,כתום,11244
מגאר,16,28.07,57,24.49,6.91,כתום,23271
מגדל העמק,29,13.74,211,81.81,9.45,אדום,25790
מודיעין-מכבים-רעות,375,30.24,1240,130.88,9.93,אדום,94744
מזכרת בתיה,41,27.52,149,98.71,9.41,אדום,15095
מיתר,48,36.64,131,131.49,10,אדום,9963
מעגן מיכאל,קטן מ-15,אין מידע,33,158.73,9.85,אדום,2079
מעלה אדומים,37,16.30,227,60.05,9.15,אדום,37802
מעלות-תרשיחא,27,21.60,125,56.41,9.43,אדום,22158
מצפה יריחו,קטן מ-15,אין מידע,17,66.28,8.92,אדום,2565
מצפה רמון,קטן מ-15,אין מידע,35,67.53,9.44,אדום,5183
מרכז שפירא,קטן מ-15,אין מידע,33,137.56,9.94,אדום,2399
מתן,19,30.65,62,170.80,9.82,אדום,3630
נהריה,153,26.89,569,96.13,9.94,אדום,59189
נוף איילון,קטן מ-15,אין מידע,28,133.33,9.55,אדום,2100
נוף הגליל,30,15.79,190,45.29,7.89,אדום,41950
נופית,קטן מ-15,אין מידע,31,118.68,9.99,אדום,2612
נוקדים,קטן מ-15,אין מידע,16,61.92,9.32,אדום,2584
ניצן,קטן מ-15,אין מידע,22,86.75,9.64,אדום,2536
נס ציונה,169,29.39,575,113.79,9.85,אדום,50532
נעלה,קטן מ-15,אין מידע,23,97.25,9.04,אדום,2365
נצרת,19,11.80,161,20.71,6.56,כתום,77734
נשר,39,17.03,229,95.63,9.9,אדום,23947
נתיבות,38,23.46,162,41.06,8.86,אדום,39456
נתניה,290,18.44,1573,70.36,8.85,אדום,223562
סביון,19,28.79,66,163.16,9.8,אדום,4045
סולם,קטן מ-15,אין מידע,19,71.75,7.65,אדום,2648
סח'נין,קטן מ-15,אין מידע,44,13.66,5.21,צהוב,32220
עומר,16,17.39,92,121.55,9.48,אדום,7569
עיילבון,קטן מ-15,אין מידע,25,43.25,7.07,כתום,5781
עכו,51,17.89,285,57.56,8.65,אדום,49517
עלי,קטן מ-15,אין מידע,24,53.51,8.36,אדום,4485
עלי זהב,18,58.06,31,81.09,9.77,אדום,3823
