gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,6 חודשים,279648,10.7,4,0.2,18,1.2,59,0.8
זכר,0-9,3 חודשים,266137,10.6,4,0.2,16,1.3,53,0.9
זכר,0-9,חודש אחרון,20408,7.3,0,0,4,1.2,15,1.6
זכר,0-9,שנה,343623,11.2,5,0.1,22,0.9,81,0.7
זכר,0-9,מתחילת קורונה,412057,10.6,7,0.1,30,0.5,111,0.4
נקבה,0-9,שנה,269739,8.8,1,0,9,0.4,54,0.5
נקבה,0-9,מתחילת קורונה,326676,8.4,4,0,15,0.3,70,0.2
נקבה,0-9,חודש אחרון,15817,5.6,0,0,2,0.6,5,0.5
נקבה,0-9,3 חודשים,199181,7.9,1,0,8,0.7,32,0.5
נקבה,0-9,6 חודשים,212774,8.1,1,0,8,0.5,40,0.6
זכר,10-19,מתחילת קורונה,415620,10.7,7,0.1,23,0.4,77,0.3
זכר,10-19,חודש אחרון,19135,6.8,0,0,1,0.3,2,0.2
זכר,10-19,3 חודשים,260052,10.3,4,0.2,9,0.8,23,0.4
זכר,10-19,שנה,319266,10.4,5,0.1,14,0.6,43,0.4
זכר,10-19,6 חודשים,271425,10.4,5,0.2,11,0.7,31,0.4
נקבה,10-19,חודש אחרון,19030,6.8,0,0,2,0.6,4,0.4
נקבה,10-19,3 חודשים,247322,9.8,2,0.1,9,0.8,14,0.2
נקבה,10-19,6 חודשים,260942,10,3,0.1,11,0.7,21,0.3
נקבה,10-19,שנה,308603,10.1,4,0.1,16,0.7,35,0.3
נקבה,10-19,מתחילת קורונה,392085,10.1,7,0.1,23,0.4,77,0.3
זכר,20-29,שנה,169016,5.5,5,0.1,24,1,94,0.8
זכר,20-29,מתחילת קורונה,240030,6.2,23,0.2,52,0.9,238,0.8
זכר,20-29,חודש אחרון,17025,6.1,0,0,3,0.9,4,0.4
זכר,20-29,6 חודשים,141004,5.4,2,0.1,17,1.1,44,0.6
זכר,20-29,3 חודשים,136731,5.4,1,0,9,0.8,34,0.6
נקבה,20-29,מתחילת קורונה,335019,8.6,22,0.2,58,1,270,1
נקבה,20-29,חודש אחרון,24542,8.8,0,0,1,0.3,2,0.2
נקבה,20-29,3 חודשים,209918,8.3,5,0.2,10,0.8,20,0.3
נקבה,20-29,6 חודשים,217004,8.3,7,0.3,15,1,45,0.6
נקבה,20-29,שנה,252167,8.2,9,0.2,23,0.9,98,0.8
זכר,30-39,שנה,177435,5.8,23,0.5,48,2,219,1.8
זכר,30-39,מתחילת קורונה,230164,5.9,51,0.5,101,1.7,623,2.2
זכר,30-39,חודש אחרון,18972,6.8,2,0.9,12,3.6,10,1.1
זכר,30-39,6 חודשים,150364,5.7,13,0.5,34,2.2,84,1.2
זכר,30-39,3 חודשים,145796,5.8,9,0.4,25,2.1,52,0.9
נקבה,30-39,6 חודשים,231806,8.9,5,0.2,20,1.3,91,1.3
נקבה,30-39,3 חודשים,223984,8.9,4,0.2,11,0.9,53,0.9
נקבה,30-39,חודש אחרון,25044,8.9,0,0,6,1.8,7,0.8
נקבה,30-39,שנה,269122,8.8,16,0.4,44,1.8,233,2
נקבה,30-39,מתחילת קורונה,330830,8.5,36,0.3,100,1.7,582,2.1
זכר,40-49,שנה,161842,5.3,55,1.3,119,4.8,480,4
זכר,40-49,מתחילת קורונה,205982,5.3,118,1.1,261,4.4,1397,4.9
זכר,40-49,חודש אחרון,17449,6.2,3,1.3,12,3.6,20,2.2
זכר,40-49,6 חודשים,139882,5.3,30,1.1,72,4.6,197,2.8
זכר,40-49,3 חודשים,135818,5.4,14,0.6,41,3.4,122,2
נקבה,40-49,6 חודשים,209661,8,13,0.5,31,2,132,1.9
נקבה,40-49,3 חודשים,203640,8.1,9,0.4,18,1.5,74,1.2
נקבה,40-49,שנה,237249,7.7,25,0.6,58,2.4,343,2.9
נקבה,40-49,חודש אחרון,24688,8.8,0,0,7,2.1,9,1
נקבה,40-49,מתחילת קורונה,290778,7.5,74,0.7,137,2.3,955,3.4
זכר,50-59,6 חודשים,92201,3.5,79,3,137,8.8,358,5.1
זכר,50-59,חודש אחרון,12641,4.5,6,2.6,26,7.7,32,3.5
זכר,50-59,3 חודשים,89868,3.6,51,2.3,88,7.4,269,4.5
זכר,50-59,שנה,104522,3.4,147,3.4,219,8.9,719,6
זכר,50-59,מתחילת קורונה,137295,3.5,374,3.6,536,9.1,2205,7.8
נקבה,50-59,חודש אחרון,19440,6.9,4,1.7,9,2.7,21,2.3
נקבה,50-59,3 חודשים,133540,5.3,35,1.6,49,4.1,180,3
נקבה,50-59,6 חודשים,136600,5.2,46,1.7,70,4.5,262,3.7
נקבה,50-59,שנה,152066,5,83,1.9,126,5.1,542,4.6
נקבה,50-59,מתחילת קורונה,190503,4.9,196,1.9,251,4.2,1551,5.5
זכר,60-69,שנה,71698,2.3,363,8.5,302,12.3,1161,9.8
זכר,60-69,מתחילת קורונה,94057,2.4,984,9.4,911,15.4,3227,11.4
זכר,60-69,חודש אחרון,9850,3.5,30,12.9,54,16,82,8.9
זכר,60-69,6 חודשים,63737,2.4,212,8,186,12,653,9.2
זכר,60-69,3 חודשים,62288,2.5,158,7,136,11.4,531,8.9
נקבה,60-69,6 חודשים,89365,3.4,128,4.8,130,8.4,482,6.8
נקבה,60-69,חודש אחרון,14463,5.2,10,4.3,30,8.9,47,5.1
נקבה,60-69,3 חודשים,87394,3.5,87,3.9,86,7.2,378,6.3
נקבה,60-69,שנה,98835,3.2,253,5.9,230,9.4,888,7.5
נקבה,60-69,מתחילת קורונה,122399,3.1,538,5.1,497,8.4,2170,7.7
זכר,70-79,חודש אחרון,6776,2.4,37,15.9,53,15.7,132,14.3
זכר,70-79,3 חודשים,35525,1.4,302,13.4,193,16.2,844,14.1
זכר,70-79,6 חודשים,36324,1.4,353,13.4,219,14.1,946,13.4
זכר,70-79,שנה,40616,1.3,587,13.7,357,14.5,1503,12.6
זכר,70-79,מתחילת קורונה,51734,1.3,1598,15.2,996,16.9,3583,12.7
נקבה,70-79,6 חודשים,44474,1.7,268,10.1,164,10.6,741,10.5
נקבה,70-79,3 חודשים,43490,1.7,212,9.4,119,10,632,10.6
נקבה,70-79,חודש אחרון,8405,3,26,11.2,33,9.8,104,11.3
נקבה,70-79,שנה,49595,1.6,435,10.2,248,10.1,1186,10
נקבה,70-79,מתחילת קורונה,61467,1.6,1007,9.6,562,9.5,2709,9.6
זכר,80-89,שנה,14765,0.5,759,17.7,260,10.6,1468,12.3
זכר,80-89,מתחילת קורונה,19739,0.5,1847,17.6,621,10.5,2947,10.4
זכר,80-89,חודש אחרון,2255,0.8,41,17.7,43,12.7,162,17.6
זכר,80-89,3 חודשים,12528,0.5,438,19.4,157,13.2,913,15.2
זכר,80-89,6 חודשים,12809,0.5,473,17.9,174,11.2,976,13.8
נקבה,80-89,חודש אחרון,2942,1.1,34,14.7,26,7.7,132,14.3
נקבה,80-89,3 חודשים,17699,0.7,423,18.8,126,10.6,928,15.5
נקבה,80-89,6 חודשים,18083,0.7,467,17.7,144,9.3,1021,14.4
נקבה,80-89,שנה,20682,0.7,726,17,215,8.8,1503,12.6
נקבה,80-89,מתחילת קורונה,27846,0.7,1696,16.1,464,7.9,3050,10.8
זכר,90+,מתחילת קורונה,4431,0.1,827,7.9,137,2.3,966,3.4
זכר,90+,חודש אחרון,383,0.1,19,8.2,7,2.1,61,6.6
זכר,90+,3 חודשים,2678,0.1,235,10.4,42,3.5,366,6.1
זכר,90+,שנה,3153,0.1,344,8,61,2.5,497,4.2
זכר,90+,6 חודשים,2734,0.1,247,9.3,44,2.8,386,5.5
נקבה,90+,שנה,6012,0.2,438,10.2,61,2.5,743,6.2
נקבה,90+,מתחילת קורונה,8761,0.2,1095,10.4,131,2.2,1447,5.1
נקבה,90+,חודש אחרון,715,0.3,20,8.6,7,2.1,71,7.7
נקבה,90+,3 חודשים,5100,0.2,259,11.5,39,3.3,469,7.8
נקבה,90+,6 חודשים,5193,0.2,288,10.9,44,2.8,508,7.2
