date,amount
,106
2020-02-12T00:00:00.000Z,0
2020-02-13T00:00:00.000Z,0
2020-02-14T00:00:00.000Z,0
2020-02-15T00:00:00.000Z,0
2020-02-16T00:00:00.000Z,0
2020-02-17T00:00:00.000Z,0
2020-02-18T00:00:00.000Z,0
2020-02-19T00:00:00.000Z,0
2020-02-20T00:00:00.000Z,0
2020-02-21T00:00:00.000Z,0
2020-02-22T00:00:00.000Z,0
2020-02-23T00:00:00.000Z,0
2020-02-24T00:00:00.000Z,0
2020-02-25T00:00:00.000Z,0
2020-02-26T00:00:00.000Z,0
2020-02-27T00:00:00.000Z,0
2020-02-28T00:00:00.000Z,0
2020-02-29T00:00:00.000Z,0
2020-03-01T00:00:00.000Z,0
2020-03-02T00:00:00.000Z,0
2020-03-03T00:00:00.000Z,0
2020-03-04T00:00:00.000Z,0
2020-03-05T00:00:00.000Z,0
2020-03-06T00:00:00.000Z,0
2020-03-07T00:00:00.000Z,0
2020-03-08T00:00:00.000Z,0
2020-03-09T00:00:00.000Z,0
2020-03-10T00:00:00.000Z,0
2020-03-11T00:00:00.000Z,0
2020-03-12T00:00:00.000Z,0
2020-03-13T00:00:00.000Z,1
2020-03-14T00:00:00.000Z,0
2020-03-15T00:00:00.000Z,0
2020-03-16T00:00:00.000Z,0
2020-03-17T00:00:00.000Z,2
2020-03-18T00:00:00.000Z,2
2020-03-19T00:00:00.000Z,4
2020-03-20T00:00:00.000Z,1
2020-03-21T00:00:00.000Z,1
2020-03-22T00:00:00.000Z,4
2020-03-23T00:00:00.000Z,6
2020-03-24T00:00:00.000Z,5
2020-03-25T00:00:00.000Z,6
2020-03-26T00:00:00.000Z,10
2020-03-27T00:00:00.000Z,18
2020-03-28T00:00:00.000Z,9
2020-03-29T00:00:00.000Z,14
2020-03-30T00:00:00.000Z,33
2020-03-31T00:00:00.000Z,43
2020-04-01T00:00:00.000Z,32
2020-04-02T00:00:00.000Z,79
2020-04-03T00:00:00.000Z,55
2020-04-04T00:00:00.000Z,53
2020-04-05T00:00:00.000Z,98
2020-04-06T00:00:00.000Z,120
2020-04-07T00:00:00.000Z,121
2020-04-08T00:00:00.000Z,108
2020-04-09T00:00:00.000Z,110
2020-04-10T00:00:00.000Z,127
2020-04-11T00:00:00.000Z,121
2020-04-12T00:00:00.000Z,256
2020-04-13T00:00:00.000Z,280
2020-04-14T00:00:00.000Z,286
2020-04-15T00:00:00.000Z,278
2020-04-16T00:00:00.000Z,324
2020-04-17T00:00:00.000Z,354
2020-04-18T00:00:00.000Z,247
2020-04-19T00:00:00.000Z,376
2020-04-20T00:00:00.000Z,438
2020-04-21T00:00:00.000Z,368
2020-04-22T00:00:00.000Z,390
2020-04-23T00:00:00.000Z,326
2020-04-24T00:00:00.000Z,332
2020-04-25T00:00:00.000Z,370
2020-04-26T00:00:00.000Z,428
2020-04-27T00:00:00.000Z,462
2020-04-28T00:00:00.000Z,558
2020-04-29T00:00:00.000Z,350
2020-04-30T00:00:00.000Z,422
2020-05-01T00:00:00.000Z,414
2020-05-02T00:00:00.000Z,275
2020-05-03T00:00:00.000Z,285
2020-05-04T00:00:00.000Z,257
2020-05-05T00:00:00.000Z,314
2020-05-06T00:00:00.000Z,256
2020-05-07T00:00:00.000Z,223
2020-05-08T00:00:00.000Z,219
2020-05-09T00:00:00.000Z,89
2020-05-10T00:00:00.000Z,167
2020-05-11T00:00:00.000Z,329
2020-05-12T00:00:00.000Z,256
2020-05-13T00:00:00.000Z,180
2020-05-14T00:00:00.000Z,239
2020-05-15T00:00:00.000Z,161
2020-05-16T00:00:00.000Z,102
2020-05-17T00:00:00.000Z,152
2020-05-18T00:00:00.000Z,273
2020-05-19T00:00:00.000Z,152
2020-05-20T00:00:00.000Z,111
2020-05-21T00:00:00.000Z,122
2020-05-22T00:00:00.000Z,163
2020-05-23T00:00:00.000Z,44
2020-05-24T00:00:00.000Z,116
2020-05-25T00:00:00.000Z,131
2020-05-26T00:00:00.000Z,88
2020-05-27T00:00:00.000Z,59
2020-05-28T00:00:00.000Z,114
2020-05-29T00:00:00.000Z,38
2020-05-30T00:00:00.000Z,39
2020-05-31T00:00:00.000Z,60
2020-06-01T00:00:00.000Z,67
2020-06-02T00:00:00.000Z,53
2020-06-03T00:00:00.000Z,27
2020-06-04T00:00:00.000Z,41
2020-06-05T00:00:00.000Z,37
2020-06-06T00:00:00.000Z,23
2020-06-07T00:00:00.000Z,42
2020-06-08T00:00:00.000Z,39
2020-06-09T00:00:00.000Z,45
2020-06-10T00:00:00.000Z,51
2020-06-11T00:00:00.000Z,54
2020-06-12T00:00:00.000Z,54
2020-06-13T00:00:00.000Z,40
2020-06-14T00:00:00.000Z,49
2020-06-15T00:00:00.000Z,88
2020-06-16T00:00:00.000Z,51
2020-06-17T00:00:00.000Z,47
2020-06-18T00:00:00.000Z,49
2020-06-19T00:00:00.000Z,56
2020-06-20T00:00:00.000Z,36
2020-06-21T00:00:00.000Z,49
2020-06-22T00:00:00.000Z,58
2020-06-23T00:00:00.000Z,84
2020-06-24T00:00:00.000Z,71
2020-06-25T00:00:00.000Z,75
2020-06-26T00:00:00.000Z,129
2020-06-27T00:00:00.000Z,50
2020-06-28T00:00:00.000Z,138
2020-06-29T00:00:00.000Z,163
2020-06-30T00:00:00.000Z,125
2020-07-01T00:00:00.000Z,96
2020-07-02T00:00:00.000Z,124
2020-07-03T00:00:00.000Z,116
2020-07-04T00:00:00.000Z,76
2020-07-05T00:00:00.000Z,143
2020-07-06T00:00:00.000Z,193
2020-07-07T00:00:00.000Z,171
2020-07-08T00:00:00.000Z,220
2020-07-09T00:00:00.000Z,221
2020-07-10T00:00:00.000Z,211
2020-07-11T00:00:00.000Z,190
2020-07-12T00:00:00.000Z,333
2020-07-13T00:00:00.000Z,350
2020-07-14T00:00:00.000Z,308
2020-07-15T00:00:00.000Z,350
2020-07-16T00:00:00.000Z,497
2020-07-17T00:00:00.000Z,469
2020-07-18T00:00:00.000Z,443
2020-07-19T00:00:00.000Z,511
2020-07-20T00:00:00.000Z,613
2020-07-21T00:00:00.000Z,625
2020-07-22T00:00:00.000Z,3681
2020-07-23T00:00:00.000Z,6693
2020-07-24T00:00:00.000Z,1588
2020-07-25T00:00:00.000Z,586
2020-07-26T00:00:00.000Z,2708
2020-07-27T00:00:00.000Z,1753
2020-07-28T00:00:00.000Z,1541
2020-07-29T00:00:00.000Z,1392
2020-07-30T00:00:00.000Z,1671
2020-07-31T00:00:00.000Z,1285
2020-08-01T00:00:00.000Z,530
2020-08-02T00:00:00.000Z,2426
2020-08-03T00:00:00.000Z,1790
2020-08-04T00:00:00.000Z,1640
2020-08-05T00:00:00.000Z,1468
2020-08-06T00:00:00.000Z,1731
2020-08-07T00:00:00.000Z,1203
2020-08-08T00:00:00.000Z,606
2020-08-09T00:00:00.000Z,2315
2020-08-10T00:00:00.000Z,1390
2020-08-11T00:00:00.000Z,975
2020-08-12T00:00:00.000Z,1130
2020-08-13T00:00:00.000Z,1302
2020-08-14T00:00:00.000Z,982
2020-08-15T00:00:00.000Z,562
2020-08-16T00:00:00.000Z,2207
2020-08-17T00:00:00.000Z,1189
2020-08-18T00:00:00.000Z,1116
2020-08-19T00:00:00.000Z,1470
2020-08-20T00:00:00.000Z,1425
2020-08-21T00:00:00.000Z,1040
2020-08-22T00:00:00.000Z,664
2020-08-23T00:00:00.000Z,2116
2020-08-24T00:00:00.000Z,1398
2020-08-25T00:00:00.000Z,793
2020-08-26T00:00:00.000Z,3631
2020-08-27T00:00:00.000Z,1514
2020-08-28T00:00:00.000Z,1828
2020-08-29T00:00:00.000Z,709
2020-08-30T00:00:00.000Z,2267
2020-08-31T00:00:00.000Z,1469
2020-09-01T00:00:00.000Z,1002
2020-09-02T00:00:00.000Z,1396
2020-09-03T00:00:00.000Z,1785
2020-09-04T00:00:00.000Z,1191
2020-09-05T00:00:00.000Z,878
2020-09-06T00:00:00.000Z,2391
2020-09-07T00:00:00.000Z,1591
2020-09-08T00:00:00.000Z,1426
2020-09-09T00:00:00.000Z,1459
2020-09-10T00:00:00.000Z,1969
2020-09-11T00:00:00.000Z,1766
2020-09-12T00:00:00.000Z,1257
2020-09-13T00:00:00.000Z,3261
2020-09-14T00:00:00.000Z,2395
2020-09-15T00:00:00.000Z,2265
2020-09-16T00:00:00.000Z,2785
2020-09-17T00:00:00.000Z,3694
2020-09-18T00:00:00.000Z,2840
2020-09-19T00:00:00.000Z,1436
2020-09-20T00:00:00.000Z,2466
2020-09-21T00:00:00.000Z,4645
2020-09-22T00:00:00.000Z,3513
2020-09-23T00:00:00.000Z,3805
2020-09-24T00:00:00.000Z,4586
2020-09-25T00:00:00.000Z,4133
2020-09-26T00:00:00.000Z,2382
2020-09-27T00:00:00.000Z,5682
2020-09-28T00:00:00.000Z,2163
2020-09-29T00:00:00.000Z,5784
2020-09-30T00:00:00.000Z,5148
2020-10-01T00:00:00.000Z,5750
2020-10-02T00:00:00.000Z,5579
2020-10-03T00:00:00.000Z,3499
2020-10-04T00:00:00.000Z,8081
2020-10-05T00:00:00.000Z,6946
2020-10-06T00:00:00.000Z,6421
2020-10-07T00:00:00.000Z,4886
2020-10-08T00:00:00.000Z,4806
2020-10-09T00:00:00.000Z,5099
2020-10-10T00:00:00.000Z,3786
2020-10-11T00:00:00.000Z,7547
2020-10-12T00:00:00.000Z,5516
2020-10-13T00:00:00.000Z,5718
2020-10-14T00:00:00.000Z,5840
2020-10-15T00:00:00.000Z,5412
2020-10-16T00:00:00.000Z,3484
2020-10-17T00:00:00.000Z,2505
2020-10-18T00:00:00.000Z,4916
2020-10-19T00:00:00.000Z,2349
2020-10-20T00:00:00.000Z,1802
2020-10-21T00:00:00.000Z,3130
2020-10-22T00:00:00.000Z,3123
2020-10-23T00:00:00.000Z,2430
2020-10-24T00:00:00.000Z,1303
2020-10-25T00:00:00.000Z,2678
