name,value
פראמדיקים,0
חובשי רפואת חירום,0
קלינאות תקשורת,5
פסיכולוגיה,12
שירות סוציאלי,13
ריפוי בעיסוק,14
פיזיותרפיה,21
מערך לוגיסטי,21
מעבדה,29
רוקחות,35
כוח עזר,60
סקטורים אחרים,185
מינהל ומשק,309
