name,value
פראמדיקים,0
חובשי רפואת חירום,0
קלינאות תקשורת,63
ריפוי בעיסוק,75
פסיכולוגיה,76
פיזיותרפיה,124
מעבדה,137
מערך לוגיסטי,139
שירות סוציאלי,149
רוקחות,166
כוח עזר,207
סקטורים אחרים,811
מינהל ומשק,1404
