date,cases,recovered,tests,positiveRate,positiveRatePCR,positiveRateAntigen,deaths,severe_new,medium_new,easy_new,countEasyStatus,countMediumStatus,countHardStatus,countBreath,countCriticalStatus,CountSeriousCriticalCum,new_hospitalized,CountBreathCum,countEcmo
2021-09-22,6026,11570,106836,5.64,5.64,,19,90,65,117,376,164,737,190,260,22121,158,4420,41
2021-09-23,6453,9730,124988,5.16,5.16,,19,85,42,121,337,142,731,204,270,22200,144,4443,41
2021-09-24,4990,7780,115948,4.3,4.3,,21,68,36,106,312,127,703,213,277,22255,139,4463,46
2021-09-25,2653,3158,66901,3.97,3.97,,24,69,43,75,277,131,687,215,286,22317,94,4475,47
2021-09-26,3874,5353,92031,4.21,4.21,,14,74,50,135,328,156,705,223,280,22375,156,4491,48
2021-09-27,5246,8937,135562,3.87,3.87,,17,63,32,110,307,137,676,221,279,22434,140,4509,53
2021-09-28,2441,5195,70879,3.44,3.44,,21,61,27,83,292,120,661,220,278,22483,97,4519,53
2021-09-29,3636,9547,100512,3.62,3.62,,23,55,29,129,333,127,665,214,266,22529,146,4529,55
2021-09-30,4398,6787,115257,3.82,3.82,,14,60,43,104,303,118,634,211,267,22579,119,4541,54
2021-10-01,3622,4952,114529,3.16,3.16,,22,52,36,87,279,115,605,205,247,22626,107,4546,55
2021-10-02,1739,3649,62836,2.77,2.77,,18,44,40,78,264,124,587,205,258,22662,94,4551,56
2021-10-03,2700,7661,95332,2.83,2.83,,23,43,29,96,298,129,576,203,249,22698,102,4560,55
2021-10-04,3278,4479,120326,2.72,2.72,,11,39,22,86,286,107,548,203,245,22732,87,4571,53
2021-10-05,2555,4076,109514,2.33,2.33,,15,35,27,67,255,104,500,198,239,22767,81,4578,52
2021-10-06,2429,4653,104340,2.33,2.33,,15,40,22,64,242,91,481,196,236,22801,84,4582,56
2021-10-07,2120,3945,98760,2.15,2.15,,17,34,18,72,243,77,461,187,223,22829,80,4585,53
2021-10-08,2024,3130,100022,2.02,2.02,,6,44,18,56,217,73,455,188,227,22868,62,4589,51
2021-10-09,1040,3004,51897,2,2,,14,35,17,44,207,77,454,186,224,22896,57,4595,53
2021-10-10,1490,5193,79415,1.88,1.88,,14,32,15,71,235,77,456,182,221,22922,71,4601,50
2021-10-11,2343,2694,117132,2,2,,13,35,19,59,215,77,435,182,216,22953,64,4607,51
2021-10-12,1816,2942,106989,1.7,1.7,,10,26,23,54,199,73,420,171,216,22974,58,4611,50
2021-10-13,1772,3223,101820,1.74,1.74,,11,30,19,60,196,70,408,166,208,22998,60,4614,51
2021-10-14,1345,3142,91150,1.48,1.48,,14,25,22,47,188,70,385,164,201,23019,54,4621,48
2021-10-15,1575,2199,98373,1.6,1.6,,10,30,10,43,167,58,378,159,192,23047,52,4629,47
2021-10-16,740,1202,45087,1.64,1.64,,9,22,15,33,159,63,374,162,188,23064,38,4634,47
2021-10-17,1221,3020,84135,1.45,1.45,,6,25,15,48,175,65,381,159,182,23083,48,4642,46
2021-10-18,1508,1836,105257,1.43,1.43,,9,19,11,41,161,54,358,164,185,23099,37,4650,45
2021-10-19,1150,1749,89075,1.29,1.29,,3,23,10,36,145,48,351,157,179,23120,36,4651,46
2021-10-20,1036,2306,97770,1.06,1.06,,8,17,11,37,146,43,339,152,178,23131,42,4652,44
2021-10-21,993,2331,83957,1.18,1.18,,7,13,13,43,155,44,312,152,176,23139,44,4658,45
2021-10-22,982,1738,91079,1.08,1.08,,4,19,16,26,142,47,300,151,174,23156,30,4661,46
2021-10-23,332,956,33971,0.98,0.98,,8,11,12,16,132,51,291,150,169,23163,20,4664,45
2021-10-24,842,2250,81970,1.03,1.03,,6,8,12,37,144,52,279,145,166,23168,29,4673,44
2021-10-25,929,1354,100145,0.93,0.93,,11,13,18,23,123,57,257,140,158,23178,30,4677,45
2021-10-26,729,1370,86624,0.84,0.84,,9,8,6,18,110,48,240,135,153,23184,23,4679,45
2021-10-27,647,1514,79604,0.81,0.81,,5,16,7,29,114,36,232,134,155,23197,36,4682,45
2021-10-28,661,1368,71683,0.92,0.92,,7,17,8,21,98,36,231,130,149,23209,25,4686,43
2021-10-29,617,1176,77834,0.79,0.79,,6,8,8,19,100,33,217,127,151,23214,19,4687,42
2021-10-30,225,641,35642,0.63,0.63,,3,9,6,16,97,32,215,126,142,23219,18,4689,42
2021-10-31,528,1392,79235,0.67,0.67,,2,14,9,28,108,35,218,128,148,23228,29,4690,43
2021-11-01,691,818,90169,0.77,0.77,,4,13,7,27,104,29,210,124,140,23236,27,4692,43
2021-11-02,667,876,78225,0.85,0.85,,3,10,5,16,95,25,205,118,137,23244,16,4692,42
2021-11-03,616,975,81385,0.76,0.76,,5,6,6,11,90,24,190,115,131,23249,12,4692,42
2021-11-04,519,998,69289,0.75,0.75,,6,3,5,20,93,23,175,110,123,23250,19,4694,42
2021-11-05,558,662,73340,0.76,0.76,,1,7,0,12,85,17,172,107,119,23256,13,4695,42
2021-11-06,199,434,29152,0.68,0.68,,1,6,5,12,82,19,174,108,121,23262,15,4695,42
2021-11-07,502,887,79722,0.63,0.63,,4,2,6,8,82,23,169,105,120,23263,9,4696,40
2021-11-08,566,504,86953,0.65,0.65,,3,7,6,10,80,25,163,105,120,23267,10,4699,39
2021-11-09,473,526,79959,0.59,0.59,,6,7,0,21,94,18,154,103,117,23274,21,4701,37
2021-11-10,498,717,75575,0.66,0.66,,5,8,6,12,88,18,146,99,112,23279,16,4702,36
2021-11-11,393,700,68910,0.57,0.57,,3,8,2,15,88,17,145,99,112,23287,21,4704,38
2021-11-12,448,607,73463,0.61,0.61,,2,7,5,5,73,19,147,99,110,23294,10,4705,38
2021-11-13,225,359,30911,0.73,0.73,,2,5,1,10,77,17,149,99,111,23299,11,4707,38
2021-11-14,397,687,73737,0.54,0.54,,0,5,5,17,87,19,149,96,110,23304,17,4709,37
2021-11-15,535,459,86008,0.62,0.62,,5,6,5,7,80,19,138,92,104,23309,10,4711,34
2021-11-16,558,516,80437,0.69,0.69,,4,6,3,11,78,19,135,90,98,23313,12,4712,32
2021-11-17,483,548,71268,0.68,0.68,,1,7,6,9,74,19,136,90,103,23317,11,4712,32
2021-11-18,469,614,67217,0.7,0.7,,3,5,19,9,75,32,132,87,100,23322,20,4713,32
2021-11-19,508,383,77322,0.66,0.66,,3,3,5,11,79,21,124,79,90,23325,12,4713,32
2021-11-20,237,297,28843,0.82,0.82,,6,8,1,5,74,17,127,79,89,23333,9,4714,32
2021-11-21,453,679,74404,0.61,0.61,,1,7,6,14,77,22,129,79,87,23339,16,4716,31
2021-11-22,716,319,93817,0.76,0.76,,2,6,2,13,85,18,128,80,92,23345,16,4720,31
2021-11-23,604,342,83109,0.73,0.73,,0,6,3,14,87,18,125,79,90,23350,14,4724,30
2021-11-24,543,511,78606,0.69,0.69,,3,5,4,10,89,20,118,77,84,23354,14,4725,30
2021-11-25,539,565,78529,0.69,0.69,,3,8,4,14,85,16,118,73,80,23362,17,4725,30
2021-11-26,540,400,79686,0.68,0.68,,2,8,4,7,77,20,121,72,81,23369,10,4726,30
2021-11-27,169,312,33012,0.51,0.51,,1,9,4,8,75,19,123,70,80,23375,16,4726,28
2021-11-28,543,780,81175,0.67,0.67,,3,7,2,12,82,16,125,71,81,23380,13,4730,26
2021-11-29,698,459,105634,0.66,0.66,,3,3,3,13,87,17,117,70,79,23382,12,4732,26
2021-11-30,577,553,90733,0.64,0.64,,3,6,4,21,102,16,115,66,77,23385,26,4733,23
2021-12-01,563,643,92820,0.61,0.61,,1,2,2,8,98,14,112,66,74,23387,9,4734,24
2021-12-02,519,653,90861,0.57,0.57,,2,6,2,11,95,13,111,65,75,23392,13,4735,24
2021-12-03,486,528,90427,0.54,0.54,,1,4,2,12,98,13,108,64,75,23396,16,4737,24
2021-12-04,248,319,39697,0.62,0.62,,2,5,2,10,102,12,106,63,72,23401,11,4737,24
2021-12-05,539,728,88372,0.61,0.61,,1,6,3,15,109,15,107,63,73,23406,16,4737,23
2021-12-06,739,451,106784,0.69,0.69,,2,6,3,14,111,15,106,61,72,23408,14,4739,23
2021-12-07,813,507,107128,0.76,0.76,,3,5,2,17,114,13,102,56,68,23413,22,4739,21
2021-12-08,714,636,97656,0.73,0.73,,6,3,1,13,119,11,96,54,63,23416,15,4740,21
2021-12-09,647,685,93143,0.69,0.69,,1,5,3,16,127,12,89,55,62,23420,17,4742,19
2021-12-10,607,555,84811,0.72,0.72,,2,11,2,9,122,9,96,54,60,23427,15,4743,19
2021-12-11,236,544,35948,0.66,0.66,,1,4,2,19,133,10,96,51,57,23430,22,4743,18
2021-12-12,492,709,87189,0.56,0.56,,2,2,6,17,141,14,91,49,55,23432,13,4743,18
2021-12-13,771,427,101182,0.76,0.76,,4,7,2,11,134,11,91,48,57,23438,12,4744,17
2021-12-14,702,465,98546,0.71,0.71,,1,3,4,21,143,14,86,47,57,23440,21,4744,17
2021-12-15,789,669,96009,0.82,0.82,,1,1,5,10,145,17,80,45,55,23440,12,4745,15
2021-12-16,863,836,95897,0.9,0.9,,1,4,4,24,157,16,77,43,54,23444,23,4746,15
2021-12-17,877,700,91974,0.95,0.95,,2,6,3,18,161,16,79,42,53,23450,19,4747,14
2021-12-18,393,426,35637,1.1,1.1,,2,4,2,16,170,15,77,40,49,23452,17,4748,16
2021-12-19,1021,741,93987,1.09,1.09,,2,6,7,15,174,21,80,41,49,23457,18,4752,16
2021-12-20,1329,504,104453,1.27,1.27,,2,9,7,21,186,21,78,40,47,23464,25,4754,16
2021-12-21,1200,441,97023,1.24,1.24,,0,8,4,17,186,20,77,37,43,23469,16,4754,15
2021-12-22,1417,638,98892,1.43,1.43,,0,5,5,24,200,21,75,37,44,23472,23,4754,15
2021-12-23,1514,674,107154,1.41,1.41,,1,9,4,31,216,21,79,38,47,23478,38,4755,17
2021-12-24,1790,667,99064,1.81,1.81,,1,12,5,27,226,18,84,37,44,23489,34,4755,18
2021-12-25,806,458,37808,2.13,2.13,,0,12,7,18,230,20,88,36,43,23499,20,4755,18
2021-12-26,1806,905,94494,1.91,1.91,,2,13,5,35,258,21,92,37,46,23509,37,4757,18
2021-12-27,2974,774,126926,2.34,2.34,,3,6,5,41,280,22,81,36,44,23515,50,4758,18
2021-12-28,3245,1220,129591,2.5,2.5,,1,12,7,46,301,25,84,38,47,23523,49,4759,18
2021-12-29,4074,1220,136635,2.98,2.98,,2,12,7,46,326,23,87,38,45,23532,50,4760,18
2021-12-30,5080,1340,159363,3.19,3.19,,0,7,3,64,370,19,88,38,44,23538,67,4760,18
2021-12-31,5493,1162,139329,3.94,3.94,,1,10,7,51,395,25,95,37,43,23546,58,4760,17
2022-01-01,4231,1052,92512,4.57,4.57,,2,12,2,56,421,20,101,37,44,23556,61,4761,17
2022-01-02,6615,1890,136551,4.84,4.84,,5,20,10,72,472,21,109,34,46,23574,81,4761,16
2022-01-03,10953,1467,198233,5.53,5.53,,4,12,12,110,537,23,108,35,44,23584,112,4763,15
2022-01-04,12639,1857,190736,6.63,6.63,,1,19,16,130,616,28,114,39,48,23601,137,4768,15
2022-01-05,18532,2722,313363,5.91,7.78,2.16,4,30,14,130,677,33,128,38,51,23630,144,4769,15
2022-01-06,19029,3563,305161,6.24,7.89,2.62,2,25,13,148,742,34,132,40,52,23654,153,4771,15
2022-01-07,21988,3720,284163,7.74,8.78,4.94,3,36,17,158,781,38,147,44,55,23685,166,4777,15
2022-01-08,22864,3158,264720,8.64,10.43,5.96,5,33,20,172,871,47,161,47,60,23714,181,4781,15
2022-01-09,31143,6225,342838,9.08,11.63,6.59,7,49,45,266,1009,79,192,52,67,23765,292,4785,14
2022-01-10,41414,5050,379571,10.91,13.45,7.81,9,52,35,285,1109,83,214,59,74,,316,4795,13
2022-01-11,46765,7034,397991,11.75,15.09,8.3,7,70,49,248,1161,83,245,55,82,,258,4800,9
2022-01-12,48600,11854,409126,11.88,15.01,8.68,7,37,50,308,1296,103,238,64,84,,340,4808,12
2022-01-13,49252,58240,403801,12.2,15.1,9.33,9,88,44,338,1370,108,283,72,89,,369,4816,13
2022-01-14,45846,20187,322079,14.23,15.58,11.44,10,91,54,301,1390,130,318,78,95,,353,4826,12
2022-01-15,45053,15939,316542,14.23,17.18,11.42,17,96,54,338,1466,141,371,92,115,,345,4845,11
2022-01-16,64719,39769,426534,15.17,19.47,12.16,17,131,69,427,1631,152,432,93,121,,427,4853,11
2022-01-17,71986,45403,447596,16.08,19.71,12.57,20,119,70,448,1663,168,458,93,121,,473,4867,11
2022-01-18,73755,48879,443525,16.63,20.74,13.02,17,132,63,484,1766,164,516,93,121,,478,4883,11
2022-01-19,74920,95318,409990,18.27,20.81,15.28,23,129,102,396,1749,203,538,105,150,,420,4897,14
2022-01-20,75044,28372,374323,20.05,21.14,18.02,24,150,80,522,1860,199,587,112,168,,551,4913,14
2022-01-21,65589,90134,313048,20.95,21.18,19.46,33,174,66,465,1823,181,644,124,180,,483,4940,16
2022-01-22,67887,71949,327761,20.71,23.05,18.35,40,162,90,393,1790,216,715,146,208,,410,4964,16
2022-01-23,85164,73857,378102,22.52,25.95,19.77,39,181,115,526,1966,261,791,146,208,,581,4982,16
2022-01-24,83654,39954,391230,21.38,24.35,18.37,53,166,115,543,1996,274,809,165,228,,574,5010,18
2022-01-25,76283,35028,360492,21.16,23.61,18.69,42,195,124,566,1997,304,860,184,244,,611,,19
2022-01-26,67850,66050,284497,23.85,25.54,20.86,49,184,108,429,1895,321,908,198,259,,472,,20
2022-01-27,57665,65833,234844,24.55,24.38,23.63,35,191,107,478,1805,310,948,212,282,,487,,18
2022-01-28,53301,48977,200447,26.59,26.36,25.31,48,157,80,387,1759,283,938,227,298,,445,,18
2022-01-29,49466,98287,187909,26.32,28.57,24.31,50,172,55,381,1753,273,1000,231,301,,399,,19
2022-01-30,74369,77978,261704,28.42,28.08,27.41,55,221,114,501,1916,319,1084,250,333,,544,,19
2022-01-31,67866,66543,264095,25.7,24.15,26.25,48,230,113,501,1889,310,1135,257,339,,539,,20
2022-02-01,60546,63326,237689,25.47,22.75,27.36,57,200,103,423,1743,315,1129,270,356,,430,,18
2022-02-02,60851,44656,213248,28.54,25.34,29.95,54,187,118,488,1715,323,1120,268,348,,467,,17
2022-02-03,46347,56591,185992,24.92,21.56,27.39,26,192,95,328,1583,340,1153,274,353,,59,,18
2022-02-04,5897,66538,32268,18.28,18.31,6.73,0,109,38,73,1254,298,1132,288,355,,0,,18
