cityDesc,activeSickKids,activeSickKidsPerc,totalActiveSick,activeSickNormalized,cityScore,cityColour,totalPopulation
אבו ג'ווייעד (שבט),90,23.81,378,813.08,10,אדום,4649
אבו גוש,364,32.85,1108,1409.31,10,אדום,7862
אבו סנאן,386,34.56,1117,780.79,10,אדום,14306
אבו קורינאת (שבט),21,45.65,46,69.06,8.99,אדום,6661
אבו רובייעה (שבט),29,43.94,66,74.64,9.81,אדום,8843
אבו רוקייק (שבט),72,53.73,134,131.09,9.95,אדום,10222
אבו תלול,קטן מ-15,אין מידע,36,168.78,9.64,אדום,2133
אבטין,44,41.51,106,367.16,10,אדום,2887
אבן יהודה,423,47.90,883,629.10,10,אדום,14036
אבני חפץ,72,52.94,136,654.16,10,אדום,2079
אום אל-פחם,1609,48.07,3347,590.16,10,אדום,56713
אום בטין,39,60.00,65,145.06,10,אדום,4481
אופקים,785,39.75,1975,609.98,10,אדום,32378
אור יהודה,582,33.60,1732,473.39,10,אדום,36587
אור עקיבא,510,41.53,1228,632.44,10,אדום,19417
אורנית,260,46.59,558,619.31,10,אדום,9010
אזור,228,35.51,642,485.33,10,אדום,13228
אחוזת ברק,113,48.50,233,971.64,10,אדום,2398
אטרש (שבט),קטן מ-15,אין מידע,21,58.37,7.78,אדום,3598
אילת,1294,41.16,3144,598.78,10,אדום,52507
אכסאל,582,51.23,1136,755.37,10,אדום,15039
אל סייד,18,56.25,32,52.81,9.09,אדום,6059
אלון שבות,111,47.64,233,748.96,10,אדום,3111
אליכין,80,44.20,181,522.22,10,אדום,3466
אלעד,700,46.51,1505,306.02,9.47,אדום,49179
אלעזר,115,55.29,208,849.67,10,אדום,2448
אלפי מנשה,195,42.30,461,575.46,10,אדום,8011
אלקנה,121,47.27,256,646.63,9.94,אדום,3959
אעבלין,372,47.09,790,584.54,10,אדום,13515
אעצם (שבט),33,43.42,76,70.03,9.76,אדום,10853
אפרת,461,53.60,860,753.06,10,אדום,11420
אריאל,448,41.56,1078,526.16,10,אדום,20488
אשדוד,3089,33.17,9313,411.48,10,אדום,226329
אשקלון,3211,37.47,8570,585.21,10,אדום,146442
באקה אל-גרביה,976,48.34,2019,663.10,10,אדום,30448
באר יעקב,922,50.49,1826,633.63,10,אדום,28818
באר שבע,4441,34.41,12907,612.80,10,אדום,210624
בועיינה-נוג'ידאת,282,45.93,614,613.33,10,אדום,10011
בוקעאתא,81,31.64,256,383.41,9.96,אדום,6677
ביר אל-מכסור,281,47.07,597,613.63,10,אדום,9729
ביר הדאג',קטן מ-15,אין מידע,23,38.37,9.64,אדום,5995
בית אל,196,49.49,396,668.24,10,אדום,5926
בית אריה,159,45.95,346,647.70,10,אדום,5342
בית ג'ן,299,34.53,866,711.64,10,אדום,12169
בית דגן,112,34.46,325,445.33,10,אדום,7298
בית חשמונאי,95,51.35,185,845.13,10,אדום,2189
בית יצחק-שער חפר,51,42.50,120,559.70,10,אדום,2144
בית שאן,591,38.28,1544,813.49,10,אדום,18980
בית שמש,1162,38.53,3016,228.12,9.84,אדום,132210
ביתר עילית,137,35.58,385,62.81,6.95,כתום,61297
בני ברק,1761,38.13,4618,221.99,8.28,אדום,208031
"בני עי""ש",92,30.98,297,430.31,10,אדום,6902
בנימינה-גבעת עדה,427,46.16,925,579.17,10,אדום,15971
"בסמ""ה",390,52.00,750,731.56,10,אדום,10252
בסמת טבעון,215,43.00,500,624.92,10,אדום,8001
בענה,192,46.38,414,491.63,10,אדום,8421
ברכה,136,65.70,207,716.76,10,אדום,2888
ברקת,40,39.22,102,484.56,9.32,אדום,2105
בת חפר,149,44.08,338,640.39,10,אדום,5278
בת ים,1826,32.26,5661,443.05,10,אדום,127772
ג'דיידה-מכר,456,43.51,1048,491.30,10,אדום,21331
ג'ולס,255,38.87,656,1002.29,10,אדום,6545
ג'לג'וליה,269,50.95,528,512.87,10,אדום,10295
ג'סר א-זרקא,446,56.60,788,521.41,10,אדום,15113
ג'ש (גוש חלב),68,35.98,189,605.77,10,אדום,3120
ג'ת,315,41.28,763,622.76,10,אדום,12252
