gender,age,period,count_verified,verified_percentage,count_dead,dead_percentage,count_breathe,breathe_percentage,count_severe,severe_percentage
זכר,0-9,מתחילת קורונה,325975,10.6,5,0.1,20,0.4,85,0.3
זכר,0-9,6 חודשים,250804,11.5,3,0.1,11,0.7,53,0.6
זכר,0-9,חודש אחרון,177928,10.8,2,0.2,6,1,26,0.8
זכר,0-9,שנה,277745,11.6,3,0.1,13,0.5,65,0.5
זכר,0-9,3 חודשים,186702,10.7,2,0.2,6,0.8,27,0.8
נקבה,0-9,6 חודשים,192472,8.9,1,0,5,0.3,30,0.4
נקבה,0-9,3 חודשים,135803,7.8,1,0.1,5,0.7,17,0.5
נקבה,0-9,מתחילת קורונה,255767,8.4,4,0,13,0.2,52,0.2
נקבה,0-9,שנה,215430,9,3,0.1,10,0.4,42,0.3
נקבה,0-9,חודש אחרון,126719,7.7,1,0.1,5,0.8,14,0.4
זכר,10-19,מתחילת קורונה,342561,11.2,4,0,19,0.4,60,0.2
זכר,10-19,6 חודשים,239354,11,2,0.1,10,0.6,28,0.3
זכר,10-19,3 חודשים,193251,11.1,1,0.1,4,0.5,15,0.4
זכר,10-19,חודש אחרון,183324,11.1,1,0.1,4,0.7,12,0.4
זכר,10-19,שנה,264076,11,2,0,11,0.4,39,0.3
נקבה,10-19,3 חודשים,180858,10.4,0,0,7,0.9,9,0.3
נקבה,10-19,6 חודשים,227086,10.5,1,0,11,0.7,23,0.3
נקבה,10-19,חודש אחרון,168426,10.2,0,0,6,1,7,0.2
נקבה,10-19,שנה,250961,10.5,1,0,14,0.5,40,0.3
נקבה,10-19,מתחילת קורונה,316466,10.3,4,0,19,0.4,60,0.2
זכר,20-29,חודש אחרון,94519,5.7,0,0,4,0.7,20,0.6
זכר,20-29,שנה,141233,5.9,13,0.3,36,1.3,139,1.1
זכר,20-29,6 חודשים,125302,5.8,4,0.2,17,1.1,68,0.8
זכר,20-29,3 חודשים,99310,5.7,1,0.1,6,0.8,23,0.7
זכר,20-29,מתחילת קורונה,199981,6.5,23,0.3,47,0.9,203,0.8
נקבה,20-29,מתחילת קורונה,271365,8.9,17,0.2,54,1,244,1
נקבה,20-29,3 חודשים,150839,8.7,1,0.1,11,1.5,22,0.6
נקבה,20-29,חודש אחרון,143475,8.7,1,0.1,8,1.3,14,0.4
נקבה,20-29,6 חודשים,184777,8.5,4,0.2,16,1,83,1
נקבה,20-29,שנה,205877,8.6,8,0.2,31,1.2,152,1.2
זכר,30-39,6 חודשים,123766,5.7,16,0.6,30,1.9,177,2.1
זכר,30-39,3 חודשים,98585,5.7,5,0.5,14,1.9,36,1
זכר,30-39,חודש אחרון,94125,5.7,3,0.4,11,1.8,26,0.8
זכר,30-39,שנה,137397,5.7,32,0.8,53,2,343,2.6
זכר,30-39,מתחילת קורונה,180269,5.9,47,0.5,85,1.6,555,2.2
נקבה,30-39,3 חודשים,153503,8.8,0,0,10,1.3,43,1.2
נקבה,30-39,6 חודשים,189444,8.7,9,0.4,28,1.8,182,2.2
נקבה,30-39,שנה,206784,8.6,20,0.5,62,2.3,353,2.7
נקבה,30-39,מתחילת קורונה,255473,8.3,31,0.3,87,1.6,529,2.1
נקבה,30-39,חודש אחרון,146290,8.8,0,0,6,1,30,0.9
זכר,40-49,3 חודשים,91635,5.3,10,1.1,38,5.1,84,2.4
זכר,40-49,6 חודשים,111375,5.1,38,1.5,76,4.8,365,4.4
זכר,40-49,מתחילת קורונה,159401,5.2,108,1.2,230,4.3,1274,5
זכר,40-49,חודש אחרון,87287,5.3,4,0.5,24,4,62,1.9
זכר,40-49,שנה,122311,5.1,66,1.6,143,5.3,704,5.3
נקבה,40-49,שנה,175251,7.3,40,1,80,3,518,3.9
נקבה,40-49,6 חודשים,161799,7.5,16,0.6,43,2.7,275,3.3
נקבה,40-49,3 חודשים,136493,7.8,9,1,21,2.8,54,1.5
נקבה,40-49,מתחילת קורונה,219317,7.2,71,0.8,134,2.5,861,3.4
נקבה,40-49,חודש אחרון,130030,7.9,6,0.7,12,2,42,1.3
זכר,50-59,מתחילת קורונה,106546,3.5,342,3.8,488,9.1,2071,8.1
זכר,50-59,חודש אחרון,57908,3.5,19,2.4,45,7.4,149,4.7
זכר,50-59,3 חודשים,60510,3.5,29,3.1,62,8.3,168,4.8
זכר,50-59,6 חודשים,71154,3.3,87,3.5,135,8.6,557,6.7
זכר,50-59,שנה,78059,3.3,170,4.2,260,9.7,1000,7.6
נקבה,50-59,6 חודשים,99995,4.6,49,2,89,5.7,418,5.1
נקבה,50-59,מתחילת קורונה,140980,4.6,175,1.9,239,4.5,1433,5.6
נקבה,50-59,חודש אחרון,82925,5,12,1.5,36,5.9,111,3.5
נקבה,50-59,שנה,108660,4.5,95,2.3,155,5.8,779,5.9
נקבה,50-59,3 חודשים,86380,5,18,1.9,47,6.3,129,3.7
זכר,60-69,3 חודשים,41290,2.4,68,7.3,86,11.5,322,9.1
זכר,60-69,6 חודשים,47459,2.2,223,8.9,195,12.4,830,10
זכר,60-69,שנה,52037,2.2,391,9.6,356,13.2,1326,10.1
זכר,60-69,חודש אחרון,39588,2.4,49,6.1,62,10.2,289,9
זכר,60-69,מתחילת קורונה,72046,2.4,876,9.7,829,15.5,2955,11.5
נקבה,60-69,שנה,68477,2.9,276,6.7,258,9.6,1023,7.8
נקבה,60-69,חודש אחרון,53006,3.2,33,4.1,46,7.6,187,5.8
נקבה,60-69,6 חודשים,62924,2.9,174,6.9,156,9.9,607,7.3
נקבה,60-69,3 חודשים,55214,3.2,44,4.7,61,8.1,217,6.1
נקבה,60-69,מתחילת קורונה,88804,2.9,484,5.3,442,8.3,1986,7.8
זכר,70-79,חודש אחרון,21205,1.3,102,12.7,87,14.3,447,14
זכר,70-79,6 חודשים,25365,1.2,347,13.9,221,14.1,1006,12.2
זכר,70-79,מתחילת קורונה,37909,1.2,1398,15.4,914,17.1,3296,12.9
זכר,70-79,3 חודשים,22171,1.3,113,12.1,98,13.1,479,13.6
זכר,70-79,שנה,27843,1.2,580,14.2,375,13.9,1517,11.5
נקבה,70-79,3 חודשים,26372,1.5,95,10.2,78,10.4,379,10.7
נקבה,70-79,מתחילת קורונה,43540,1.4,867,9.6,519,9.7,2423,9.5
נקבה,70-79,שנה,33310,1.4,450,11,276,10.3,1267,9.6
נקבה,70-79,6 חודשים,30263,1.4,253,10.1,161,10.3,808,9.8
נקבה,70-79,חודש אחרון,25261,1.5,71,8.8,63,10.4,339,10.6
זכר,80-89,3 חודשים,7800,0.4,153,16.4,83,11.1,518,14.7
זכר,80-89,6 חודשים,9307,0.4,417,16.7,157,10,963,11.7
זכר,80-89,מתחילת קורונה,14898,0.5,1554,17.1,561,10.5,2637,10.3
זכר,80-89,חודש אחרון,7508,0.5,144,17.9,77,12.7,493,15.4
זכר,80-89,שנה,10433,0.4,637,15.6,248,9.2,1350,10.2
נקבה,80-89,6 חודשים,12941,0.6,416,16.6,135,8.6,999,12.1
נקבה,80-89,חודש אחרון,10562,0.6,157,19.5,61,10,510,15.9
נקבה,80-89,3 חודשים,10925,0.6,171,18.3,66,8.8,541,15.3
נקבה,80-89,שנה,14569,0.6,653,16,209,7.8,1454,11
נקבה,80-89,מתחילת קורונה,20751,0.7,1434,15.8,410,7.7,2709,10.6
זכר,90+,מתחילת קורונה,3485,0.1,682,7.5,117,2.2,843,3.3
זכר,90+,שנה,2338,0.1,269,6.6,49,1.8,414,3.1
זכר,90+,6 חודשים,2093,0.1,180,7.2,33,2.1,299,3.6
זכר,90+,חודש אחרון,1685,0.1,90,11.2,21,3.5,174,5.4
זכר,90+,3 חודשים,1745,0.1,92,9.8,21,2.8,179,5.1
נקבה,90+,חודש אחרון,3222,0.2,109,13.6,23,3.8,251,7.8
נקבה,90+,6 חודשים,3921,0.2,264,10.5,41,2.6,492,6
נקבה,90+,3 חודשים,3326,0.2,122,13,26,3.5,269,7.6
נקבה,90+,מתחילת קורונה,6916,0.2,946,10.4,116,2.2,1312,5.1
נקבה,90+,שנה,4463,0.2,382,9.3,52,1.9,663,5
