section,female,male,period,order_period
0-9,"{'amount': 257157, 'percentage': 8.4}","{'amount': 328223, 'percentage': 10.7}",מתחילת קורונה,1
0-9,"{'amount': 128154, 'percentage': 7.7}","{'amount': 180128, 'percentage': 10.8}",חודש אחרון,5
0-9,"{'amount': 137229, 'percentage': 7.8}","{'amount': 188911, 'percentage': 10.7}",3 חודשים,4
0-9,"{'amount': 193882, 'percentage': 8.9}","{'amount': 253029, 'percentage': 11.6}",6 חודשים,3
0-9,"{'amount': 216826, 'percentage': 9}","{'amount': 279984, 'percentage': 11.6}",שנה,2
10-19,"{'amount': 182493, 'percentage': 10.4}","{'amount': 195145, 'percentage': 11.1}",3 חודשים,4
10-19,"{'amount': 252587, 'percentage': 10.5}","{'amount': 265979, 'percentage': 11}",שנה,2
10-19,"{'amount': 170059, 'percentage': 10.2}","{'amount': 185219, 'percentage': 11.1}",חודש אחרון,5
10-19,"{'amount': 318085, 'percentage': 10.3}","{'amount': 344471, 'percentage': 11.2}",מתחילת קורונה,1
10-19,"{'amount': 228711, 'percentage': 10.5}","{'amount': 241258, 'percentage': 11}",6 חודשים,3
20-29,"{'amount': 144595, 'percentage': 8.7}","{'amount': 95208, 'percentage': 5.7}",חודש אחרון,5
20-29,"{'amount': 185890, 'percentage': 8.5}","{'amount': 125998, 'percentage': 5.8}",6 חודשים,3
20-29,"{'amount': 151957, 'percentage': 8.6}","{'amount': 100001, 'percentage': 5.7}",3 חודשים,4
20-29,"{'amount': 272481, 'percentage': 8.9}","{'amount': 200674, 'percentage': 6.5}",מתחילת קורונה,1
20-29,"{'amount': 206993, 'percentage': 8.6}","{'amount': 141926, 'percentage': 5.9}",שנה,2
30-39,"{'amount': 147768, 'percentage': 8.8}","{'amount': 95069, 'percentage': 5.7}",חודש אחרון,5
30-39,"{'amount': 154983, 'percentage': 8.8}","{'amount': 99527, 'percentage': 5.7}",3 חודשים,4
30-39,"{'amount': 190923, 'percentage': 8.7}","{'amount': 124709, 'percentage': 5.7}",6 חודשים,3
30-39,"{'amount': 208263, 'percentage': 8.6}","{'amount': 138341, 'percentage': 5.7}",שנה,2
30-39,"{'amount': 256963, 'percentage': 8.3}","{'amount': 181203, 'percentage': 5.9}",מתחילת קורונה,1
40-49,"{'amount': 176511, 'percentage': 7.3}","{'amount': 123163, 'percentage': 5.1}",שנה,2
40-49,"{'amount': 163068, 'percentage': 7.5}","{'amount': 112219, 'percentage': 5.1}",6 חודשים,3
40-49,"{'amount': 137758, 'percentage': 7.8}","{'amount': 92483, 'percentage': 5.3}",3 חודשים,4
40-49,"{'amount': 131297, 'percentage': 7.9}","{'amount': 88133, 'percentage': 5.3}",חודש אחרון,5
40-49,"{'amount': 220576, 'percentage': 7.2}","{'amount': 160254, 'percentage': 5.2}",מתחילת קורונה,1
50-59,"{'amount': 141794, 'percentage': 4.6}","{'amount': 107071, 'percentage': 3.5}",מתחילת קורונה,1
50-59,"{'amount': 83736, 'percentage': 5}","{'amount': 58436, 'percentage': 3.5}",חודש אחרון,5
50-59,"{'amount': 87191, 'percentage': 5}","{'amount': 61038, 'percentage': 3.5}",3 חודשים,4
50-59,"{'amount': 100803, 'percentage': 4.6}","{'amount': 71685, 'percentage': 3.3}",6 חודשים,3
50-59,"{'amount': 109468, 'percentage': 4.5}","{'amount': 78589, 'percentage': 3.3}",שנה,2
60-69,"{'amount': 55681, 'percentage': 3.2}","{'amount': 41585, 'percentage': 2.4}",3 חודשים,4
60-69,"{'amount': 89266, 'percentage': 2.9}","{'amount': 72346, 'percentage': 2.3}",מתחילת קורונה,1
60-69,"{'amount': 53471, 'percentage': 3.2}","{'amount': 39885, 'percentage': 2.4}",חודש אחרון,5
60-69,"{'amount': 63390, 'percentage': 2.9}","{'amount': 47755, 'percentage': 2.2}",6 חודשים,3
60-69,"{'amount': 68944, 'percentage': 2.9}","{'amount': 52332, 'percentage': 2.2}",שנה,2
70-79,"{'amount': 26594, 'percentage': 1.5}","{'amount': 22325, 'percentage': 1.3}",3 חודשים,4
70-79,"{'amount': 33527, 'percentage': 1.4}","{'amount': 28001, 'percentage': 1.2}",שנה,2
70-79,"{'amount': 25483, 'percentage': 1.5}","{'amount': 21359, 'percentage': 1.3}",חודש אחרון,5
70-79,"{'amount': 43758, 'percentage': 1.4}","{'amount': 38067, 'percentage': 1.2}",מתחילת קורונה,1
70-79,"{'amount': 30483, 'percentage': 1.4}","{'amount': 25521, 'percentage': 1.2}",6 חודשים,3
80-89,"{'amount': 13048, 'percentage': 0.6}","{'amount': 9374, 'percentage': 0.4}",6 חודשים,3
80-89,"{'amount': 11032, 'percentage': 0.6}","{'amount': 7867, 'percentage': 0.4}",3 חודשים,4
80-89,"{'amount': 10669, 'percentage': 0.6}","{'amount': 7575, 'percentage': 0.5}",חודש אחרון,5
80-89,"{'amount': 14677, 'percentage': 0.6}","{'amount': 10500, 'percentage': 0.4}",שנה,2
80-89,"{'amount': 20858, 'percentage': 0.7}","{'amount': 14965, 'percentage': 0.5}",מתחילת קורונה,1
90+,"{'amount': 4506, 'percentage': 0.2}","{'amount': 2357, 'percentage': 0.1}",שנה,2
90+,"{'amount': 3963, 'percentage': 0.2}","{'amount': 2112, 'percentage': 0.1}",6 חודשים,3
90+,"{'amount': 3368, 'percentage': 0.2}","{'amount': 1764, 'percentage': 0.1}",3 חודשים,4
90+,"{'amount': 3264, 'percentage': 0.2}","{'amount': 1704, 'percentage': 0.1}",חודש אחרון,5
