age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose
10-19,166434,24600,1505185,11.1,1.6
20-29,467625,165698,1277634,36.6,13
30-39,533851,204967,1186386,45,17.3
40-49,661552,354581,1080768,61.2,32.8
50-59,593178,437983,832687,71.2,52.6
60-69,578715,513175,735380,78.7,69.8
70-79,439231,404442,462148,95,87.5
80-89,196197,178606,222547,88.2,80.3
90+,46242,41042,50589,91.4,81.1
