name,score,governmentColor,sickTo10000,positiveTests,growthLastWeek,activeSick,color,date,firstDose,secondDose,thirdDose,activeSickTo1000
Ein Naqquba,3.4,ירוק,0.0,0,0, 0 ,ירוק,2022-11-18T00:00:00.000Z,60.56,49.29,27.41,0.0
Uzeir,2,ירוק,0.0,0,0, 0 ,ירוק,2022-11-18T00:00:00.000Z,65.62,59.16,31.11,0.0
Jatt,3.6,ירוק,1.6,8,0,קטן מ-15,ירוק,2022-11-18T00:00:00.000Z,64.99,57.53,36.72,
Mazkeret Batya,8,כתום,17.2,30,116,31,אדום,2022-11-18T00:00:00.000Z,מעל 90%,86.27,66.57,20.5
Harish,8,אדום,7.6,32,-6,קטן מ-15,אדום,2022-11-18T00:00:00.000Z,61.56,56.59,39.39,
Shoham,7.6,כתום,6.7,21,-36,23,אדום,2022-11-18T00:00:00.000Z,מעל 90%,מעל 90%,75.38,10.9
Mattan,3.3,ירוק,8.3,27,0,קטן מ-15,ירוק,2022-11-18T00:00:00.000Z,84.52,81.82,66.83,
Qasr A-Sir,1.1,ירוק,0.0,0,0, 0 ,ירוק,2022-11-18T00:00:00.000Z,18.38,16.91,7.08,0.0
Kabul,2,ירוק,0.0,0,0,קטן מ-15,ירוק,2022-11-18T00:00:00.000Z,65.53,55.24,34.31,
Nahef,3.3,ירוק,2.2,1,0,קטן מ-15,ירוק,2022-11-18T00:00:00.000Z,65.70,56.27,32.11,
Yirka,2.5,ירוק,1.7,3,0,קטן מ-15,ירוק,2022-11-18T00:00:00.000Z,65.41,54.46,34.50,
Sha'ab,2,ירוק,0.0,0,0, 0 ,ירוק,2022-11-18T00:00:00.000Z,71.56,62.27,36.91,0.0
Yad Binyamin,4.5,ירוק,9.4,22,0,קטן מ-15,ירוק,2022-11-18T00:00:00.000Z,59.24,53.21,36.29,
Kokhav Ya'ir,8.9,צהוב,16.0,36,-17,16,אדום,2022-11-18T00:00:00.000Z,מעל 90%,מעל 90%,82.19,18.3
Gan Ner,4.5,ירוק,14.8,36,0,קטן מ-15,ירוק,2022-11-18T00:00:00.000Z,87.56,83.96,68.30,
Kafar Yasif,3.1,צהוב,2.0,1,0,קטן מ-15,ירוק,2022-11-18T00:00:00.000Z,74.17,65.83,41.97,
Basma,2,ירוק,0.0,0,0, 0 ,ירוק,2022-11-18T00:00:00.000Z,66.35,57.22,31.93,0.0
Umm Batin,2.2,ירוק,0.0,0,0, 0 ,ירוק,2022-11-18T00:00:00.000Z,19.39,15.71,5.78,0.0
Be'er Ya'aqov,5.4,כתום,6.9,16,-23,24,צהוב,2022-11-18T00:00:00.000Z,69.05,64.41,46.92,8.3
Kafar Kama,2,ירוק,0.0,0,0, 0 ,ירוק,2022-11-18T00:00:00.000Z,74.06,70.35,55.48,0.0
Sheikh Dannun,3.5,ירוק,3.4,4,0,קטן מ-15,ירוק,2022-11-18T00:00:00.000Z,65.63,57.80,32.77,
Zikhron Ya'aqov,9.2,אדום,11.1,35,18,30,אדום,2022-11-18T00:00:00.000Z,80.70,76.99,62.53,12.8
